date,time,open,close,high,low,volume,turnover,avg_vol_last_100,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,PP,R1,S1,R2,S2,R3,S3,BBL_5_2.0,BBM_5_2.0,BBU_5_2.0,BBB_5_2.0,BBP_5_2.0,RSI,SMA_5,SMA_10,SMA_20,EMA_5,EMA_10,EMA_20,STOCHk_14_3_3,STOCHd_14_3_3,ATR,ROC,CCI,color_green,color_red
2023-01-03,10:12:00,-2.120848889446457,-2.1233820567139876,-2.130566968846338,-2.112940848320471,-0.8495596119761207,-0.8735834733354546,-1.3394855318489938,-0.19081529334289343,0.14053248700027704,-0.23886230615579915,-2.1184355288403993,-2.1220410794487594,-2.1130369141016834,-2.1234250388404443,-2.1050131384273136,-2.123089070883942,-2.0951835984335236,-2.105175541611932,-2.121519075428839,-2.1315416149304434,-0.7479091474023762,0.35553617834840495,0.4063014348929283,-2.121519075428839,-2.1233652156682776,-2.1158629378492972,-2.1229313068483497,-2.1228250397530286,-2.120317939625145,0.2510308999061209,0.028882532387553252,-1.5326637233895934,0.05432035987119939,0.6520965954843774,-1.0449608260418595,1.0449608260418595
2023-01-03,11:06:00,-2.120400339181007,-2.126194881028606,-2.131203403653201,-2.117811341863914,-0.5800061943548748,-0.682194089892308,-1.3446532532621427,-0.1898054648171719,0.11476875286618886,-0.23064620273535388,-2.120769446724127,-2.1285049085794627,-2.111186160015984,-2.1338933816405428,-2.098867894412543,-2.137488153775483,-2.0847122245910703,-2.1056540740915675,-2.12207281321577,-2.132166980122242,-0.7499826133557838,-0.33199535284170445,0.20282067043417068,-2.12207281321577,-2.121737332014971,-2.1156751861884526,-2.1232666157011004,-2.1225206168777246,-2.1199130544016698,0.4244479732489783,0.2171985296226532,-1.5405691654318907,0.014278422975319319,0.37448779463769866,-1.0449608260418595,1.0449608260418595
2023-01-03,12:00:00,-2.121582595937274,-2.129347030181178,-2.1344705574744727,-2.1196152283614857,-0.6077095628665398,-0.7019665693903178,-1.3515635732730888,-0.19382761488044903,0.07898657187641447,-0.224915687507753,-2.1235287505742537,-2.1291940192251637,-2.1161089179233548,-2.132504327714785,-2.105936025336272,-2.1341225654237426,-2.094008428590411,-2.1064496710505343,-2.122306812087023,-2.1318539963453462,-0.7357871644734171,-1.1194860007043455,-0.01445308020189782,-2.122306812087023,-2.120582982025907,-2.1157520749638468,-2.1245415428393346,-2.1228454973922934,-2.1198479273279913,0.25781469723668526,0.32117231625065207,-1.5511957296636922,-0.030757235952461423,0.11092689321630908,-1.0449608260418595,1.0449608260418595
2023-01-03,12:54:00,-2.1237499330671996,-2.1287933949192537,-2.1329359206274345,-2.1204810938803207,-0.7312254468037083,-0.7896255784696181,-1.3669052056642697,-0.19651228905278254,0.054393257952156084,-0.22089353239186574,-2.126274998424585,-2.1328611113998455,-2.1183220138232017,-2.1366728148381804,-2.1071906790336943,-2.1391682695859044,-2.094703794664556,-2.1070617453557534,-2.1225318797036477,-2.1317019522452925,-0.7260227852107657,-0.8517789449962923,0.019456814018981975,-2.1225318797036477,-2.119600176307665,-2.1159152400976757,-2.125206831233692,-2.1230105009770033,-2.1197361012620966,0.049571940408934964,0.2518160882417464,-1.5556029150578288,-0.04709270611876373,0.10130622062946805,0.9569736731546544,-0.9569736731546543
2023-01-03,13:48:00,-2.124556760434964,-2.1187922418006115,-2.1208436592970616,-2.115273755606973,-0.049688230708221155,-0.304769472426555,-1.3341344412608185,-0.1847747561163257,0.07820092564753245,-0.21521759161825968,-2.1258594247000873,-2.1311906731473167,-2.119048147003579,-2.1339108540169676,-2.10921993172426,-2.135209909352764,-2.0979139344126194,-2.108045635748725,-2.1220871032231763,-2.129868570603174,-0.6896065148968635,1.3412732438105588,0.5498469754938603,-2.1220871032231763,-2.117929406586655,-2.1155634292474725,-2.12231450852558,-2.1213244607673882,-2.11867928402122,0.2636550594328436,0.1964599500948905,-1.5422845193614685,0.018168801986411378,0.8806915902095142,0.9569736731546544,-0.9569736731546543
2023-01-03,14:42:00,-2.119959171846873,-2.134704790780451,-2.1192172147906376,-2.1502452210902527,0.9416426191342538,0.39494233644383314,-1.2360010568999802,-0.19847220708736266,0.020561704262854714,-0.2135455255151058,-2.1167351285288905,-2.1182370025669206,-2.112957231538776,-2.118077075229548,-2.1071174243974737,-2.115733756468607,-2.098969054256799,-2.112977988749226,-2.1243520693968225,-2.1295323725233186,-0.6224780953323212,-1.1986388124881984,-0.36894254570795293,-2.1243520693968225,-2.119189184825492,-2.116048454371322,-2.125693866313938,-2.1228423830374807,-2.119243609572373,0.2678248761907248,0.19990615201948664,-1.4521524306689575,-0.25976901741084213,-0.9036300240431391,-1.0449608260418595,1.0449608260418595
2023-01-03,15:36:00,-2.1256173293819853,-2.1511352566182205,-2.1384641821802646,-2.1451582611671,0.011318172831351678,-0.2648902499047564,-1.2041187499457675,-0.2326727646639854,-0.08736563567239697,-0.2193705687107064,-2.133033019391352,-2.116230493317598,-2.1475268124066558,-2.098540940008,-2.160664766238198,-2.0787255564683007,-2.17135455719768,-2.1290307139236777,-2.129341068231991,-2.1237445253348697,-0.34249747836390043,-1.5095132440406873,-0.9790433170096863,-2.129341068231991,-2.1219615904106783,-2.1176202039892535,-2.133427093720465,-2.1270760331744887,-2.121324171930039,-0.2399989987824128,0.10021563374502623,-1.4227742145000986,-0.40310346842436784,-1.868024751074851,0.9569736731546544,-0.9569736731546543
2023-01-03,16:30:00,-2.1366623404534972,-2.1561536923795375,-2.1493966588098536,-2.152121263047726,-0.43318291059926783,-0.5800446616759248,-1.2023866383317512,-0.26642883805831835,-0.1723674073997686,-0.23110021007031437,-2.14331243339771,-2.141553326800768,-2.1486525751280774,-2.132546999466453,-2.146198516607278,-2.127118306625946,-2.1473663981738556,-2.141116258246058,-2.13470339351061,-2.122551507379569,-0.1725935817419012,-1.1448592298484408,-1.1268478375943043,-2.13470339351061,-2.1247607997881808,-2.118907643949335,-2.1402564596822966,-2.131453702175166,-2.1236861126322633,-1.1675857898488065,-0.3925173125890078,-1.4047691794362034,-0.4058538741508059,-2.0398493730598903,-1.0449608260418595,1.0449608260418595
2023-01-03,17:24:00,-2.1446942774864386,-2.159636236769066,-2.1573467607458707,-2.1555486473931125,-0.6233579078136929,-0.7146043726210368,-1.2126797671921257,-0.2972826818048896,-0.23161873029724964,-0.24694570978541136,-2.150964644728851,-2.1498744457455485,-2.1529538474139334,-2.1440938328151056,-2.1497656739037363,-2.139257341175362,-2.147478938846371,-2.150117407974034,-2.140873104207592,-2.1259496438969574,-0.10168072695313395,-0.9012116384225206,-1.2253044965617326,-2.140873104207592,-2.1279593856711863,-2.1199894511380126,-2.1459709603580692,-2.1356695445946805,-2.1261558745454354,-1.7775386615329587,-1.096674130620457,-1.3982449008245503,-0.4436955658985987,-1.7677276027276974,0.9569736731546544,-0.9569736731546543
2023-01-03,18:18:00,-2.1504516664369002,-2.15687699006044,-2.1618229893611036,-2.1464570594453525,-0.7937129245424124,-0.8347680252123171,-1.2329434413770628,-0.3166951438589799,-0.2445245270432605,-0.2636877030937943,-2.1559337629925324,-2.1563497102073415,-2.15487908255378,-2.153492767597546,-2.1501028782702787,-2.1500645712836772,-2.144674838721298,-2.145003702207044,-2.148491464405228,-2.1459329225582144,-0.42792729522623363,-0.5356539639869621,-1.0693093035865595,-2.148491464405228,-2.131547520002515,-2.1208584731110682,-2.1488602907555685,-2.1386164574150657,-2.1281267664361305,-1.8145619392956973,-1.6387485391708356,-1.4197801450863607,-0.480249558320514,-1.2547508800509897,-1.0449608260418595,1.0449608260418595
2023-01-03,19:12:00,-2.151950620106739,-2.1555554091126203,-2.1597368974941675,-2.1490546560018546,-0.5892455247009823,-0.6903135168218321,-1.240029385163231,-0.32895290378693953,-0.2332780528432391,-0.2796484666752725,-2.1535209248934177,-2.1604808205068387,-2.1454411017914454,-2.1643622940623954,-2.133868939136956,-2.167168615838116,-2.121194171778489,-2.1367071350738693,-2.1526623603164774,-2.1622208754174244,-0.7472290954796044,0.04222879183317541,-0.9934079346596996,-2.1526623603164774,-2.1347666554596287,-2.121444079481798,-2.1503457024946355,-2.1407869300606333,-2.129783673168556,-1.7120635852048414,-1.8261957801113746,-1.4312334455940998,-0.4454249468599055,-1.0196310930992052,0.9569736731546544,-0.9569736731546543
2023-01-03,20:06:00,-2.1520392502128622,-2.1500101268923726,-2.154928278953435,-2.14303035532338,-0.43251444849694914,-0.5790529813133756,-1.2376140448754067,-0.3294998565304939,-0.18897330592689343,-0.29253162702586616,-2.1532351717438907,-2.157370987849324,-2.146991860692669,-2.159504973416343,-2.1383445123859577,-2.1596089866172803,-2.127574998192238,-2.137281255791033,-2.1524372926998527,-2.1612189640106143,-0.7267601859475674,1.437605920935696,-0.6840220046603454,-2.1524372926998527,-2.1371495125964937,-2.121821817942307,-2.1494863682400243,-2.141553067930804,-2.130752910302028,-1.4389663275080937,-1.709635563307198,-1.4439870290766201,-0.3663017713198455,-0.6589721100195505,0.9569736731546544,-0.9569736731546543
2023-01-03,21:00:00,-2.1493106881133377,-2.146384708886864,-2.153584694361171,-2.1402745785866313,-0.622549226351308,-0.713363182056847,-1.2461999376709942,-0.3235770704325934,-0.13402353091340366,-0.301597733519066,-2.1477792970325944,-2.1524763132160616,-2.1408794388007224,-2.1552500105157213,-2.1316593573269156,-2.155897341940927,-2.120223531611627,-2.1386836282743444,-2.15048313418726,-2.1560049146255413,-0.6405283876381963,1.209542053193107,-0.494367263483183,-2.15048313418726,-2.138854233787772,-2.122097187044881,-2.147704233726624,-2.14151977986722,-2.1312834191743444,-1.1466880589631876,-1.4797067815784266,-1.4588855348689695,-0.3021098466185418,-0.4806765284038441,0.9569736731546544,-0.9569736731546543
2023-01-03,21:54:00,-2.1461335437399858,-2.147974177864649,-2.1541150567002227,-2.1412618663323455,-0.6401770578533775,-0.7259763289919977,-1.2554097131056123,-0.32001843534224667,-0.09719152200035756,-0.30810532613914104,-2.145208894740751,-2.1500895688022816,-2.1370594164792553,-2.154076668853142,-2.1276442258532478,-2.1548909758945016,-2.114931575672453,-2.134973663015692,-2.14815029047844,-2.155018225953986,-0.6750101192887794,0.6256099755860524,-0.5620769497924634,-2.14815029047844,-2.1407733853175768,-2.122565672141465,-2.1470463056565356,-2.1417819599639896,-2.131915282095026,-0.9355014632230594,-1.2123599247810246,-1.4717009133886219,-0.3224285194803197,-0.46294376841705526,-1.0449608260418595,1.0449608260418595
2023-01-03,22:48:00,-2.1453397737001056,-2.144848817515073,-2.146902128889123,-2.1362640583329373,-0.6013982000013333,-0.6981935325618334,-1.2621048908480772,-0.31169335550461374,-0.053355294017890964,-0.3115678609209812,-2.1462431493663874,-2.1511689920380266,-2.138606943377916,-2.154656388958503,-2.1291477551608735,-2.155518502312854,-2.1169586232107407,-2.131663542288476,-2.145744210481673,-2.1534982808781464,-0.6973800653503145,0.865494797881616,-0.39232999310457844,-2.145744210481673,-2.1433805008501494,-2.1230341572380502,-2.145565234348035,-2.1414273949702056,-2.1321883296957855,-0.7917254298452178,-0.9895344550822094,-1.4785581858460692,-0.3872522789712803,-0.15239376809097005,0.9569736731546544,-0.9569736731546543
2023-01-03,23:42:00,-2.143380075470174,-2.1453042271660117,-2.1522764672581776,-2.134515330831427,-0.7393636983243481,-0.7960173111674874,-1.2759531381579905,-0.3047862559990373,-0.022561459841539077,-0.3128913200924493,-2.141123061423875,-2.145933269449985,-2.1356249447710702,-2.1473594328490058,-2.1263142494475744,-2.148144303465085,-2.1163273313087565,-2.1258836294156276,-2.143693594419097,-2.1550812837031006,-0.7918545675502687,0.6513294684349381,-0.41433693944029015,-2.143693594419097,-2.144441037566108,-2.124195088340942,-2.1447297537109877,-2.14122021883917,-2.1324788885712653,-0.7616269868716791,-0.8569695714950626,-1.5001175867038792,-0.24110880781562516,-0.16276412679699787,-1.0449608260418595,1.0449608260418595
2023-01-04,00:36:00,-2.1426279505658066,-2.1376515591100507,-2.1322994858205733,-2.138556036585988,-0.42230443579815846,-0.5709103848158202,-1.2725222686601927,-0.2876169241087076,0.03301378587477222,-0.3103542774513991,-2.1425075222553764,-2.15038564403907,-2.1329388594870133,-2.1557192918576695,-2.1204300904651543,-2.159413379772906,-2.1062444577861235,-2.1267588888204783,-2.1412214231380813,-2.149359509463869,-0.7058102740299403,1.5327458091038961,-0.01269868929958627,-2.1412214231380813,-2.143091913352884,-2.12490720356886,-2.141620246979598,-2.1396572879052607,-2.1320105389461435,-0.4740749201160318,-0.6981143653877414,-1.4687528923324136,-0.012029096602225156,0.429174321798159,0.9569736731546544,-0.9569736731546543
2023-01-04,01:30:00,-2.1384252283394436,-2.1297935102311176,-2.1349512975158302,-2.129280547401145,-0.6372235370034973,-0.7230377307073785,-1.2803408384332842,-0.26231296241981716,0.1019995327908304,-0.3030251804060044,-2.1345629893794476,-2.1307077067118687,-2.1372725694396544,-2.12428939873246,-2.136970911653032,-2.1168228659815336,-2.13547768837708,-2.1295893747712045,-2.1379025689183386,-2.1400676410988315,-0.5482506175057632,1.3708372292896187,0.33054862502727667,-2.1379025689183386,-2.1404544201890197,-2.12498811559413,-2.1369262188243017,-2.1369477066200515,-2.130835933044263,-0.0546866981869373,-0.44437421676456657,-1.4648604702270271,0.11081316915274173,0.8229843376755723,0.9569736731546544,-0.9569736731546543
2023-01-04,02:24:00,-2.132394508298283,-2.1079338469860835,-2.0924162379239046,-2.1231896770492593,1.1206610249095366,0.531132637489357,-1.1986951036799438,-0.21114811292058056,0.23515756736182958,-0.28644633867325786,-2.1297754648999354,-2.1303201245177075,-2.1249002215462447,-2.131210727982491,-2.120009951222424,-2.1279078994846854,-2.1107185318123514,-2.1360312852311227,-2.1298930197679984,-2.1180215947524466,-0.17862027229438135,1.4645331912089752,0.99774414226523,-2.1298930197679984,-2.135281288272091,-2.1240001842358747,-2.126505655426977,-2.130750496466012,-2.1276844355810813,0.45665926454557737,-0.024955099122444674,-1.3831914832462733,0.35265454800435386,2.21684559091783,0.9569736731546544,-0.9569736731546543
2023-01-04,03:18:00,-2.118448386168961,-2.0815736648376637,-2.0709895994262255,-2.1091044565081782,0.2524283704621036,-0.08417927669930654,-1.163338003880646,-0.1339483986006622,0.42017796507563704,-0.25701516364857985,-2.1061552724491053,-2.0895486436617783,-2.120588719442617,-2.071963677496305,-2.13357851538883,-2.0523841575867863,-2.144259045201039,-2.1420633365986927,-2.117235645709278,-2.087217815956268,0.29821280984926907,1.3467184306842457,1.4734290629270557,-2.117235645709278,-2.127746742252149,-2.122025662602654,-2.110766270131343,-2.1208803023687763,-2.1223142833689654,0.9241108117190093,0.45639796980027947,-1.2913712679374199,0.5774082724879407,2.1582052814686317,0.9569736731546544,-0.9569736731546543
2023-01-04,04:12:00,-2.0982941119731704,-2.0767516802983184,-2.0815261312287157,-2.088749163885559,-0.6182575767529538,-0.7069374633236057,-1.1718177756106147,-0.06765145029439887,0.5353229242091448,-0.21958551164538637,-2.0855046881601815,-2.0624838308216495,-2.100743497668716,-2.044227168907074,-2.120386458336243,-2.018505657812925,-2.131985540287978,-2.131169491933098,-2.103522597353533,-2.0708001732101944,0.371234946663263,0.9617145709154789,1.5399239408662437,-2.103522597353533,-2.119861960012616,-2.119691283619481,-2.0986649911684663,-2.111926686072759,-2.1169948186092173,1.2458137872052428,0.9041209621937358,-1.2712609463646356,0.6106098474516009,1.5571689838873446,-1.0449608260418595,1.0449608260418595
