time,open,close,high,low,volume,turnover,color,avg_vol_last_100,PP,R1,S1,R2,S2,R3,S3,RSI_5,RSI_10,RSI_14,ATR_14,ATR_10,ATR_5,ROC_14,ROC_10,ROC_5,CCI_14,CCI_10,CCI_5,cmf,obv,mfi,RVI_15,RVI_10,RVI_5,PSARl_0.01_0.1,PSARs_0.01_0.1,PSARaf_0.01_0.1,PSARr_0.01_0.1,TRIX_18_9,TRIXs_18_9,TRIX_12_6,TRIXs_12_6,TRIX_10_5,TRIXs_10_5,SMA_20,SMA_5,SMA_10,EMA_2,EMA_5,EMA_10,ISA_5,ISB_15,ITS_5,IKS_15,ICS_15,BBL_5_2.0_5,BBM_5_2.0_5,BBU_5_2.0_5,BBB_5_2.0_5,BBP_5_2.0_5,BBL_10_2.0_10,BBM_10_2.0_10,BBU_10_2.0_10,BBB_10_2.0_10,BBP_10_2.0_10,BBL_15_2.0_15,BBM_15_2.0_15,BBU_15_2.0_15,BBB_15_2.0_15,BBP_15_2.0_15,BBL_20_2.0_20,BBM_20_2.0_20,BBU_20_2.0_20,BBB_20_2.0_20,BBP_20_2.0_20,bollinger_bandwidth,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,MACD_6_13_5_6_13_5,MACDh_6_13_5_6_13_5,MACDs_6_13_5_6_13_5,STOCHk_14_3_3,STOCHd_14_3_3,STOCHk_14_3_3_7_3_3,STOCHd_14_3_3_7_3_3,STOCHk_14_3_3_10_3_3,STOCHd_14_3_3_10_3_3
1672663200,16627.050000000003,16625.175000000003,16631.7,16614.9,39.84648139,662533.772975226,green,39.84648139,,,,,,,,,,,,,,,,,,,,,39.84648139,,,,,,,0.01,0,,,,,,,,,,,,,,,,,16716.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672666560,16626.112500000003,16639.85,16658.9,16626.112500000003,123.82507549,2061712.624964522,green,81.83577844,16623.925000000003,16632.950000000004,16616.150000000005,16640.725000000002,16607.125000000004,16649.750000000004,16599.350000000006,,,,,,,,,,,,,,163.67155688,,,,,16614.9,,0.02,0,,,,,,,16632.5125,,,16632.5125,,,,,,,16722.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672669920,16632.98125,16693.949999999997,16763.5,16632.98125,503.67700063,8416091.015317375,green,222.44951917,16641.620833333334,16657.129166666666,16624.341666666667,16674.408333333333,16608.833333333336,16689.916666666664,16591.55416666667,,,,,,,,,,,,,,667.34855751,,,,,16614.9,,0.03,0,,,,,,,16666.899999999998,,,16673.470833333333,,,,,,,16726.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672673280,16663.465624999997,16733.4,16766.3,16663.465624999997,240.68947325,4027693.523550571,green,227.00950769,16696.810416666664,16760.639583333326,16630.120833333327,16827.329166666663,16566.291666666664,16891.158333333326,16499.602083333328,,,,,,,,,,,,,,908.03803076,,,,,16619.358,,0.04,0,,,,,,,16713.675,,,16713.423611111113,,,,,,,16745.475000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672676640,16698.4328125,16733.75,16751.8,16698.4328125,123.4171843,2065651.144858467,red,206.291043012,16721.055208333335,16778.644791666673,16675.81041666667,16823.889583333337,16618.220833333333,16881.479166666675,16572.97604166667,,,,,,,,,,,,76.94533105817847,,1031.45521506,,,,99.99999999999999,16625.23568,,0.04,0,,,,,,,16733.575,16685.225,,16726.974537037036,16685.225,,,,16690.6,,16718.5,16593.938527836814,16685.225,16776.511472163183,1.0942192528202042,0.7657841783679487,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672680000,16716.09140625,16732.925,16755.0,16708.7,166.17845471,2780167.1731363363,green,199.6056116283333,16727.994270833333,16757.555729166666,16704.188541666666,16781.361458333333,16674.627083333333,16810.922916666666,16650.821354166666,98.6264440651383,,,,,70.04019217039496,,,0.6481134785047156,,,67.84931784931155,,865.27676035,,,,71.28060297006542,16630.8782528,,0.04,0,,,,,,,16733.3375,16706.775,,16730.94151234568,16701.125,,,,16696.206250000003,,16689.699999999997,16633.215228385343,16706.775,16780.33477161466,0.8805981000481364,0.6777466094986272,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672683360,16724.508203125,16730.225,16738.3,16721.6,84.90421296,1420347.032781474,red,183.2196975328572,16732.208333333332,16755.716666666664,16709.416666666664,16778.50833333333,16685.908333333333,16802.016666666663,16663.116666666665,93.37937087629135,,,,,55.58203443490342,,,0.54312388633311,,,55.29446049778907,0.07238918509707956,780.37254739,,,,60.328345086620224,16636.295122688,,0.04,0,,,,,,,16731.574999999997,16724.85,,16730.46383744856,16710.825,,,,16699.640625,,16685.525,16693.850403228415,16724.85,16755.849596771583,0.37070104391470227,0.5866946760566741,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672686720,16727.3666015625,16724.575,16737.1,16706.0,97.74458144,1634651.321464878,green,172.53530802125002,16730.041666666664,16738.48333333333,16721.78333333333,16746.741666666665,16713.341666666664,16755.18333333333,16705.08333333333,81.97203658335359,,,,,49.38628464067611,,,0.18344969285282178,,,-70.71846194735694,0.07681246309132113,682.62796595,,,,57.398826833587435,16641.49531778048,,0.04,0,,,,,,,16727.4,16730.975,,16726.537945816188,16715.408333333333,,,,16714.8828125,,16674.1,16724.110234891068,16730.975,16737.83976510893,0.08206055067239587,0.03385149393735315,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672690080,16725.97080078125,16728.5,16740.4,16720.5,74.43760935,1245514.901669524,red,161.63556372444447,16722.558333333334,16739.11666666667,16708.01666666667,16753.658333333333,16691.458333333336,16770.216666666667,16676.91666666667,83.701034578884,,,,,42.30017595181642,,,-0.029282751861555063,,,32.865621003211004,0.08399147548333706,757.0655753,,,,60.184524927117344,16646.48750506926,,0.04,0,,,,,,,16726.5375,16729.995000000003,,16727.845981938728,16719.772222222222,,,,16726.71640625,,16675.35,16723.401108887712,16729.995000000003,16736.588891112293,0.07882717373544096,0.386637497151257,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672693440,16727.235400390626,16706.699999999997,16727.235400390626,16688.2,132.29936671,2209421.119451152,red,158.701944023,16729.8,16739.1,16719.199999999997,16749.7,16709.899999999998,16759.0,16699.299999999996,50.245321234311845,,,,,41.83812538402259,,,-0.16164936132070165,,9.118182750791584,-150.41331263537467,0.14641546741749542,624.76620859,,,0.0,47.093049054781254,16651.28000486649,,0.04,0,,,,,,,16717.6,16724.585,16704.905,16713.74866064624,16715.414814814816,16704.905,,,16721.6,,16681.375,16705.896698846584,16724.585,16743.273301153415,0.22348298810900868,0.02149208606012517,16628.155759612877,16704.905,16781.65424038712,0.918882692085013,0.511693926812463,,,,,,,,,,,,,,,,,,,,,,,
