time,open,close,high,low,volume,turnover,color,avg_vol_last_100,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,PP,R1,S1,R2,S2,R3,S3,BBL_5_2.0,BBM_5_2.0,BBU_5_2.0,BBB_5_2.0,BBP_5_2.0,RSI,SMA_5,SMA_10,SMA_20,EMA_5,EMA_10,EMA_20,STOCHk_14_3_3,STOCHd_14_3_3,ATR,ROC,CCI
1672635600,16627.4,16624.45,16628.1,16614.9,19.21975414,319504.631511337,green,19.21975414,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672637100,16625.925000000003,16639.875,16652.1,16625.925000000003,65.85423308,1095727.142553987,green,42.53699361,,,,16622.483333333334,16630.066666666666,16616.86666666667,16635.68333333333,16609.283333333336,16643.266666666663,16603.66666666667,,,,,,,,,,,,,,,,,
1672638600,16632.9,16652.925,16658.9,16632.9,49.49527105,824339.365596069,green,44.85641942333333,,,,16639.3,16652.674999999996,16626.5,16665.474999999995,16613.125000000004,16678.84999999999,16600.325000000004,,,,,,,,,,,,,,,,,
1672640100,16642.9125,16646.1,16658.0,16636.8,36.23070781,603287.830041157,red,42.69999152,,,,16648.24166666667,16663.583333333336,16637.583333333336,16674.24166666667,16622.24166666667,16689.583333333336,16611.583333333336,,,,,,,,,,,,,,,,,
1672641600,16644.50625,16639.0,16644.50625,16636.8,18.59546714,309404.817306115,green,37.879086644,,,,16646.966666666667,16657.133333333335,16635.933333333334,16668.166666666668,16625.766666666666,16678.333333333336,16614.733333333334,16621.581289085807,16640.47,16659.358710914195,0.2270213631489283,0.461087868656603,,16640.47,,,16640.47,,,,,,,
1672643100,16641.753125,16694.175,16763.5,16638.9,483.21950916,8076172.300087293,green,112.10249039666668,,,,16640.10208333333,16643.404166666664,16635.697916666664,16647.80833333333,16632.395833333332,16651.110416666663,16627.991666666665,16613.414992682927,16654.415,16695.415007317075,0.49236202312809,0.9848779622466156,,16654.415,,,16658.37166666667,,,,,,,
1672644600,16667.9640625,16733.825,16757.9,16667.9640625,61.80227338,1034374.189458975,red,104.91674510857142,,,,16698.858333333334,16758.816666666666,16634.216666666667,16823.458333333332,16574.258333333335,16883.416666666664,16509.61666666667,16601.48071262117,16673.204999999998,16744.929287378825,0.8603539316985221,0.9225904656244616,,16673.204999999998,,,16683.52277777778,,,,,,,
1672646100,16700.89453125,16733.2,16766.3,16700.89453125,160.46306383,2685020.154695697,green,111.86003494875,,,,16719.896354166664,16771.828645833328,16681.892708333326,16809.832291666666,16629.96041666666,16861.76458333333,16591.956770833323,16607.627784545555,16689.260000000002,16770.89221545445,0.978260455579778,0.7691339427417506,,16689.260000000002,,,16700.081851851857,,,,,,,
1672647600,16717.047265625,16741.35,16751.8,16717.047265625,71.09577327,1190249.870871833,green,107.33067254,,,,16733.46484375,16766.03515625,16700.6296875,16798.8703125,16668.059375,16831.440625,16635.22421875,16631.54624162405,16708.31,16785.07375837595,0.9188692138935618,0.7152057214172878,,16708.31,,,16713.837901234572,,,,,,,
1672649100,16729.1986328125,16735.1,16746.7,16720.1,52.93377788,885775.682961886,red,101.890983074,,,,16736.732421874996,16756.417578124994,16721.664843749993,16771.485156249997,16701.979687499996,16791.170312499995,16686.912109374993,16693.67585106665,16727.53,16761.384148933346,0.4047716421174849,0.6118031354872284,,16727.53,16684.0,,16720.925267489714,16684.0,,,,,,
1672650600,16732.14931640625,16727.25,16735.7,16716.1,34.34062591,574357.3205226801,red,95.75004151363636,,,,16733.966666666667,16747.833333333336,16721.233333333334,16760.56666666667,16707.366666666665,16774.433333333338,16694.63333333333,16725.140090228033,16734.145,16743.149909771968,0.1076231832814584,0.117153298888972,,16734.145,16694.28,,16723.03351165981,16691.863636363636,,,,,0.6183663218933515,
1672652100,16729.699658203124,16721.325,16731.6,16713.9,39.99258426,668718.997625315,red,91.1035867425,,,,16726.350000000002,16736.600000000006,16717.000000000004,16745.950000000004,16706.75,16756.200000000008,16697.4,16717.952359640985,16731.644999999997,16745.33764035901,0.1636735701601537,0.1231552231924262,,16731.644999999997,16702.425,,16722.464007773207,16697.22024793388,,,,,0.4894868501115587,
1672653600,16725.512329101562,16725.575,16755.0,16708.7,117.87068244,1972465.899830302,green,93.16259410384616,,,,16722.274999999998,16730.649999999994,16712.949999999997,16739.974999999995,16704.575,16748.34999999999,16695.25,16715.77679952029,16730.12,16744.46320047971,0.171465601916908,0.3415625575886119,,16730.12,16709.69,,16723.50100518214,16702.375657400447,,,,,0.4362596961194592,
1672655100,16725.54366455078,16727.7,16736.7,16721.6,54.27046035,907859.433768317,green,90.38458455,,,,16729.75833333333,16750.816666666662,16704.516666666663,16776.05833333333,16683.458333333332,16797.11666666666,16658.216666666664,16718.46192069922,16727.390000000003,16736.318079300785,0.1067480258519945,0.5173609569065163,,16727.390000000003,16717.85,,16724.900670121428,16706.98008332764,,,,,0.4902049128624854,57.1017767875198
1672656600,16726.621832275392,16726.425,16728.4,16722.6,22.22448435,371739.426275399,red,85.84057787,,,,16728.666666666668,16735.733333333337,16720.633333333335,16743.76666666667,16713.566666666666,16750.83333333334,16705.533333333333,16721.087790786372,16725.655,16730.222209213625,0.0546132180010467,0.5842965544147951,75.92031930551603,16725.655,16726.5925,,16725.408780080954,16710.515522722613,,,,35.04426997122876,0.5254222008534123,46.46893658651835
1672658100,16726.523416137694,16719.5,16726.523416137694,16706.0,45.66742034,763304.249389357,red,83.329755524375,,,,16725.808333333334,16729.01666666667,16723.216666666667,16731.608333333337,16720.00833333333,16734.816666666673,16717.416666666664,16717.818395192873,16724.105,16730.391604807126,0.0751801642853405,0.1337450705681874,70.40997525701036,16724.105,16729.125,,16723.439186720636,16712.149064045774,,70.33870317799826,,33.498452552367674,0.1516996197775615,22.754072639886925
1672659600,16723.011708068847,16727.025,16737.1,16719.3,46.679208,781071.991944826,green,81.17384096411764,,,,16717.341138712563,16728.682277425127,16708.158861287433,16737.864554850257,16696.81772257487,16749.20569356282,16687.63544514974,16719.332183412196,16725.245000000003,16731.15781658781,0.0707052911668133,0.6505204815307137,72.72648048535548,16725.245000000003,16728.445,,16724.634457813758,16714.853779673816,,68.72776689731334,,31.88382837792213,-0.0406362562056151,43.47512860389572
1672661100,16725.018354034422,16735.025,16740.4,16725.018354034422,31.70494591,530636.466284379,green,78.42556901666666,,,,16727.80833333333,16736.316666666662,16718.516666666663,16745.60833333333,16710.00833333333,16754.11666666666,16700.716666666664,16717.280833368513,16727.135000000002,16736.98916663149,0.1178225276652412,0.9003382678139019,74.96993894044563,16727.135000000002,16728.627500000002,,16728.09797187584,16718.521274278577,,70.14625891687473,69.73757633072877,30.238249094747605,0.0109064614060713,63.14942056651429
1672662600,16730.021677017212,16729.275,16735.0,16723.4,39.630697510000005,663012.741249033,red,76.38373367421053,,,,16733.481118011474,16741.943881988525,16726.562236022946,16748.862763977053,16718.099472045895,16757.325527954104,16711.180590057367,16717.444201680973,16727.450000000004,16737.455798319035,0.1196332772661806,0.5911971209996292,70.48228496843132,16727.450000000004,16727.420000000002,,16728.490314583894,16720.476497137017,,72.1530753673626,70.34236706051689,28.43322139450604,-0.0721267998100337,33.20774017385858
1672664100,16729.648338508607,16719.025,16729.648338508607,16713.2,20.80367647,347745.116748392,red,73.604730814,,,,16729.225000000002,16735.050000000003,16723.450000000004,16740.825,16717.625000000004,16746.65,16711.850000000006,16713.83334477704,16725.97,16738.106655222964,0.1451234842937404,0.2138832786952872,63.217688103477016,16725.97,16725.8125,16704.90625,16725.335209722598,16720.21258856665,16704.906250000007,66.23747113881663,69.51226847435133,27.29993422846453,-0.09605559572394,-98.00223455125672
1672665600,16724.336669254306,16702.65,16724.336669254306,16688.2,100.1705446,1672641.159880916,red,74.86976956571428,,,,16720.624446169535,16728.04889233907,16711.600553830463,16737.07278467814,16704.17610766093,16744.497230847675,16695.152215321858,16700.16253133705,16722.600000000002,16745.037468662955,0.2683490445618814,0.0554311339732148,53.69596920000567,16722.600000000002,16723.3525,16708.81625,16717.7734731484,16717.01939064544,16704.691369047625,47.12163772720845,61.83739474446256,28.11664202621525,-0.1470654172084386,-241.577803582876
1672667100,16713.493334627154,16696.975,16713.493334627154,16690.9,51.75767478,864364.148645389,green,73.81921980272728,,,,16705.06222308477,16721.924446169538,16685.787776915233,16741.198892339075,16668.925553830464,16758.061115423843,16649.651107660928,16687.117850434675,16716.59,16746.062149565325,0.3526095880239307,0.1672282088463703,50.8381439201218,16716.59,16720.917500000003,16711.67125,16710.840648765603,16713.374955982632,16703.956476757376,27.85438338189448,47.071164082639854,27.61666369599466,-0.1456224312367721,-201.4538014904009
1672668600,16705.234167313574,16695.675,16705.234167313574,16688.5,76.40810629,1275768.9930872251,red,73.93178008478262,,,,16700.456111542382,16710.012223084763,16687.41888845761,16723.049446169534,16677.86277691523,16732.605557711915,16664.82555383046,16682.282708156836,16708.72,16735.157291843167,0.316449037905542,0.2532841094808604,50.179302674665344,16708.72,16717.9275,16713.80875,16705.7854325104,16710.156782167607,16703.167764685244,14.27608930666066,29.750703471921195,26.65001940426236,-0.1787681439950582,-174.52133536068268
1672670100,16700.454583656785,16689.1,16700.454583656785,16669.6,76.22324217,1271954.444254543,green,74.02725767166667,,,,16696.469722437858,16704.439444875716,16687.70527756214,16713.203889751432,16679.735555124284,16721.17361218929,16670.971110248567,16680.420878997582,16700.684999999998,16720.949121002413,0.2426741298625269,0.2141499500862133,46.87080670593133,16700.684999999998,16714.067499999997,16715.95875,16700.223621673602,16706.32827631895,16701.827977572364,15.72002365292648,19.283498780493872,27.01710613580302,-0.2307549752805357,-175.84397672702426
1672671600,16694.77729182839,16706.425000000003,16721.7,16693.8,102.8386234,1718242.620680077,green,75.1797123008,,,,16686.38486121893,16703.16972243786,16672.315138781072,16717.239444875715,16655.530277562142,16734.024306094645,16641.460555124286,16686.22738717329,16698.165,16710.10261282671,0.1429811338756131,0.8459653165128751,55.24445973677422,16698.165,16712.0675,16719.33,16702.290747782405,16706.345862442777,16702.26578923214,25.71481743772473,18.57031013243729,27.49691188166585,-0.1195712771856291,-49.347110879699976
1672673100,16700.601145914196,16729.0,16748.8,16700.601145914196,70.39854637,1178136.575858986,green,74.99582130346154,5.247984616984468,,,16707.308333333334,16720.81666666667,16692.916666666668,16735.208333333336,16679.408333333333,16748.71666666667,16665.016666666666,16675.578930643387,16703.434999999998,16731.29106935661,0.3335370162677382,0.9588766575915976,63.35019793187296,16703.434999999998,16713.0175,16721.07125,16711.193831854936,16710.46479654409,16704.811904543363,45.169789227167776,28.868210105939664,29.250628076455616,0.0568198809773019,49.70684415715824
1672674600,16714.800572957098,16733.7,16741.0,16714.800572957098,95.76537586,1602204.072904713,red,75.76506406481482,6.7670323484926485,,,16726.13371530473,16751.666284695268,16703.467430609464,16774.332569390535,16677.934861218928,16799.86513878107,16655.26857652366,16675.289784446977,16710.780000000002,16746.270215553028,0.4247583362718596,0.8229059001593533,64.78036065846217,16710.780000000002,16713.685,16721.065000000002,16718.69588790329,16714.689378990617,16707.563151729708,64.53666248748446,45.14042305079232,28.99554136867996,0.0399054822958611,69.25990270509196
1672676100,16724.25028647855,16732.800000000003,16734.4,16724.25028647855,21.47615913,359328.541051893,green,73.82617460285714,7.808257410521037,,,16729.833524319034,16744.86647568097,16718.667048638068,16756.032951361936,16703.63409727613,16771.065902723873,16692.467621595166,16682.92882673815,16718.205,16753.481173261855,0.4220091004010636,0.7068676765427956,64.26322359679129,16718.205,16713.4625,16721.045000000002,16723.397258602196,16717.98221917414,16709.966661088783,76.76245278704539,62.15630150056588,27.43894051092332,-0.0132954686353832,71.48842111777032
1672677600,16728.525143239276,16722.425,16734.3,16709.0,52.4621544,877022.839296604,red,73.08948425103448,7.70741371369877,,,16730.483428826185,16736.71657117382,16726.566857652368,16740.633142347637,16720.333715304732,16746.866284695272,16716.417144130915,16704.788032964872,16724.870000000003,16744.951967035133,0.240144970156781,0.4391244892563012,58.46872084016914,16724.870000000003,16712.7775,16720.098749999997,16723.073172401462,16718.789997506115,16711.153169556517,75.81018518518755,72.3697668199058,27.264222598307047,-0.0409461856536053,28.31002961485577
1672679100,16725.475071619636,16712.699999999997,16725.475071619636,16709.6,23.74205005,396769.53191838897,green,71.44456977766667,6.764787869022257,,,16721.908333333336,16734.816666666673,16709.516666666674,16747.208333333336,16696.608333333337,16760.116666666672,16684.216666666674,16710.526987306064,16726.125,16741.723012693936,0.1865107751369279,0.0696567164218832,53.59084790373532,16726.125,16712.145,16718.978750000002,16719.615448267643,16717.682725232276,16711.30048674161,66.97180134680225,73.18147977301173,26.34335170944825,-0.037831153431521,-3.1084143357761964
1672680600,16719.087535809816,16713.699999999997,16719.087535809816,16709.2,27.5981625,461265.896727123,red,70.03016954290324,6.028943826964678,,,16715.92502387321,16722.25004774642,16706.374976126783,16731.800095492847,16700.049952253572,16738.125119366057,16690.499904507145,16705.10015655508,16723.064999999995,16741.02984344491,0.2148510867465439,0.2393520286243153,54.015674584014256,16723.064999999995,16713.25,16718.30125,16717.643632178428,16716.95859337186,16711.529011813836,58.93308080807935,67.23835578002304,25.02524035335571,0.0661571666771179,-8.528215389420167
1672682100,16716.393767904905,16710.675,16716.393767904905,16708.7,12.04498231,201284.942480473,red,68.218132441875,5.142411385728337,,,16713.99584526994,16718.791690539878,16708.904154730062,16723.883381079755,16704.108309460124,16728.679226349694,16699.016618920246,16702.021064511337,16718.46,16734.89893548866,0.1966560973757455,0.2632145948449963,52.45153182529492,16718.46,16714.620000000003,16717.76875,16715.32075478562,16715.8161218497,16711.447677355376,53.9877946127932,59.96422558922493,23.64892355579377,0.0820507906372305,-12.590441875805825
1672683600,16713.53438395245,16709.550000000003,16713.53438395245,16708.3,26.43287539,441698.715662523,red,66.95191253121212,4.299488118256704,,,16711.92292263497,16715.14584526994,16707.452077365037,16719.616690539875,16704.229154730067,16722.839613174845,16699.758309460132,16704.713264321723,16713.809999999998,16722.906735678273,0.1088529267506912,0.2658500724513385,51.85019362490522,16713.809999999998,16716.0075,16716.9675,16713.397169857082,16714.676826967938,16711.266946178675,52.66203703703808,55.19430415263688,22.198179923385943,0.083105355129419,-14.441815695480209
1672685100,16711.542191976227,16717.675,16729.4,16708.6,41.84190049,699665.57033889,green,66.21338276529411,4.238229283419059,-1.7622761135907137,6.000505397009773,16710.46146131748,16712.622922634964,16707.388538682513,16715.695845269933,16705.22707736503,16717.857306587415,16702.154154730062,16707.228250715772,16712.86,16718.49174928423,0.0673942016414681,0.9274870699130044,55.79218107023307,16712.86,16718.865,16716.46625,16714.823113238053,16715.221949337403,16711.8772370188,54.33501683501879,53.6616161616167,22.08883193921122,0.1712195385011818,40.79232067198977
1672686600,16714.608595988113,16721.35,16727.3,16714.608595988113,19.12834847,319867.305129017,red,64.86809607114286,4.435097953748482,-1.2523259546090335,5.687423908357515,16718.558333333334,16728.51666666667,16707.716666666667,16739.358333333337,16697.75833333333,16749.316666666673,16686.916666666664,16705.792920939297,16714.590000000004,16723.38707906071,0.1052622775755419,0.8842184407656989,57.48751720237482,16714.590000000004,16720.3575,16716.2125,16716.998742158703,16716.336140366966,16712.779404921774,58.827861952863564,55.27497194164014,21.358832277526368,0.0893368868563779,50.5060216393116
1672688100,16717.979297994054,16726.65,16735.4,16717.9,44.3249712,741364.888736598,green,64.2974537136111,4.961589385446132,-0.5806676183291071,5.542257003775239,16721.086198662702,16727.56380133729,16714.872397325405,16733.77760267459,16708.394794650816,16740.255205349178,16702.18099331352,16704.285140559114,16717.18,16730.074859440887,0.1542707495030459,0.8672005904141135,59.87725668172278,16717.18,16720.122499999998,16716.57,16720.215828105804,16718.21138757297,16714.100413976845,66.02483164983258,59.72923681257165,21.060937626437035,-0.0140474624902776,78.17401485323461
1672689600,16722.314648997028,16724.8,16735.4,16710.1,58.52747466,978683.306581618,red,64.14150833378378,5.169961995634367,-0.2978360065126981,5.467798002147065,16726.65,16735.4,16717.9,16744.15,16709.15,16752.9,16700.4,16707.88252500518,16720.005,16732.12747499482,0.1450056383932856,0.6977731445949497,58.63818857888773,16720.005,16719.232500000002,16716.458749999998,16721.74388540387,16719.409317105157,16715.119422169526,69.02356902356992,64.62542087542202,21.38630808620255,-0.0531860855638708,47.76318304289154
1672691100,16723.557324498513,16723.699999999997,16729.2,16718.2,42.51286245,710947.830014946,green,63.57233344210527,5.186550656082545,-0.2249978768516163,5.4115485329341615,16723.433333333334,16736.76666666667,16711.466666666667,16748.733333333337,16698.13333333333,16762.066666666673,16686.166666666664,16716.638581679716,16722.835,16729.031418320283,0.0741072709296426,0.5697983863651074,57.871352470171225,16722.835,16718.3225,16715.892499999998,16722.39592360258,16720.189441267856,16715.936620058143,65.36447811447789,66.80429292929345,20.59332798348605,-0.0543842034806238,39.59588027753759
1672692600,16723.628662249255,16727.725,16731.6,16722.2,47.81531828,799859.767615053,red,63.1683074123077,5.461524100526731,0.0399804540740547,5.421543646452676,16723.7,16729.2,16718.2,16734.7,16712.7,16740.2,16707.2,16720.36566969293,16724.844999999998,16729.324330307067,0.0535649843938066,0.8214766273717155,59.9359470052859,16724.844999999998,16718.8525,16715.815000000002,16724.17228240172,16721.559542855517,16717.059322909747,60.11183338106057,64.83329350636946,19.742917087434098,0.0316939678306183,71.01980324501456
1672694100,16725.676831124627,16728.275,16730.5,16725.676831124627,33.14142401,554371.030689308,green,62.41763532725,5.658594188331335,0.1896404335029267,5.468953754828409,16727.175,16732.149999999998,16722.75,16736.574999999997,16717.775,16741.549999999996,16713.350000000002,16722.76136914623,16726.230000000003,16729.698630853778,0.0414753456549959,0.7947849001822633,60.22280889591601,16726.230000000003,16720.409999999996,16716.2775,16725.539854934483,16722.780535063604,16718.12748263263,57.24138578584402,60.90589909379416,18.6145220918131,0.0931926020332104,79.609720872882
1672695600,16726.975915562314,16747.675,16792.0,16726.975915562314,161.18547149,2701526.5161606018,green,64.82660694097561,7.296086773498246,1.46170641493587,5.834380358562376,16728.150610374876,16730.624389625125,16725.801220749752,16732.97377925025,16723.327441499503,16735.4475585005,16720.97805187438,16712.854539255193,16730.434999999998,16748.015460744802,0.2101614302892237,0.9903170699066162,68.7282044625206,16730.434999999998,16723.807500000003,16718.528749999998,16732.918236622987,16727.306801415674,16720.941531905715,54.80117724886247,57.38479880525568,22.1098335202957,0.203276354128662,294.95319589206406
1672697100,16737.325457781157,16734.875,16751.8,16722.5,110.53655866,1850553.218967164,red,65.91493912476191,7.474793650497304,1.3123306335479423,6.162463016949362,16755.55030518744,16784.124694812566,16719.10061037488,16820.574389625126,16690.526220749754,16849.148779250252,16654.076525937195,16715.621452825646,16732.45,16749.278547174355,0.2011486324400163,0.5720501887321195,59.66334770748071,16732.45,16726.2275,16720.423749999998,16733.57049108199,16728.682837521916,16722.268528867076,46.62631211659707,52.88962505043452,22.6492609144946,0.1448176091031674,107.15230989898907
