time,open,close,high,low,volume,turnover,color,avg_vol_last_100,PP,R1,S1,R2,S2,R3,S3,RSI_5,RSI_10,RSI_14,ATR_14,ATR_10,ATR_5,ROC_14,ROC_10,ROC_5,CCI_14,CCI_10,CCI_5,cmf,obv,mfi,RVI_15,RVI_10,RVI_5,PSARl_0.01_0.1,PSARs_0.01_0.1,PSARaf_0.01_0.1,PSARr_0.01_0.1,TRIX_18_9,TRIXs_18_9,TRIX_12_6,TRIXs_12_6,TRIX_10_5,TRIXs_10_5,SMA_20,SMA_5,SMA_10,EMA_2,EMA_5,EMA_10,ISA_5,ISB_15,ITS_5,IKS_15,ICS_15,BBL_5_2.0_5,BBM_5_2.0_5,BBU_5_2.0_5,BBB_5_2.0_5,BBP_5_2.0_5,BBL_10_2.0_10,BBM_10_2.0_10,BBU_10_2.0_10,BBB_10_2.0_10,BBP_10_2.0_10,BBL_15_2.0_15,BBM_15_2.0_15,BBU_15_2.0_15,BBB_15_2.0_15,BBP_15_2.0_15,BBL_20_2.0_20,BBM_20_2.0_20,BBU_20_2.0_20,BBB_20_2.0_20,BBP_20_2.0_20,bollinger_bandwidth,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,MACD_6_13_5_6_13_5,MACDh_6_13_5_6_13_5,MACDs_6_13_5_6_13_5,STOCHk_14_3_3,STOCHd_14_3_3,STOCHk_14_3_3_7_3_3,STOCHd_14_3_3_7_3_3,STOCHk_14_3_3_10_3_3,STOCHd_14_3_3_10_3_3
1672662000,16626.7,16626.675,16626.7,16626.6,3.35038316,55705.815095834,grey,3.35038316,,,,,,,,,,,,,,,,,,,,,3.35038316,,,,,,,0.01,0,,,,,,,,,,,,,,,,,16711.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672665120,16626.6875,16637.125,16658.8,16614.9,102.49338296,1705438.683941659,green,52.92188306,16626.658333333336,16626.716666666674,16626.616666666672,16626.75833333334,16626.558333333334,16626.816666666677,16626.51666666667,,,,,,,,,,,,,,105.84376612,,,,,,16658.8,0.01,1,,,,,,,16631.9,,,16631.9,,,,,,,16717.925000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672668240,16631.90625,16645.75,16658.9,16631.90625,82.33415298,1370860.980995165,red,62.72597303333333,16636.941666666666,16658.98333333333,16615.083333333332,16680.841666666664,16593.041666666668,16702.883333333328,16571.183333333334,,,,,,,,,,,,,,188.1779191,,,,,16614.9,,0.01,1,,,,,,,16641.4375,,,16641.133333333335,,,,,,,16726.800000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672671360,16638.828125,16691.525,16763.5,16638.828125,537.82681145,8990120.248710852,green,181.5011826375,16645.51875,16659.13125,16632.137499999997,16672.5125,16618.524999999998,16686.125,16605.143749999996,,,,,,,,,,,,,,726.00473055,,,,,16614.9,,0.02,0,,,,,,,16668.6375,,,16674.727777777778,,,,,,,16726.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672674480,16665.1765625,16736.2,16766.3,16665.1765625,231.10881697,3867536.4810219,green,191.422709504,16697.951041666667,16757.073958333334,16632.402083333334,16822.622916666667,16573.279166666667,16881.745833333334,16507.730208333334,,,,,,,,,,,,106.46312333969213,,957.11354752,,,,100.0,16617.872000000003,,0.03,0,,,,,,,16713.862500000003,16667.454999999998,,16715.70925925926,16667.455,,,,16690.6,,16728.0,16585.678405549017,16667.454999999998,16749.23159445098,0.9812727192121542,0.92032197881027,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672677600,16700.68828125,16736.05,16751.8,16700.68828125,89.15804296,1491880.666311834,red,174.37859841333332,16722.558854166666,16779.94114583333,16678.817708333332,16823.682291666664,16621.435416666667,16881.06458333333,16577.694270833334,99.79697443177007,,,,,72.46629841444468,,,0.6578284593883023,,,79.19070932308722,,867.95550456,,,,65.82989723969075,16622.32484,,0.03,0,,,,,,,16736.125,16689.329999999998,,16729.269753086417,16690.32,,,,16690.6,,16733.199999999997,16604.434997791384,16689.329999999998,16774.225002208612,1.0173566249647379,0.7751634300285158,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672680720,16718.369140625,16728.025,16755.0,16708.7,163.2857204,2731823.88048333,green,172.79390155428572,16729.512760416666,16758.337239583332,16707.225520833334,16780.624479166665,16678.401041666668,16809.44895833333,16656.113802083335,87.86698027506301,,,,,65.37377672608126,,,0.5463684380564638,,,63.08584910503051,0.01874126835611873,704.6697841600001,,,,46.26985937291232,16626.6440948,,0.03,0,,,,,,,16732.0375,16707.510000000002,,16728.439917695472,16702.888333333336,,,,16699.103125,,16706.325,16637.490969729646,16707.510000000002,16777.529030270358,0.8381743332232734,0.6464958877664213,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672683840,16723.1970703125,16727.575,16736.7,16721.6,78.18279377,1307828.760900753,green,160.96751308125002,16730.575,16752.45,16706.15,16776.875,16684.275,16798.75,16659.850000000002,87.1368469307389,,,,,52.650825019031075,,,0.491566916480187,,,47.29648723174485,0.003646705390981212,626.4869903900001,,,,38.19814196785831,16630.833771956,,0.03,0,,,,,,,16727.800000000003,16723.875,,16727.863305898492,16711.117222222223,,,,16702.5640625,,16689.699999999997,16690.67775613848,16723.875,16757.07224386152,0.3970042093895031,0.555727517854119,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672686960,16725.38603515625,16725.475,16737.1,16706.0,92.54235952,1547652.091587523,green,153.36471824111112,16728.625,16735.65,16720.55,16743.725000000002,16713.524999999998,16750.750000000004,16705.449999999997,83.10839513501116,,,,,47.47175650360325,,,0.20339663392049012,,,-80.30270448045138,0.02099627708389288,533.9446308700001,,,,35.64647952435198,16634.89775879732,,0.03,0,,,,,,,16726.525,16730.665,,16726.271101966166,16715.90314814815,,,,16715.73828125,,16685.550000000003,16721.583667498577,16730.665,16739.746332501425,0.10855913379921461,0.2142489827793221,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672690080,16725.430517578126,16728.5,16740.4,16720.5,72.42193187,1211811.690908185,red,145.27043960400002,16722.858333333334,16739.716666666667,16708.61666666667,16753.958333333332,16691.758333333335,16770.816666666666,16677.51666666667,84.40646207332209,,,,,41.10254396708188,,,-0.04600805439705983,,59.83059922368613,46.95388757990621,0.008263334262151211,606.3665627400001,,,100.0,40.398913237287054,16638.8398260334,,0.03,0,,,,,,,16726.9875,16729.125,16698.29,16727.75703398872,16720.102098765434,16698.29,,,16727.844140625,,16671.575,16721.898313345566,16729.125,16736.351686654434,0.08639646908531272,0.456757499675421,16613.596392803232,16698.29,16782.98360719677,1.014398566521104,0.678348762084323,,,,,,,,,,,,,,,,,,,,,,,
