time,open,close,high,low,volume,turnover,color,avg_vol_last_100,PP,R1,S1,R2,S2,R3,S3,RSI_5,RSI_10,RSI_14,ATR_14,ATR_10,ATR_5,ROC_14,ROC_10,ROC_5,CCI_14,CCI_10,CCI_5,cmf,obv,mfi,RVI_15,RVI_10,RVI_5,PSARl_0.01_0.1,PSARs_0.01_0.1,PSARaf_0.01_0.1,PSARr_0.01_0.1,TRIX_18_9,TRIXs_18_9,TRIX_12_6,TRIXs_12_6,TRIX_10_5,TRIXs_10_5,SMA_20,SMA_5,SMA_10,EMA_2,EMA_5,EMA_10,ISA_5,ISB_15,ITS_5,IKS_15,ICS_15,BBL_5_2.0_5,BBM_5_2.0_5,BBU_5_2.0_5,BBB_5_2.0_5,BBP_5_2.0_5,BBL_10_2.0_10,BBM_10_2.0_10,BBU_10_2.0_10,BBB_10_2.0_10,BBP_10_2.0_10,BBL_15_2.0_15,BBM_15_2.0_15,BBU_15_2.0_15,BBB_15_2.0_15,BBP_15_2.0_15,BBL_20_2.0_20,BBM_20_2.0_20,BBU_20_2.0_20,BBB_20_2.0_20,BBP_20_2.0_20,bollinger_bandwidth,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,MACD_6_13_5_6_13_5,MACDh_6_13_5_6_13_5,MACDs_6_13_5_6_13_5,STOCHk_14_3_3,STOCHd_14_3_3,STOCHk_14_3_3_7_3_3,STOCHd_14_3_3_7_3_3,STOCHk_14_3_3_10_3_3,STOCHd_14_3_3_10_3_3
1672664760,16637.85,16637.35,16658.8,16614.9,103.88446945,1728524.895812269,green,103.88446945,,,,,,,,,,,,,,,,,,,,,103.88446945,,,,,,,0.01,0,,,,,,,,,,,,,,,,,16710.524999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672667820,16637.6,16646.525,16658.9,16636.8,77.25291489,1286327.234804005,red,90.56869217,16637.016666666666,16659.13333333333,16615.233333333334,16680.916666666664,16593.11666666667,16703.03333333333,16571.333333333336,,,,,,,,,,,,,,181.13738433999998,,,,,16614.9,,0.02,0,,,,,,,16641.9375,,,16641.9375,,,,,,,16716.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672670880,16642.0625,16697.875,16763.5,16638.9,508.75227298,8502673.65777475,green,229.96321910666663,16647.408333333333,16658.016666666666,16635.916666666664,16669.508333333335,16625.30833333333,16680.11666666667,16613.816666666662,,,,,,,,,,,,,,689.88965732,,,,,16614.9,,0.03,0,,,,,,,16672.2,,,16679.229166666668,,,,,,,16720.425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672673940,16669.96875,16738.625,16766.3,16669.96875,242.50371543,4058191.815084397,red,233.0983431875,16700.091666666667,16761.283333333333,16636.683333333334,16824.691666666666,16575.49166666667,16885.88333333333,16512.083333333336,,,,,,,,,,,,,,932.39337275,,,,,16619.358,,0.04,0,,,,,,,16718.25,,,16718.82638888889,,,,,,,16723.975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672677000,16704.296875,16734.574999999997,16751.8,16704.296875,99.19405479,1660176.363729226,red,206.317485508,16724.964583333334,16779.96041666667,16683.62916666667,16821.295833333334,16628.633333333335,16876.291666666668,16587.29791666667,,,,,,,,,,,,77.05420423362007,,833.19931796,,,,0.0,16625.23568,,0.04,0,,,,,,,16736.6,16690.989999999998,,16729.325462962963,16690.989999999998,,,,16690.6,,16748.175000000003,16605.8053323655,16690.989999999998,16776.174667634496,1.0207263635589934,0.7558265542985363,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672680060,16719.4359375,16732.575,16755.0,16708.7,162.27707341,2714869.012264376,green,198.977416825,16730.223958333332,16756.151041666664,16708.647916666665,16777.72708333333,16682.720833333333,16803.654166666664,16661.144791666666,91.46152602735643,,,,,65.08860661589671,,,0.5723567755682377,,,63.07994905544444,,670.92224455,,,,0.0,16630.8782528,,0.04,0,,,,,,,16733.574999999997,16710.035,,16731.491820987656,16704.851666666666,,,,16701.55,,16722.149999999998,16640.126276653053,16710.035,16779.943723346947,0.8367274317133055,0.6612102104063466,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672683120,16726.00546875,16731.3,16738.4,16721.6,82.48992165,1380004.609853671,red,182.33634608571427,16732.091666666664,16755.483333333326,16709.183333333327,16778.391666666663,16685.791666666664,16801.783333333326,16662.883333333328,89.14640861470548,,,,,51.99970942839839,,,0.5092654472930405,,,48.80325719984352,0.0894907221426295,588.4323228999999,,,,0.0,16636.295122688,,0.04,0,,,,,,,16731.9375,16726.989999999998,,16731.363940329218,16713.667777777777,,,,16702.6,,16700.975,16697.455518457224,16726.989999999998,16756.524481542772,0.35313563938011927,0.5729655605052557,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672686180,16728.652734375,16726.699999999997,16737.1,16706.0,83.64444282,1398638.023032525,green,169.9998581775,16730.433333333334,16739.26666666667,16722.466666666667,16747.233333333337,16713.63333333333,16756.066666666673,16705.666666666664,80.01262428095262,,,,,46.71055052558263,,,0.1726267563986261,,,-100.67139793729592,0.1111026745829634,504.7878800799999,,,,0.0,16641.49531778048,,0.04,0,,,,,,,16729.0,16732.754999999997,,16728.254646776404,16718.01185185185,,,,16718.134375,,16686.7,16724.927778270638,16732.754999999997,16740.582221729357,0.0935556843969775,0.1132088620098674,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672689240,16727.676367187498,16731.3,16740.4,16724.6,79.49185413000001,1330271.480475056,red,159.94341328333334,16723.266666666666,16740.533333333333,16709.433333333334,16754.366666666665,16692.166666666668,16771.63333333333,16678.333333333336,82.2818388421615,,,,,39.282163961254355,,,-0.043761061616475236,,,64.94379076402834,0.10867084125033868,584.2797342099999,,,,5.466567359889677,16646.48750506926,,0.04,0,,,,,,,16729.0,16731.29,,16730.284882258802,16722.4412345679,,,,16729.6484375,,16678.825,16726.112297806892,16731.29,16736.46770219311,0.061892444552792,0.5009656793327849,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672692300,16729.48818359375,16717.275,16729.48818359375,16709.8,47.28156633,790421.272685105,red,148.677228588,16732.100000000002,16739.600000000006,16723.800000000003,16747.900000000005,16716.3,16755.40000000001,16708.0,57.43179230497811,,,,,35.17439586843428,,,-0.10337878314803715,,26.993622559155316,-112.56754851783262,0.1913957920887171,536.9981678799999,,,0.0,4.6375145695087605,16651.28000486649,,0.04,0,,,,,,,16724.2875,16727.829999999998,16709.41,16721.611627419603,16720.719156378604,16709.409999999996,,,16730.5,,16669.65,16716.5417140362,16727.829999999998,16739.118285963796,0.1349641401639966,0.03247995161322941,16638.35289549946,16709.41,16780.467104500538,0.8505040513164512,0.5553428123428674,,,,,,,,,,,,,,,,,,,,,,,
1672695360,16723.381591796875,16700.75,16723.381591796875,16688.2,184.94489307,3088205.191534813,red,151.97428899545454,16718.85439453125,16727.908789062498,16708.22060546875,16738.542578124998,16699.1662109375,16747.596972656247,16688.532421875,39.75048814512888,57.13351292330958,,,40.20777578915618,35.176008174127915,,0.3810703026623919,-0.19019786255254034,,-37.33787369824748,-143.14797919790436,-0.00492821161914741,352.05327480999983,,,0.0,3.1640180787655705,16655.88080467183,,0.04,0,,,,,-0.00031150764393528263,,16709.0125,16721.465,16715.75,16707.703875806532,16714.06277091907,16707.83545454545,,,16714.300000000003,,16676.8,16698.35609262643,16721.465,16744.57390737357,0.2763981191070415,0.0517962042703242,16662.446430701122,16715.75,16769.053569298878,0.63776461479596,0.3592964767903846,,,,,,,,,,,,,,,,,,,,,,,
