time,open,close,high,low,volume,turnover,color,avg_vol_last_100,PP,R1,S1,R2,S2,R3,S3,RSI_5,RSI_10,RSI_14,ATR_14,ATR_10,ATR_5,ROC_14,ROC_10,ROC_5,CCI_14,CCI_10,CCI_5,cmf,obv,mfi,RVI_15,RVI_10,RVI_5,PSARl_0.01_0.1,PSARs_0.01_0.1,PSARaf_0.01_0.1,PSARr_0.01_0.1,TRIX_18_9,TRIXs_18_9,TRIX_12_6,TRIXs_12_6,TRIX_10_5,TRIXs_10_5,SMA_20,SMA_5,SMA_10,EMA_2,EMA_5,EMA_10,ISA_5,ISB_15,ITS_5,IKS_15,ICS_15,BBL_5_2.0_5,BBM_5_2.0_5,BBU_5_2.0_5,BBB_5_2.0_5,BBP_5_2.0_5,BBL_10_2.0_10,BBM_10_2.0_10,BBU_10_2.0_10,BBB_10_2.0_10,BBP_10_2.0_10,BBL_15_2.0_15,BBM_15_2.0_15,BBU_15_2.0_15,BBB_15_2.0_15,BBP_15_2.0_15,BBL_20_2.0_20,BBM_20_2.0_20,BBU_20_2.0_20,BBB_20_2.0_20,BBP_20_2.0_20,bollinger_bandwidth,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,MACD_6_13_5_6_13_5,MACDh_6_13_5_6_13_5,MACDs_6_13_5_6_13_5,STOCHk_14_3_3,STOCHd_14_3_3,STOCHk_14_3_3_7_3_3,STOCHd_14_3_3_7_3_3,STOCHk_14_3_3_10_3_3,STOCHd_14_3_3_10_3_3
1672663800,16639.4,16636.45,16652.1,16614.9,84.80096963999999,1410685.459357393,green,84.80096963999999,,,,,,,,,,,,,,,,,,,,,84.80096963999999,,,,,,,0.01,0,,,,,,,,,,,,,,,,,16722.324999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672667280,16637.925000000003,16647.300000000003,16658.9,16636.8,96.14133346,1600920.235928574,red,90.47115155,16634.483333333334,16654.066666666666,16616.86666666667,16671.68333333333,16597.283333333336,16691.266666666663,16579.66666666667,,,,,,,,,,,,,,180.9423031,,,,,16614.9,,0.02,0,,,,,,,16641.875,,,16641.875,,,,,,,16724.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672670760,16642.612500000003,16695.5,16763.5,16638.9,526.57072149,8801122.779250234,green,235.8376748633333,16647.666666666668,16658.533333333336,16636.433333333334,16669.76666666667,16625.566666666666,16680.63333333334,16614.333333333332,,,,,,,,,,,,,,707.51302459,,,,,16614.9,,0.03,0,,,,,,,16671.4,,,16677.625,,,,,,,16746.225000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672674240,16669.05625,16740.05,16766.3,16669.05625,250.0122023,4183829.473426978,green,239.3813067225,16699.3,16759.699999999997,16635.1,16823.899999999998,16574.7,16884.299999999996,16510.5,,,,,,,,,,,,,,957.52522689,,,,,16619.358,,0.04,0,,,,,,,16717.775,,,16719.24166666667,,,,,,,16721.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672677720,16704.553125,16737.824999999997,16751.8,16704.553125,100.41648493,1680138.583448039,red,211.588342364,16725.135416666668,16781.214583333334,16683.970833333336,16822.379166666666,16627.89166666667,16878.458333333332,16586.72708333334,,,,,,,,,,,,78.45459824420504,,857.10874196,,,,0.0,16625.23568,,0.04,0,,,,,,,16738.9375,16691.425,,16731.630555555555,16691.425,,,,16690.6,,16687.875,16604.232236538806,16691.425,16778.617763461192,1.0447611688180363,0.7660771270350272,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672681200,16721.189062499998,16731.775,16755.0,16708.7,183.84306667,3075861.471346983,green,206.9641297483333,16731.39270833333,16758.23229166666,16710.98541666666,16778.63958333333,16684.14583333333,16805.47916666666,16663.73854166666,88.03932998251601,,,,,65.24399690623453,,,0.5729888287465218,,,61.44674611890228,,673.26567529,,,,0.0,16630.8782528,,0.04,0,,,,,,,16734.8,16710.49,,16731.726851851854,16704.875,,,,16701.55,,16684.45,16639.543692132713,16710.49,16781.43630786729,0.8491230103640149,0.6500078061836232,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672684680,16726.48203125,16721.3,16731.9,16710.7,64.81008276,1083855.427386588,red,186.65640875,16731.825,16754.95,16708.65,16778.125,16685.525,16801.25,16662.350000000002,73.36532570519864,,,,,53.305624945788644,,,0.44451652820575316,,,-3.5581542924384513,0.08873410992347881,608.45559253,,,,0.0,16636.295122688,,0.04,0,,,,,,,16726.5375,16725.29,,16724.77561728395,16710.35,,,,16702.6,,16674.075,16692.788883096106,16725.29,16757.791116903896,0.38864637807649743,0.43861749410335815,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672688160,16723.891015625,16722.9,16740.4,16706.0,108.88023626,1821435.46669053,green,176.93438718875,16721.300000000003,16731.900000000005,16710.700000000004,16742.500000000004,16700.100000000002,16753.100000000006,16689.500000000004,74.18679219934455,,,,,48.521115628188916,,,0.1641160791830221,,,-56.84837002408371,0.0755938962785644,717.33582879,,,,10.413286992775987,16641.49531778048,,0.04,0,,,,,,,16722.1,16730.77,,16723.525205761318,16714.533333333333,,,,16717.678125,,16675.325,16715.577389954302,16730.77,16745.9626100457,0.18161280139166971,0.24099249647274373,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672691640,16723.3955078125,16724.45,16734.4,16713.2,60.94912472,1019290.405045403,red,164.04713580333333,16723.100000000002,16740.200000000004,16705.800000000003,16757.500000000004,16688.7,16774.600000000006,16671.4,75.11614756280603,,,,,41.95533776904203,,,-0.09318968581335507,,,-36.44795919038303,0.08422626511318657,778.28495351,,,,20.577377021693728,16646.48750506926,,0.04,0,,,,,,,16723.675000000003,16727.65,,16724.141735253772,16717.83888888889,,,,16729.7765625,,16681.375,16715.20263080002,16727.65,16740.097369199982,0.14882388380891565,0.3714587818281472,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672695120,16723.92275390625,16702.225,16723.92275390625,16688.2,198.90804358,3321502.85965727,red,167.533226581,16724.016666666666,16734.833333333332,16713.63333333333,16745.216666666667,16702.816666666666,16756.033333333333,16692.43333333333,45.6550575438323,,,,,40.637376440066696,,,-0.2126919118822102,,1.2231377946407598,-166.66666666668536,0.11837780968259101,579.37690993,,,0.0,16.218200713207885,16651.28000486649,,0.04,0,,,,,,,16713.3375,16720.53,16705.9775,16709.53057841792,16712.634259259263,16705.9775,,,16721.6,,16689.25,16700.87092067261,16720.53,16740.18907932739,0.2351489973988853,0.034439032083843885,16636.395679637208,16705.9775,16775.559320362794,0.8330170486916222,0.4730353418433354,,,,,,,,,,,,,,,,,,,,,,,
