time,open,close,high,low,volume,turnover,color,avg_vol_last_100,PP,R1,S1,R2,S2,R3,S3,RSI_5,RSI_10,RSI_14,ATR_14,ATR_10,ATR_5,ROC_14,ROC_10,ROC_5,CCI_14,CCI_10,CCI_5,cmf,obv,mfi,RVI_15,RVI_10,RVI_5,PSARl_0.01_0.1,PSARs_0.01_0.1,PSARaf_0.01_0.1,PSARr_0.01_0.1,TRIX_18_9,TRIXs_18_9,TRIX_12_6,TRIXs_12_6,TRIX_10_5,TRIXs_10_5,SMA_20,SMA_5,SMA_10,EMA_2,EMA_5,EMA_10,ISA_5,ISB_15,ITS_5,IKS_15,ICS_15,BBL_5_2.0_5,BBM_5_2.0_5,BBU_5_2.0_5,BBB_5_2.0_5,BBP_5_2.0_5,BBL_10_2.0_10,BBM_10_2.0_10,BBU_10_2.0_10,BBB_10_2.0_10,BBP_10_2.0_10,BBL_15_2.0_15,BBM_15_2.0_15,BBU_15_2.0_15,BBB_15_2.0_15,BBP_15_2.0_15,BBL_20_2.0_20,BBM_20_2.0_20,BBU_20_2.0_20,BBB_20_2.0_20,BBP_20_2.0_20,bollinger_bandwidth,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,MACD_6_13_5_6_13_5,MACDh_6_13_5_6_13_5,MACDs_6_13_5_6_13_5,STOCHk_14_3_3,STOCHd_14_3_3,STOCHk_14_3_3_7_3_3,STOCHd_14_3_3_7_3_3,STOCHk_14_3_3_10_3_3,STOCHd_14_3_3_10_3_3
1672664400,16639.35,16636.425000000003,16652.1,16614.9,85.07398721999999,1415231.774065324,green,85.07398721999999,,,,,,,,,,,,,,,,,,,,,85.07398721999999,,,,,,,0.01,0,,,,,,,,,,,,,,,,,16712.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672667400,16637.8875,16646.175000000003,16658.9,16636.8,85.72597886,1427627.195637226,red,85.39998304,16634.475000000002,16654.050000000003,16616.850000000006,16671.675,16597.275000000005,16691.25,16579.65000000001,,,,,,,,,,,,,,170.79996608,,,,,16614.9,,0.02,0,,,,,,,16641.300000000003,,,16641.300000000003,,,,,,,16717.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672670400,16642.03125,16693.125,16763.5,16636.8,501.8149763,8385577.117393408,green,224.20498079333333,16647.291666666668,16657.783333333336,16635.683333333334,16669.39166666667,16625.191666666666,16679.88333333334,16613.583333333332,,,,,,,,,,,,,,672.61494238,,,,,16614.9,,0.03,0,,,,,,,16669.65,,,16675.850000000002,,,,,,,16727.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672673400,16667.578125,16736.175,16766.3,16667.578125,222.26533721,3719394.344154672,green,223.7200698975,16697.808333333334,16758.81666666667,16632.11666666667,16824.508333333335,16571.108333333334,16885.51666666667,16505.416666666668,,,,,,,,,,,,,,894.88027959,,,,,16619.358,,0.04,0,,,,,,,16714.65,,,16716.066666666666,,,,,,,16727.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672676400,16701.8765625,16735.75,16751.8,16701.8765625,124.02955115,2076025.553833719,red,203.781966148,16723.35104166667,16779.123958333337,16680.402083333338,16822.072916666668,16624.62916666667,16877.845833333336,16581.68020833334,,,,,,,,,,,,78.95024990248184,,770.85072844,,,,0.0,16625.23568,,0.04,0,,,,,,,16735.9625,16689.530000000002,,16729.18888888889,16689.530000000002,,,,16690.6,,16728.0,16604.560520773637,16689.530000000002,16774.499479226368,1.0182369332912953,0.7719800122398291,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672679400,16718.81328125,16723.925,16735.7,16713.9,74.33321017,1243076.318147995,red,182.207173485,16729.808854166666,16757.74114583333,16707.817708333332,16779.732291666664,16679.885416666668,16807.664583333328,16657.894270833334,82.04401540982084,,,,,59.211955616371995,,,0.5259543441574518,,,51.95941217635079,,696.51751827,,,,0.0,16630.8782528,,0.04,0,,,,,,,16729.8375,16707.03,,16725.67962962963,16700.995000000003,,,,16701.55,,16742.05,16638.58211909781,16707.03,16775.47788090219,0.8193901717084289,0.6234150698116063,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672682400,16721.369140625,16726.575,16755.0,16708.7,172.14114279,2880325.333598619,green,180.7691691,16724.508333333335,16735.11666666667,16713.31666666667,16746.308333333334,16702.708333333336,16756.916666666668,16691.51666666667,82.88102559050942,,,,,55.71209775349015,,,0.48299384092740705,,,64.2058245541751,0.02405781779716939,868.65866106,,,,16.552675050332862,16636.295122688,,0.04,0,,,,,,,16725.25,16723.11,,16726.276543209875,16709.521666666667,,,,16701.55,,16711.7,16691.585603098538,16723.11,16754.634396901463,0.37701596056550185,0.5549574352021841,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672685400,16723.9720703125,16720.475,16728.4,16706.0,67.89190469,1135043.675664756,red,166.65951104875,16730.091666666664,16751.483333333326,16705.183333333327,16776.391666666663,16683.791666666664,16797.783333333326,16658.883333333328,73.07915414227381,,,,,47.281694497983096,,,0.16383990415214972,,,-121.63716344166977,0.029575444452445494,800.7667563699999,,,,15.051392989404956,16641.49531778048,,0.04,0,,,,,,,16723.525,16728.579999999998,,16722.408847736624,16713.172777777778,,,,16716.9390625,,16688.574999999997,16715.915940619172,16728.579999999998,16741.244059380824,0.1514062685634534,0.1799999211836104,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672688400,16722.22353515625,16728.475,16740.4,16719.3,78.38415391,1311708.458229205,green,156.8511380333333,16718.291666666668,16730.583333333336,16708.183333333334,16740.69166666667,16695.891666666666,16752.983333333337,16685.783333333333,77.45088614106776,,,,,40.989740963244124,,,-0.04600812312252189,,,49.371761075477366,0.03198978192241069,879.15091028,,,,23.46630512612784,16646.48750506926,,0.04,0,,,,,,,16724.475,16727.04,,16726.45294924554,16718.27351851852,,,,16728.43828125,,16688.8,16716.80507938472,16727.04,16737.27492061528,0.12237575345404096,0.5701031328887595,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672691400,16725.349267578124,16724.675,16735.0,16713.2,60.43437398,1010757.857997425,red,147.209461628,16729.391666666666,16739.483333333334,16718.38333333333,16750.49166666667,16708.291666666664,16760.583333333336,16697.28333333333,70.63977797545557,,,,,36.55681559993873,,,-0.06617570171638992,,44.27952276967834,-19.26455823289385,0.12324278663313884,818.7165362999999,,,0.0,21.767122011100643,16651.28000486649,,0.04,0,,,,,,,16726.574999999997,16724.825,16707.177499999998,16725.267649748515,16720.407345679014,16707.177499999998,,,16730.5,,16676.824999999997,16719.448011995453,16724.825,16730.20198800455,0.06429948300861092,0.4860516705751811,16637.391403784488,16707.177499999998,16776.963596215508,0.8354025832970297,0.6253652299590335,,,,,,,,,,,,,,,,,,,,,,,
