time,open,close,high,low,volume,turnover,color,avg_vol_last_100,PP,R1,S1,R2,S2,R3,S3,RSI_5,RSI_10,RSI_14,ATR_14,ATR_10,ATR_5,ROC_14,ROC_10,ROC_5,CCI_14,CCI_10,CCI_5,cmf,obv,mfi,RVI_15,RVI_10,RVI_5,PSARl_0.01_0.1,PSARs_0.01_0.1,PSARaf_0.01_0.1,PSARr_0.01_0.1,TRIX_18_9,TRIXs_18_9,TRIX_12_6,TRIXs_12_6,TRIX_10_5,TRIXs_10_5,SMA_20,SMA_5,SMA_10,EMA_2,EMA_5,EMA_10,ISA_5,ISB_15,ITS_5,IKS_15,ICS_15,BBL_5_2.0_5,BBM_5_2.0_5,BBU_5_2.0_5,BBB_5_2.0_5,BBP_5_2.0_5,BBL_10_2.0_10,BBM_10_2.0_10,BBU_10_2.0_10,BBB_10_2.0_10,BBP_10_2.0_10,BBL_15_2.0_15,BBM_15_2.0_15,BBU_15_2.0_15,BBB_15_2.0_15,BBP_15_2.0_15,BBL_20_2.0_20,BBM_20_2.0_20,BBU_20_2.0_20,BBB_20_2.0_20,BBP_20_2.0_20,bollinger_bandwidth,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,MACD_6_13_5_6_13_5,MACDh_6_13_5_6_13_5,MACDs_6_13_5_6_13_5,STOCHk_14_3_3,STOCHd_14_3_3,STOCHk_14_3_3_7_3_3,STOCHd_14_3_3_7_3_3,STOCHk_14_3_3_10_3_3,STOCHd_14_3_3_10_3_3
1672664400,16637.4,16637.125,16658.8,16614.9,105.57090503,1756601.8654942631,green,105.57090503,,,,,,,,,,,,,,,,,,,,,105.57090503,,,,,,,0.01,0,,,,,,,,,,,,,,,,,16726.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672668000,16637.2625,16645.75,16658.9,16636.8,82.97217375,1381479.531690406,red,94.27153939,16636.941666666666,16658.98333333333,16615.083333333332,16680.841666666664,16593.041666666668,16702.883333333328,16571.183333333334,,,,,,,,,,,,,,188.54307878,,,,,16614.9,,0.02,0,,,,,,,16641.4375,,,16641.4375,,,,,,,16749.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672671600,16641.50625,16689.775,16763.5,16638.9,557.83428912,9324776.881203547,green,248.7924559666667,16647.149999999998,16657.499999999996,16635.399999999994,16669.25,16625.049999999996,16679.6,16613.299999999992,,,,,,,,,,,,,,746.3773679,,,,,16614.9,,0.03,0,,,,,,,16667.7625,,,16673.6625,,,,,,,16724.675000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672675200,16665.640625,16730.074999999997,16766.3,16665.640625,249.58189413,4176927.95557014,green,248.9898155075,16697.391666666666,16755.88333333333,16631.283333333333,16821.991666666665,16572.791666666668,16880.48333333333,16506.683333333334,,,,,,,,,,,,,,995.95926203,,,,,16619.358,,0.04,0,,,,,,,16709.925,,,16711.270833333332,,,,,,,16687.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672678800,16697.8578125,16725.875,16742.8,16697.8578125,97.28377888,1627146.069273987,red,218.648608182,16720.671875,16775.703125,16675.04375,16821.33125,16620.0125,16876.3625,16574.384375,,,,,,,,,,,,72.61094177355348,,898.67548315,,,,0.0,16625.23568,,0.04,0,,,,,,,16727.975,16685.72,,16721.006944444445,16685.72,,,,16690.6,,16680.475,16607.975248408653,16685.72,16763.46475159135,0.9318717033648913,0.7582489439998897,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672682400,16711.86640625,16726.425,16755.0,16708.7,177.14123278,2963967.890070375,green,211.73071228166663,16722.177604166664,16746.49739583333,16701.555208333328,16767.119791666664,16677.235416666663,16791.43958333333,16656.613020833327,93.97586041208345,,,,,65.30316218467382,,,0.5367513918420357,,,70.891355297429,,1075.81671593,,,,29.429739449252008,16630.8782528,,0.04,0,,,,,,,16726.15,16703.579999999998,,16724.618981481482,16699.288333333334,,,,16701.55,,16679.675,16638.73660095275,16703.579999999998,16768.423399047246,0.7764012151556453,0.6761551702691844,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672686000,16719.145703125,16726.275,16737.1,16706.0,106.00483314,1772796.153784684,green,196.62701526142857,16730.041666666668,16751.383333333335,16705.083333333336,16776.341666666667,16683.74166666667,16797.683333333334,16658.783333333336,93.66100162429272,,,,,56.03220357359652,,,0.4837571151795591,,,34.785182720687935,-0.023315643616696673,969.8118827900001,,,,24.42980210863692,16636.295122688,,0.04,0,,,,,,,16726.35,16719.685,,16725.722993827163,16708.28388888889,,,,16702.6,,16675.875,16689.621972873636,16719.685,16749.748027126367,0.359612362629623,0.6096030677865554,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672689600,16722.7103515625,16728.975,16740.4,16720.5,76.31528921,1276962.952869632,red,181.588049505,16723.125,16740.25,16709.15,16754.225,16692.025,16771.35,16678.050000000003,94.10536565427006,,,,,46.88810676859785,,,0.23487434671825766,,,82.61072210536328,-0.03320169160697998,1046.1271720000002,,,,26.521746190899652,16641.49531778048,,0.04,0,,,,,,,16727.625,16727.524999999998,,16727.890997942384,16715.180925925928,,,,16715.9703125,,16682.699999999997,16724.166428875127,16727.524999999998,16730.88357112487,0.0401562230499808,0.7158656086308983,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672693200,16725.84267578125,16706.675000000003,16725.84267578125,16688.2,134.31504419,2243124.330212491,red,176.33549335888887,16729.958333333332,16739.416666666664,16719.516666666663,16749.858333333334,16710.05833333333,16759.316666666666,16699.61666666666,54.59440941915389,,,,,45.419012255105,,,-0.1398678726783603,,,-163.88083666236636,-0.022474616912531952,911.8121278100002,,,,22.069573222796468,16646.48750506926,,0.04,0,,,,,,,16717.825,16722.844999999998,,16713.74699931413,16712.345617283954,,,,16721.6,,16689.25,16706.527941441524,16722.844999999998,16739.16205855847,0.19514692097515643,0.004506282733261315,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672696800,16716.258837890626,16692.675000000003,16716.258837890626,16669.6,189.63474389,3165712.744420896,red,177.665418412,16706.905891927086,16725.611783854172,16687.969108072924,16744.548567708334,16669.26321614584,16763.25445963542,16650.326432291677,41.064312773933075,,,,,45.70541812771732,,,-0.19849484705581674,,-20.422376262710394,-118.41668350325925,0.06677931925107439,722.1773839200002,,,0.0,15.332519784428436,16651.28000486649,,0.04,0,,,,,,,16699.675000000003,16716.205,16700.9625,16699.69899977138,16705.78874485597,16700.9625,,,16712.3,,16705.825,16687.731742371125,16716.205,16744.67825762888,0.34066652842408945,0.08680526993625139,16634.956275861667,16700.9625,16766.968724138336,0.7904481449896651,0.43722182939422705,,,,,,,,,,,,,,,,,,,,,,,
