time,open,close,high,low,volume,turnover,color,avg_vol_last_100,PP,R1,S1,R2,S2,R3,S3,RSI_5,RSI_10,RSI_14,ATR_14,ATR_10,ATR_5,ROC_14,ROC_10,ROC_5,CCI_14,CCI_10,CCI_5,cmf,obv,mfi,RVI_15,RVI_10,RVI_5,PSARl_0.01_0.1,PSARs_0.01_0.1,PSARaf_0.01_0.1,PSARr_0.01_0.1,TRIX_18_9,TRIXs_18_9,TRIX_12_6,TRIXs_12_6,TRIX_10_5,TRIXs_10_5,SMA_20,SMA_5,SMA_10,EMA_2,EMA_5,EMA_10,ISA_5,ISB_15,ITS_5,IKS_15,ICS_15,BBL_5_2.0_5,BBM_5_2.0_5,BBU_5_2.0_5,BBB_5_2.0_5,BBP_5_2.0_5,BBL_10_2.0_10,BBM_10_2.0_10,BBU_10_2.0_10,BBB_10_2.0_10,BBP_10_2.0_10,BBL_15_2.0_15,BBM_15_2.0_15,BBU_15_2.0_15,BBB_15_2.0_15,BBP_15_2.0_15,BBL_20_2.0_20,BBM_20_2.0_20,BBU_20_2.0_20,BBB_20_2.0_20,BBP_20_2.0_20,bollinger_bandwidth,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,MACD_6_13_5_6_13_5,MACDh_6_13_5_6_13_5,MACDs_6_13_5_6_13_5,STOCHk_14_3_3,STOCHd_14_3_3,STOCHk_14_3_3_7_3_3,STOCHd_14_3_3_7_3_3,STOCHk_14_3_3_10_3_3,STOCHd_14_3_3_10_3_3
1672662600,16625.65,16623.35,16627.2,16614.9,13.89077534,230900.62287454293,red,13.89077534,,,,,,,,,,,,,,,,,,,,,13.89077534,,,,,,,0.01,0,,,,,,,,,,,,,,,,,16719.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672665840,16624.5,16641.125,16658.9,16624.5,127.75330796,2126487.022357242,green,70.82204165,16621.81666666667,16628.733333333337,16616.433333333338,16634.11666666667,16609.51666666667,16641.033333333336,16604.13333333334,,,,,,,,,,,,,,141.6440833,,,,,16614.9,,0.02,0,,,,,,,16632.2375,,,16632.2375,,,,,,,16725.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672669080,16632.8125,16648.35,16658.0,16632.8125,55.24790237,919614.577288957,red,65.63066189,16641.508333333335,16658.51666666667,16624.11666666667,16675.908333333336,16607.108333333334,16692.91666666667,16589.716666666667,,,,,,,,,,,,,,196.89198567,,,,,16614.9,,0.02,0,,,,,,,16644.7375,,,16642.979166666664,,,,,,,16724.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672672320,16640.58125,16692.6,16763.5,16639.8,606.08268561,10131779.436157096,green,200.74366782,16646.3875,16659.9625,16634.775,16671.575,16621.2,16685.15,16609.5875,,,,,,,,,,,,,,802.9746712799999,,,,,16615.780000000002,,0.03,0,,,,,,,16670.475,,,16676.05972222222,,,,,,,16726.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672675560,16666.590624999997,16736.425000000003,16766.3,16666.590624999997,192.98459075,3231004.5752805183,green,199.191852406,16698.633333333335,16757.46666666667,16633.76666666667,16822.333333333336,16574.933333333334,16881.16666666667,16510.06666666667,,,,,,,,,,,,106.20643566322707,,995.95926203,,,,100.0,16620.211600000002,,0.04,0,,,,,,,16714.5125,16668.370000000003,,16716.303240740745,16668.37,,,,16690.6,,16741.625,16586.45068970017,16668.370000000003,16750.289310299835,0.9829312680223972,0.9153782530084332,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672678800,16701.5078125,16726.25,16742.8,16701.5078125,91.7762584,1535092.313147353,red,181.289253405,16723.105208333334,16779.61979166667,16679.91041666667,16822.814583333336,16623.395833333332,16879.329166666674,16580.201041666667,87.96354260562609,,,,,67.73113026535063,,,0.6190088038812963,,,72.02067902364486,,904.18300363,,,,67.76278550213976,16626.055136000003,,0.04,0,,,,,,,16731.3375,16688.95,,16722.934413580246,16687.663333333334,,,,16695.4,,16711.675000000003,16611.00602653188,16688.95,16766.893973468123,0.9340788182374785,0.7392744322641861,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672682040,16713.87890625,16726.75,16755.0,16708.7,177.49414025,2969794.192821781,green,180.7470943828572,16723.519270833334,16745.53072916667,16704.23854166667,16764.811458333334,16682.227083333335,16786.822916666668,16662.94635416667,88.05187985322405,,,,,61.92210241564788,,,0.5145385302976812,,,67.48308241781235,-0.01454211893803024,1081.6771438800001,,,,77.01938998735537,16631.664930560004,,0.04,0,,,,,,,16726.5,16706.075,,16725.478137860082,16700.692222222224,,,,16699.55625,,16690.425,16641.148210459793,16706.075,16771.00178954021,0.7772835874399955,0.6592177908873469,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672685280,16720.314453125,16722.85,16728.7,16706.0,74.77057128,1250078.475542481,green,167.50002899499998,16730.149999999998,16751.599999999995,16705.299999999996,16776.449999999997,16683.85,16797.899999999994,16658.999999999996,82.17193427677347,,,,,51.996034644726016,,,0.4474917934810357,,,2.1781737574856503,0.009530428305534565,1006.9065726000001,,,,64.3140305688292,16637.050333337604,,0.04,0,,,,,,,16724.8,16720.975,,16723.72604595336,16708.07814814815,,,,16703.05,,16686.25,16691.195342513754,16720.975,16750.754657486243,0.35619522768551604,0.5314812217176458,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672688520,16721.5822265625,16732.9,16740.4,16721.5822265625,76.81897568,1285590.538560972,green,157.42435640444444,16719.18333333333,16732.36666666666,16709.66666666666,16741.88333333333,16696.48333333333,16755.066666666662,16686.96666666666,85.32793673464661,,,,,44.02267455928984,,,0.24142434372118732,,,94.79323594561497,0.02548225984862476,1083.72554828,,,,67.00869126064813,16642.2203200041,,0.04,0,,,,,,,16727.875,16729.034999999996,,16729.842015317787,16716.352098765434,,,,16716.4453125,,16674.1,16719.205167855063,16729.034999999996,16738.86483214493,0.11751822080511974,0.6965954221302539,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672691760,16727.24111328125,16724.425,16734.4,16713.2,59.21773002,990323.785857055,red,147.603693766,16731.627408854165,16741.67259114583,16722.85481770833,16750.445182291667,16712.809635416663,16760.490364583333,16704.037044270826,71.90947108257981,,,,,38.75052351222171,,,-0.071699900068286,,52.38215806660314,-27.11944545821597,0.018036993743640255,1024.50781826,,,0.0,62.10781952261658,16647.183507203936,,0.04,0,,,,,,,16728.6625,16726.635000000002,16697.5025,16726.230671772595,16719.043065843623,16697.502499999995,,,16728.25390625,,16678.0,16719.786817759614,16726.635000000002,16733.48318224039,0.08188356164151687,0.33864331274882475,16615.20033888014,16697.5025,16779.80466111986,0.9858020517722349,0.663558888573972,,,,,,,,,,,,,,,,,,,,,,,
1672695000,16725.833056640622,16706.0,16725.833056640622,16688.2,190.45294664,3180338.966002071,red,151.49908039090909,16724.008333333335,16734.81666666667,16713.61666666667,16745.208333333336,16702.808333333334,16756.01666666667,16692.416666666668,50.379506126639775,64.31974410737965,,,42.994734381289454,38.500146064120365,,0.49719220253439567,-0.12106718481428892,,5.772143809500739,-138.77299439904004,0.11750358862382612,834.0548716200001,,,0.0,48.24351867066505,16651.94816691578,,0.04,0,,,,,0.000305880356443744,,16715.2125,16722.585,16705.767499999998,16712.74355725753,16714.695377229084,16699.047499999993,,,16721.6,,16682.425,16704.645891883996,16722.585,16740.524108116002,0.21454946249043313,0.03774179037350848,16639.965900285406,16705.767499999998,16771.56909971459,0.787771046311906,0.5017666743742579,,,,,,,,,,,,,,,,,,,,,,,
1672698240,16715.91652832031,16703.25,16721.7,16669.6,186.66445812,3116522.856881168,green,154.429528535,16706.677685546874,16725.155371093748,16687.522314453126,16744.310742187496,16669.044628906253,16762.78842773437,16649.889257812505,47.714240757047214,62.37155304520141,,,44.32166621189332,41.47571639659528,,0.37332211614298916,-0.1404935208573094,,-43.965862608174575,-109.53977477122694,0.09167651627840359,647.3904135,,,0.0,33.85302316906136,16656.52224023915,,0.04,0,,,,,0.0006518048381698449,,16704.625,16717.885,16711.98,16706.414519085843,16710.880251486058,16699.811590909085,,,16705.0,,16688.775,16695.111164135178,16717.885,16740.65883586482,0.27244876806869156,0.17868829636632036,16661.914603766676,16711.98,16762.045396233323,0.5991557700921561,0.41281403267723593,,,,,,,,,,,,,,,,,,,,,,,
1672701480,16709.583264160156,16724.074999999997,16748.8,16709.2,183.21574412,3065210.953480082,green,156.64385281076923,16698.183333333334,16726.76666666667,16674.666666666668,16750.283333333336,16646.083333333332,16778.866666666672,16622.566666666666,65.16099444943339,70.01376369725868,,,44.49284574763984,42.35070164574968,,0.45484988001813126,0.007325306392143354,,59.28828200947218,53.86935895299804,0.015605642266535715,830.60615762,,,7.4399521027629385,54.44490090943248,16660.913350629584,,0.04,0,,,0.0005535563469605265,,0.0017352115808888513,,16713.6625,16718.129999999997,16719.5525,16718.18817302861,16715.278500990706,16704.223119834704,,,16709.199999999997,,16697.525,16695.12262292225,16718.129999999997,16741.137377077746,0.2752386430509749,0.6291976912428943,16692.791002937993,16719.5525,16746.31399706201,0.3201221690832796,0.5844963940080863,,,,,,,,,,,,,,,12.90777127544061,,,,,,,,
1672704720,16716.829132080078,16719.0,16734.4,16709.0,83.41628727,1394890.235461728,red,151.413312415,16727.358333333334,16745.516666666666,16705.916666666668,16766.958333333332,16687.758333333335,16785.116666666665,16666.31666666667,59.1487349006998,66.3641669185483,,,41.93284276188494,38.763344258591616,,0.15815391251213987,-0.08306988029571356,46.818564318438725,3.0236892100100476,34.646444360454154,0.042328684105618526,747.18987035,71.76395652076512,,6.967717069314817,39.868424687266895,16665.1288166044,,0.04,0,,,0.0012945084902238335,,0.0029349679267820505,,16721.5375,16715.35,16722.1925,16718.72939100954,16716.51900066047,16706.9098253193,,,16709.199999999997,,16734.975,16697.335866659818,16715.35,16733.36413334018,0.21554000771961948,0.6013093422557302,16702.24640953094,16722.1925,16742.13859046906,0.23855831666882718,0.4199717858255708,,,,,,,,,,,,,,,11.84236409783989,,,,,,,,
1672707960,16717.91456604004,16713.05,16718.5,16709.2,54.53243404,911385.550264804,green,144.95458718999998,16720.8,16732.6,16707.199999999997,16746.2,16695.399999999998,16758.0,16681.799999999996,52.10332324460803,62.14427802258993,65.21040792747854,39.33186497911381,37.766412995187224,32.704191029686854,0.539602426707016,-0.13966543034132817,-0.068014296455633,19.50556773801989,-48.8819310859547,2.0109852789006935,-0.011317137925934058,692.65743631,69.95177750073351,0.0,6.508949673520531,29.599878254902393,16669.175663940223,,0.04,0,,,0.0019672959619798647,,0.0038620125949684336,0.0018979754594505849,16716.025,16713.075,16719.855,16714.943130336513,16715.36266710698,16708.02622071579,,,16709.199999999997,16690.6,16731.3,16697.51370185371,16713.075,16728.63629814629,0.1862170563620511,0.49919672511359814,16701.73320649053,16719.855,16737.976793509468,0.21676974482695288,0.31224264594879036,16633.324465516263,16702.693333333333,16772.062201150402,0.8306309220038277,0.5746492410253679,,,,,,,,,,9.856712189193786,,,,,,,,
