time,open,close,high,low,volume,turnover,color,avg_vol_last_100,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,PP,R1,S1,R2,S2,R3,S3,BBL_5_2.0,BBM_5_2.0,BBU_5_2.0,BBB_5_2.0,BBP_5_2.0,RSI,SMA_5,SMA_10,SMA_20,EMA_5,EMA_10,EMA_20,STOCHk_14_3_3,STOCHd_14_3_3,ATR,ROC,CCI
1672635240,16627.050000000003,16625.175000000003,16631.7,16614.9,39.84648139,662533.772975226,green,39.84648139,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672637760,16626.112500000003,16642.25,16658.9,16626.112500000003,101.79760191,1694853.872256559,green,70.82204165,,,,16623.925000000003,16632.950000000004,16616.150000000005,16640.725000000002,16607.125000000004,16649.750000000004,16599.350000000006,,,,,,,,,,,,,,,,,
1672640280,16634.18125,16647.35,16658.0,16634.18125,46.89899548,780693.751952884,red,62.84769292666667,,,,16642.420833333334,16658.729166666664,16625.941666666666,16675.208333333332,16609.633333333335,16691.516666666663,16593.154166666667,,,,,,,,,,,,,,,,,
1672642800,16640.765625,16697.875,16763.5,16638.9,513.2721077900001,8579241.619717915,green,175.4537966425,,,,16646.510416666668,16658.839583333334,16635.020833333336,16670.329166666666,16622.69166666667,16682.658333333333,16611.202083333337,,,,,,,,,,,,,,,,,
1672645320,16669.3203125,16738.25,16766.3,16669.3203125,206.22284419,3450707.919905112,red,181.607606152,,,,16700.091666666667,16761.283333333333,16636.683333333334,16824.691666666666,16575.49166666667,16885.88333333333,16512.083333333336,16586.62268194826,16670.18,16753.73731805174,1.002476494575806,0.907325184598738,,16670.18,,,16670.18,,,,,,,
1672647840,16703.78515625,16735.449999999997,16751.8,16703.78515625,101.5882464,1700425.481150594,green,168.27104619333332,,,,16724.623437500002,16779.926562500004,16682.946875000005,16821.603125,16627.643750000003,16876.906250000004,16585.967187500006,16609.628029349817,16692.234999999997,16774.841970650177,0.9897652489337744,0.7615699356837862,,16692.234999999997,,,16691.93666666667,,,,,,,
1672650360,16719.617578125,16728.825,16742.8,16716.1,60.65948152,1014710.696913812,red,152.89796552571428,,,,16730.345052083332,16756.904947916664,16708.890104166665,16778.35989583333,16682.330208333333,16804.919791666664,16660.875260416666,16641.015796860258,16709.55,16778.08420313974,0.820299806275349,0.6406232152484483,,16709.55,,,16704.23277777778,,,,,,,
1672652880,16724.2212890625,16728.4,16755.0,16708.7,156.89284969,2624984.930746303,green,153.39732604625,,,,16729.241666666665,16742.38333333333,16715.68333333333,16755.941666666666,16702.541666666664,16769.083333333332,16688.98333333333,16696.862481075368,16725.76,16754.65751892463,0.3455450625218857,0.5456786620140059,,16725.76,,,16712.288518518522,,,,,,,
1672655400,16726.31064453125,16727.725000000002,16736.7,16721.6,55.35927436,926044.241965568,red,142.50420919222222,,,,16730.7,16752.7,16706.4,16777.0,16684.4,16799.0,16660.100000000002,16723.154838193976,16731.73,16740.305161806024,0.1025017951643251,0.2664767096765506,,16731.73,,,16717.434012345682,,,,,,,
1672657920,16727.017822265625,16725.300000000003,16737.1,16706.0,77.46098269,1295209.3247712469,green,135.99988654199998,,,,16728.675000000003,16735.750000000007,16720.650000000005,16743.775000000005,16713.575,16750.85000000001,16705.550000000003,16722.374750558964,16729.14,16735.905249441035,0.080879823362538,0.2161967172485695,,16729.14,16699.66,,16720.05600823046,16699.660000000003,,,,,,
