accuracy,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time
0.5400645001240387,0.05912280082702637,True,,,1,1c4c6_00008,2815b688749f424180dab9896c5fbcdb,2023-04-22_02-07-45,1682154465,0.05912280082702637,11320,Tentacle,127.0.0.1,0.05912280082702637,0,1,0.003509044647216797
