date,time,open,close,high,low,volume,turnover,color,avg_vol_last_100
2023-01-02,05:08:00,16626.9,16626.9,16627.2,16626.6,5.11372319,85024.894949183,green,5.11372319
2023-01-02,05:15:00,16626.9,16622.300000000003,16627.2,16614.9,7.056585,117280.951690048,red,6.085154095
2023-01-02,05:22:00,16624.600000000002,16625.675000000003,16631.5,16619.9,11.3803215,189214.8431348049,green,7.850209896666667
2023-01-02,05:29:00,16625.137500000004,16629.475,16631.7,16625.137500000004,16.2958517,271013.08320119,red,9.9616203475
2023-01-02,05:36:00,16627.30625,16638.925000000003,16651.2,16627.3,38.70977993,644173.727016537,green,15.711252264
2023-01-02,05:43:00,16633.115625000002,16650.925,16652.1,16633.115625000002,6.5177259,108524.274073561,green,14.178997869999998
2023-01-02,05:50:00,16642.0203125,16652.199999999997,16658.8,16642.0203125,18.81048223,313293.121746945,red,14.840638492857142
2023-01-02,05:57:00,16647.110156249997,16648.55,16649.0,16647.110156249997,1.95929667,32619.603225224,red,13.230470765
2023-01-02,06:04:00,16647.830078125,16650.824999999997,16653.5,16647.830078125,7.92832071,132008.001558633,green,12.64134298111111
2023-01-02,06:11:00,16649.3275390625,16655.050000000003,16658.9,16649.3275390625,27.87199647,464235.144635659,green,14.16440833
2023-01-02,06:18:00,16652.18876953125,16656.425000000003,16658.0,16652.18876953125,10.76072668,179236.39060828998,green,13.854982725454546
2023-01-02,06:25:00,16654.306884765625,16651.65,16657.4,16645.9,11.2667469,187622.362099673,red,13.639296406666666
2023-01-02,06:32:00,16652.978442382813,16641.2,16652.978442382813,16636.8,4.34850185,72363.53541897,red,12.924619902307692
2023-01-02,06:39:00,16647.089221191407,16639.575000000004,16647.089221191407,16636.8,12.92224437,214995.761927249,green,12.924450221428572
2023-01-02,06:46:00,16643.332110595707,16640.25,16643.332110595707,16639.0,6.9676348,115940.826178588,red,12.527329193333332
2023-01-02,06:53:00,16641.791055297854,16639.074999999997,16641.791055297854,16639.0,0.63314088,10534.875720114,red,11.78394242375
2023-01-02,07:00:00,16640.433027648927,16639.0,16640.433027648927,16638.9,1.81348333,30174.580658587,red,11.19744483
2023-01-02,07:07:00,16639.716513824464,16640.850000000002,16645.7,16638.9,11.90575222,198133.570031823,green,11.236795240555557
2023-01-02,07:14:00,16640.283256912233,16695.925,16763.5,16639.8,420.28220397,7024403.424392344,green,32.7655009631579
2023-01-02,07:21:00,16668.104128456114,16732.85,16746.4,16668.104128456114,44.80403921,749544.440989701,red,33.3674278755
2023-01-02,07:28:00,16700.477064228056,16729.5,16743.9,16700.477064228056,15.77108304,263924.523619621,red,32.52950669285714
2023-01-02,07:35:00,16714.98853211403,16737.275,16757.9,16714.98853211403,18.69554602,313061.080025838,green,31.900690298636366
2023-01-02,07:42:00,16726.131766057013,16736.65,16749.3,16722.5,27.12348404,453873.514205673,red,31.692985678695653
2023-01-02,07:49:00,16731.390883028507,16723.3,16731.390883028507,16719.0,6.71971613,112370.177493623,red,30.652432780833333
2023-01-02,07:56:00,16727.345441514255,16715.925,16729.6,16704.0,50.512410200000005,844354.047587033,red,31.4468318776
2023-01-02,08:03:00,16721.635220757125,16718.925000000003,16732.0,16705.0,38.28047023,640076.178804867,green,31.70966412192308
2023-01-02,08:10:00,16720.280110378564,16744.6,16757.2,16720.280110378564,43.71895677,732211.916189,green,32.15445273851852
2023-01-02,08:17:00,16732.440055189283,16747.324999999997,16766.3,16732.440055189283,39.86780682,667822.085624916,red,32.42992967
2023-01-02,08:24:00,16739.88252759464,16737.7,16747.4,16733.4,24.59572828,411709.930560042,green,32.15978479448276
2023-01-02,08:31:00,16738.79126379732,16742.125,16750.6,16734.0,21.06124789,352668.912596297,green,31.78983356433333
2023-01-02,08:38:00,16740.45813189866,16745.675,16751.8,16740.45813189866,12.28104593,205670.522158429,red,31.16051783419355
