date,time,open,close,high,low,volume,turnover,color,avg_vol_last_100
2023-01-02,04:59:00,16626.7,16626.675,16626.7,16626.6,3.35038316,55705.815095834,grey,3.35038316
2023-01-02,05:12:00,16626.6875,16624.45,16628.1,16614.9,15.86937098,263798.816415503,green,9.60987707
2023-01-02,05:25:00,16625.56875,16632.800000000003,16637.9,16625.56875,35.68548844,593453.3098926051,green,18.301747526666663
2023-01-02,05:38:00,16629.184375,16646.625,16655.4,16629.184375,33.04467853,550167.321823835,green,21.9874802775
2023-01-02,05:51:00,16637.9046875,16652.6,16658.8,16637.9046875,17.89384501,298019.23580971605,red,21.168753224
2023-01-02,06:04:00,16645.25234375,16651.825,16658.9,16645.25234375,30.60067446,509653.32066642697,green,22.740740096666663
2023-01-02,06:17:00,16648.538671875,16652.825,16658.0,16648.538671875,21.93221816,365292.480264082,red,22.625236962857144
2023-01-02,06:30:00,16650.681835937503,16643.8,16650.8,16636.8,14.51640763,241591.363219474,red,21.61163329625
2023-01-02,06:43:00,16647.240917968753,16638.975,16647.240917968753,16636.8,15.28485273,254323.816845182,green,20.90865767777778
2023-01-02,06:56:00,16643.107958984376,16641.15,16643.5,16638.9,8.56407139,142500.345969952,green,19.674199049
2023-01-02,07:09:00,16642.12897949219,16697.4,16763.5,16639.8,432.96425131,7236172.185744952,green,57.24602198181819
2023-01-02,07:22:00,16669.764489746096,16730.725,16744.0,16669.764489746096,53.41339875,893583.9251291819,red,56.9266367125
2023-01-02,07:35:00,16700.244744873045,16730.95,16757.9,16700.244744873045,42.88509,717863.791866765,green,55.84651773461539
2023-01-02,07:48:00,16715.597372436525,16721.550000000003,16729.6,16715.597372436525,31.5554282,527707.101157642,red,54.11143991071429
2023-01-02,08:01:00,16718.573686218264,16727.9,16748.9,16704.0,78.19792174,1307464.523465489,green,55.717205366
2023-01-02,08:14:00,16723.23684310913,16746.524999999998,16766.3,16723.23684310913,81.28639036,1361481.980015128,green,57.315279428125
2023-01-02,08:27:00,16734.880921554563,16744.775,16750.6,16734.0,40.06907667,670882.876383641,green,56.30079691294117
2023-01-02,08:40:00,16739.827960777282,16742.925,16751.8,16735.0,16.56405661,277350.751212123,red,54.09320022944445
2023-01-02,08:53:00,16741.37648038864,16732.05,16741.37648038864,16720.1,35.94867303,601443.456980756,green,53.13822511368421
