iter	Logloss
196	0.6001868843
197	0.600074759
198	0.5999453009
199	0.5998622482
200	0.5997972972
201	0.5996586184
202	0.5995480257
203	0.599397403
204	0.5992766375
205	0.5991799672
206	0.5991207914
207	0.5989745559
208	0.5989244887
209	0.5987991031
210	0.598670384
211	0.5985441746
212	0.5983938331
213	0.5983145094
214	0.598249834
215	0.5981240987
216	0.5980357563
217	0.5979527687
218	0.597794338
219	0.5976942639
220	0.5975938078
221	0.5974546092
222	0.5973531226
223	0.5972509483
224	0.5971522832
225	0.597026403
226	0.5969069255
227	0.5968163105
228	0.5967379224
229	0.5966466865
230	0.5965723974
231	0.5964361366
232	0.596348286
233	0.5962104262
234	0.5960908403
235	0.5960011579
236	0.5959237517
237	0.5958045999
238	0.5957090423
239	0.5955266091
240	0.5953792764
241	0.5952370037
242	0.5950215008
243	0.5948936745
244	0.5948151611
245	0.5946833729
246	0.5945348826
247	0.5944608783
248	0.5943473124
249	0.5942082047
250	0.594084257
251	0.5939698011
252	0.5938023248
253	0.5936860022
254	0.5935256395
255	0.593401696
256	0.5932171991
257	0.5929877644
258	0.5928469036
259	0.5927576509
260	0.5926203007
261	0.5925157071
262	0.5923409241
263	0.5921902211
264	0.59207828
265	0.5919890852
266	0.5918443203
267	0.5916809213
268	0.5914966461
269	0.5913851838
270	0.5912395596
271	0.5911224953
272	0.5910001898
273	0.5908695221
274	0.5907287845
275	0.5906380277
276	0.5905218649
277	0.5903681617
278	0.5902728427
279	0.5900711092
280	0.5899703696
281	0.5898417601
282	0.5897172968
283	0.5895996138
284	0.5894274705
285	0.5892818512
286	0.5890982677
287	0.5889775879
288	0.5888493902
289	0.5887389157
290	0.588671469
291	0.5885180092
292	0.5883183674
293	0.5881795745
294	0.5880356554
295	0.5879253725
296	0.5878351325
297	0.5877301736
298	0.5876370236
299	0.5874779678
300	0.5873430562
301	0.5871930074
302	0.5870374562
303	0.5869123884
304	0.5867432547
305	0.5865887843
306	0.5864578692
307	0.5863143726
308	0.5862011192
309	0.5860778424
310	0.585873525
311	0.5857450612
312	0.585621347
313	0.5854731114
314	0.5853761988
315	0.5852415711
316	0.5851283225
317	0.5849790387
318	0.5848318395
319	0.584716303
320	0.5845785635
321	0.5844553877
322	0.5843711739
323	0.5842527193
324	0.5841368836
325	0.5839821619
326	0.5838878476
327	0.5837819478
328	0.5836522525
329	0.5835156076
330	0.5833889885
331	0.5832968842
332	0.5831201896
333	0.5829722566
334	0.5828213852
335	0.5827083082
336	0.5825354816
337	0.5824264837
338	0.5823332304
339	0.5822096386
340	0.5820989858
341	0.5819654131
342	0.5818261676
343	0.5817366173
344	0.5816170344
345	0.5815310174
346	0.581431216
347	0.5812348754
348	0.5811060939
349	0.5810069599
350	0.5808450018
351	0.5807581222
352	0.5806103175
353	0.5805059714
354	0.5804011402
355	0.5802963484
356	0.5801669663
357	0.5800451125
358	0.5799506915
359	0.5798191973
360	0.5796847558
361	0.5795723475
362	0.5794483579
363	0.5793417653
364	0.5792115386
365	0.5791076078
366	0.5790077304
367	0.5788781341
368	0.5787668319
369	0.5786258728
370	0.5784971057
371	0.5784165362
372	0.5783234342
373	0.5781780442
374	0.5780697402
375	0.5779465075
376	0.5778650458
377	0.5777749517
378	0.5776935384
379	0.5775770731
380	0.5774949524
381	0.5773780662
382	0.5772750718
383	0.5771544236
384	0.577027808
385	0.5768896062
386	0.5767741449
387	0.5766764741
388	0.576591116
389	0.5764849851
390	0.5763888888
391	0.5762590097
392	0.5761724556
393	0.5760840643
394	0.5759257677
395	0.5757960935
396	0.5756894469
397	0.5756011
398	0.5755179269
399	0.575382222
400	0.57527154
401	0.5751765666
402	0.575069415
403	0.5749759473
404	0.5748798206
405	0.5747890875
406	0.5746580072
407	0.5745681212
408	0.574481992
409	0.5743434207
410	0.5742117551
411	0.5740797389
412	0.5739922843
413	0.5739064889
414	0.5738062999
415	0.5736748259
416	0.5735825339
417	0.573415151
418	0.5733370643
419	0.5732063377
420	0.5730935859
421	0.5729591329
422	0.5728394907
423	0.5727433352
424	0.5726716387
425	0.5725588384
426	0.5724541282
427	0.5723254993
428	0.572169119
429	0.572056316
430	0.571981809
431	0.5718608026
432	0.5717887861
433	0.5716866813
434	0.5716054494
435	0.571522855
436	0.5714595888
437	0.5713883407
438	0.5713019278
439	0.5711925815
440	0.5711123393
441	0.5709744877
442	0.5708908276
443	0.5707771809
444	0.5706761334
445	0.5705576741
446	0.570429795
447	0.5703076218
448	0.5701969981
449	0.5701070361
450	0.5700053605
451	0.5699112422
452	0.5698272592
453	0.5696861355
454	0.569568377
455	0.5694616592
456	0.5692965417
457	0.569203175
458	0.5691495113
459	0.5690177604
460	0.5689134612
461	0.568845039
462	0.5687733042
463	0.5686740343
464	0.5685679376
465	0.5684572672
466	0.5683250697
467	0.5682478671
468	0.5680851487
469	0.567993973
470	0.5679034883
471	0.5678169405
472	0.5676989148
473	0.5676104807
474	0.5675254937
475	0.5674351332
476	0.5673176832
477	0.5672128862
478	0.5671075348
479	0.5669983612
480	0.5668891274
481	0.5667624385
482	0.5666880082
483	0.5665640254
484	0.5664726447
485	0.5663290968
486	0.5662640845
487	0.5661741349
488	0.5661037054
489	0.5660430655
490	0.5659719043
491	0.5659060912
492	0.5657842168
493	0.5657002501
494	0.5655809229
495	0.5654866135
496	0.5653689236
497	0.5653106312
498	0.5651818496
499	0.5651115824
500	0.5650159076
501	0.5648678971
502	0.564720156
503	0.5646367962
504	0.5645735509
505	0.564491792
506	0.5643653505
507	0.5642179187
508	0.5641464925
509	0.564029935
510	0.5639376542
511	0.56382772
512	0.5637153885
513	0.5636301111
514	0.563519683
515	0.5634274101
516	0.5633246809
517	0.5632378426
518	0.5631707086
519	0.5630436414
520	0.562917177
521	0.5628326501
522	0.5627576382
523	0.5626783003
524	0.5625868809
525	0.5624984896
526	0.56242362
527	0.5623502474
528	0.5622551836
529	0.5621787246
530	0.5620835945
531	0.5620101047
532	0.5619226002
533	0.5618271151
534	0.5617104049
535	0.5615896235
536	0.5614624409
537	0.5613767209
538	0.5612747754
539	0.5612003532
540	0.5611127067
541	0.5609935439
542	0.560900124
543	0.5607842575
544	0.5607058337
545	0.560613253
546	0.560492641
547	0.5603858358
548	0.5603093275
549	0.5602333041
550	0.5601599396
551	0.5600808523
552	0.5599420734
553	0.5598419314
554	0.5597759936
555	0.5596771418
556	0.5595898725
557	0.5595085846
558	0.5594248291
559	0.5593449691
560	0.5592584502
561	0.5591650016
562	0.5590631534
563	0.5589620384
564	0.5588651755
565	0.5587340769
566	0.5586469328
567	0.5585576319
568	0.5584244519
569	0.5583345521
570	0.5582556032
571	0.5581302714
572	0.5580462842
573	0.5579699566
574	0.557861982
575	0.5577387598
576	0.55766172
577	0.5575668437
578	0.5574835152
579	0.5573757598
580	0.5572708442
581	0.5572146178
582	0.5571117539
583	0.5570258573
584	0.5569192357
585	0.556872177
586	0.556790689
587	0.5567046411
588	0.5566083831
589	0.5565030767
590	0.5564058613
591	0.5563306452
592	0.556263349
593	0.5561571358
594	0.5560650478
595	0.5559700221
596	0.5558815511
597	0.5557952922
598	0.5557235551
599	0.5556249487
600	0.5555608221
601	0.5554563142
602	0.5553966564
603	0.555314592
604	0.5552059454
605	0.555099097
606	0.5550012197
607	0.554931109
608	0.5548385274
609	0.5547618373
610	0.554685677
611	0.5545938992
612	0.5545012469
613	0.5544008548
614	0.5542746823
615	0.5542001053
616	0.5541074031
617	0.5540164601
618	0.5539428365
619	0.5538215396
620	0.5537089195
621	0.5536022174
622	0.553539511
623	0.5534533951
624	0.5533368894
625	0.5532569812
626	0.5531996639
627	0.5530835516
628	0.5529970398
629	0.5529335469
630	0.5528287244
631	0.5527707914
632	0.5526989009
633	0.5525735513
634	0.5524936569
635	0.5524091938
636	0.5523240582
637	0.5522333829
638	0.5521530084
639	0.5520483887
640	0.5519878829
641	0.5519260255
642	0.5518599379
643	0.5517654652
644	0.5516784517
645	0.5515680771
646	0.5515065269
647	0.5514220074
648	0.55135851
649	0.551231712
650	0.5511342886
651	0.5510406841
652	0.5509416767
653	0.5508266222
654	0.550737388
655	0.5506177026
656	0.5505381642
657	0.5504568048
658	0.5503852226
659	0.5502462266
660	0.5501716788
661	0.5500518672
662	0.5499791044
663	0.5498895425
664	0.5498023174
665	0.5497293422
666	0.5496078452
667	0.5495175796
668	0.5494220064
669	0.5493037017
670	0.5492356956
671	0.5491560984
672	0.5490451146
673	0.5489741163
674	0.5488781905
675	0.548797044
676	0.5487245105
677	0.5486037976
678	0.5485015435
679	0.5484336799
680	0.5483537312
681	0.5482975582
682	0.5482107459
683	0.5481148582
684	0.5480307022
685	0.5479160224
686	0.5478308875
687	0.5477461143
688	0.5476901926
689	0.5475677768
690	0.5474920983
691	0.5473835882
692	0.547304994
693	0.5472378271
694	0.5471687523
695	0.5470584053
696	0.546973271
697	0.5469129325
698	0.5468322315
699	0.5467365998
700	0.546631625
701	0.5465285978
702	0.5464634347
703	0.5463842244
704	0.5463023738
705	0.5462067453
706	0.5461513511
707	0.5461033435
708	0.5460291581
709	0.5459417656
710	0.5458304951
711	0.545753529
712	0.545671829
713	0.545606871
714	0.5455243198
715	0.5453904243
716	0.5453126626
717	0.5452277371
718	0.5451220531
719	0.5450307453
720	0.5449571942
721	0.5448365803
722	0.5447574874
723	0.5446634247
724	0.5445792637
725	0.5444611064
726	0.5443674712
727	0.5442728985
728	0.5442194299
729	0.5441367519
730	0.5440450622
731	0.5439207466
732	0.5438504179
733	0.5437723031
734	0.5436855684
735	0.5436196568
736	0.5435175312
737	0.5434026829
738	0.5433419519
739	0.5432296383
740	0.5431480808
741	0.5430361509
742	0.5429558087
743	0.5429053609
744	0.5428140681
745	0.5427537755
746	0.5426933797
747	0.5426102858
748	0.5424904843
749	0.5423981176
750	0.5423611237
751	0.5422984031
752	0.5421911632
753	0.542101621
754	0.542036349
755	0.5419647591
756	0.5419046677
757	0.5418212884
758	0.5417431047
759	0.5416814033
760	0.5415647073
761	0.5415286148
762	0.5414552763
763	0.541344543
764	0.5412622344
765	0.5411617057
766	0.5410557495
767	0.5409643757
768	0.5408770319
769	0.5407861736
770	0.5407054176
771	0.5406155097
772	0.540520513
773	0.5404574075
774	0.5403805125
775	0.5402894053
776	0.5402199684
777	0.5401110622
778	0.5400109076
779	0.5399421071
780	0.5398322848
781	0.5397836252
782	0.5397222863
783	0.5395953525
784	0.5394741558
785	0.5394094421
786	0.5393241857
787	0.5392164588
788	0.5391521033
789	0.5390814802
790	0.5390046819
791	0.5389387019
792	0.5388558136
793	0.5387936368
794	0.5386961758
795	0.5386007756
796	0.5385154038
797	0.5384629192
798	0.5383487267
799	0.5382796674
800	0.5382114222
801	0.5381444899
802	0.5380732741
803	0.5379854484
804	0.5379100506
805	0.5377939663
806	0.5377392912
807	0.5376741269
808	0.5376141926
809	0.5375653667
810	0.5374807322
811	0.5374096979
812	0.5373189952
813	0.5372227434
814	0.5371251468
815	0.5370086656
816	0.5369161536
817	0.536847112
818	0.5367904432
819	0.5367045463
820	0.5366075516
821	0.5365164702
822	0.5364541238
823	0.5363605658
824	0.5362662328
825	0.5361900553
826	0.5361179873
827	0.5360502223
828	0.5359798585
829	0.5358837054
830	0.5358164995
831	0.5357240531
832	0.5356378625
833	0.5355351932
834	0.5354626377
835	0.5353492888
836	0.53525865
837	0.535169133
838	0.535101437
839	0.5350283485
840	0.5349425503
841	0.5348759291
842	0.5347877332
843	0.5347377818
844	0.5346680131
845	0.5345549485
846	0.5344388206
847	0.5342970237
848	0.5342469777
849	0.5341713194
850	0.5340692245
851	0.5340033203
852	0.5339145853
853	0.5338183601
854	0.5337458181
855	0.5336411551
856	0.5335987967
857	0.5335357568
858	0.5334312842
859	0.5333310869
860	0.5332547278
861	0.5331148999
862	0.53301403
863	0.5329222682
864	0.5328484813
865	0.5327277793
866	0.5326575083
867	0.5325934837
868	0.5325092895
869	0.5324402155
870	0.5323584464
871	0.5322477941
872	0.5321759251
873	0.5321178328
874	0.5320220681
875	0.5319378606
876	0.5318461065
877	0.5317831231
878	0.5317276871
879	0.5316372289
880	0.5315536864
881	0.5314753114
882	0.5313774919
883	0.5312836754
884	0.5311673252
885	0.5310740944
886	0.5310145316
887	0.5309073287
888	0.5308330885
889	0.5307704909
890	0.5306935674
891	0.5306453011
892	0.5305537247
893	0.5304541993
894	0.5303562876
895	0.530274717
896	0.5301987824
897	0.5300913013
898	0.5300059025
899	0.5299232872
900	0.5298408871
901	0.5297765928
902	0.5296727386
903	0.5295672584
904	0.5294749878
905	0.5293978097
906	0.5292976906
907	0.5292495811
908	0.5291695703
909	0.5290340584
910	0.5289812952
911	0.5288997143
912	0.5288100625
913	0.5287254063
914	0.5286287586
915	0.5285519972
916	0.5284812384
917	0.5284012847
918	0.5283634056
919	0.528309611
920	0.5282199365
921	0.5281378352
922	0.5280648631
923	0.5279816731
924	0.5279122241
925	0.5278760845
926	0.5278016074
927	0.5277485827
928	0.5276703183
929	0.527607224
930	0.5275320143
931	0.5274567196
932	0.5273804077
933	0.5272681332
934	0.5272388757
935	0.5271509171
936	0.5270728665
937	0.5269943819
938	0.5269312433
939	0.5268184641
940	0.5267407174
941	0.5266759221
942	0.5265920613
943	0.5264884858
944	0.5264341739
945	0.5263397341
946	0.5262833908
947	0.5262185807
948	0.5261236445
949	0.5260470659
950	0.5259676777
951	0.5259045775
952	0.5258408672
953	0.5257692355
954	0.5257034455
955	0.5256199626
956	0.5255453992
957	0.5254500019
958	0.5253825279
959	0.5253220187
960	0.5252543457
961	0.525184641
962	0.5251262604
963	0.5250305329
964	0.5249540706
965	0.5248871851
966	0.5248036719
967	0.5247120372
968	0.5246317262
969	0.5245474315
970	0.5244531777
971	0.5243258073
972	0.5242152944
973	0.5241614272
974	0.5240851019
975	0.5239968732
976	0.5239420258
977	0.5238328723
978	0.523747132
979	0.5236793695
980	0.5236402407
981	0.5235545761
982	0.5235181383
983	0.5234169133
984	0.5233580664
985	0.5232618246
986	0.5231823717
987	0.5230960656
988	0.5230338866
989	0.5229941816
990	0.5229289454
991	0.5228574078
992	0.5227918208
993	0.5227054763
994	0.5226009716
995	0.522513991
996	0.5224569863
997	0.5223942021
998	0.5223145271
999	0.5222534367
