model,duration,best_features,fold,accuracy,f1_score,precision,recall,auc_roc
XGBoost with RFECV Feature Selection,36,"volume, turnover, MACDh_12_26_9, BBB_5_2.0, BBP_5_2.0, RSI, SMA_10, SMA_20, STOCHk_14_3_3, STOCHd_14_3_3, CCI",2,0.6191335740072202,0.671850699844479,0.6447761194029851,0.7012987012987013,0.6539040228064619
XGBoost with RFECV Feature Selection,36,"volume, turnover, MACDh_12_26_9, BBB_5_2.0, BBP_5_2.0, RSI, SMA_10, SMA_20, STOCHk_14_3_3, STOCHd_14_3_3, CCI",3,0.5902527075812274,0.6260296540362439,0.5688622754491018,0.6959706959706959,0.6159972885951533
XGBoost with RFECV Feature Selection,36,"volume, turnover, MACDh_12_26_9, BBB_5_2.0, BBP_5_2.0, RSI, SMA_10, SMA_20, STOCHk_14_3_3, STOCHd_14_3_3, CCI",4,0.5848375451263538,0.6204620462046204,0.6045016077170418,0.6372881355932203,0.5918722596688698
XGBoost with RFECV Feature Selection,36,"volume, turnover, MACDh_12_26_9, BBB_5_2.0, BBP_5_2.0, RSI, SMA_10, SMA_20, STOCHk_14_3_3, STOCHd_14_3_3, CCI",5,0.5938628158844765,0.6533127889060093,0.5623342175066313,0.7794117647058824,0.6406575928243637
LightGBM with RFECV Feature Selection,36,"time, open, close, high, low, volume, turnover, avg_vol_last_100, MACD_12_26_9, MACDh_12_26_9, MACDs_12_26_9, PP, R1, S1, R2, S2, R3, S3, BBL_5_2.0, BBM_5_2.0, BBU_5_2.0, BBB_5_2.0, BBP_5_2.0, RSI, SMA_10, SMA_20, EMA_20, STOCHk_14_3_3, STOCHd_14_3_3, ATR, ROC, CCI",1,0.6335740072202166,0.5996055226824458,0.6846846846846847,0.5333333333333333,0.6815104676188612
LightGBM with RFECV Feature Selection,36,"time, open, close, high, low, volume, turnover, avg_vol_last_100, MACD_12_26_9, MACDh_12_26_9, MACDs_12_26_9, PP, R1, S1, R2, S2, R3, S3, BBL_5_2.0, BBM_5_2.0, BBU_5_2.0, BBB_5_2.0, BBP_5_2.0, RSI, SMA_10, SMA_20, EMA_20, STOCHk_14_3_3, STOCHd_14_3_3, ATR, ROC, CCI",2,0.6642599277978339,0.714723926380368,0.6773255813953488,0.7564935064935064,0.6726718403547672
LightGBM with RFECV Feature Selection,36,"time, open, close, high, low, volume, turnover, avg_vol_last_100, MACD_12_26_9, MACDh_12_26_9, MACDs_12_26_9, PP, R1, S1, R2, S2, R3, S3, BBL_5_2.0, BBM_5_2.0, BBU_5_2.0, BBB_5_2.0, BBP_5_2.0, RSI, SMA_10, SMA_20, EMA_20, STOCHk_14_3_3, STOCHd_14_3_3, ATR, ROC, CCI",3,0.5974729241877257,0.6636500754147813,0.5641025641025641,0.8058608058608059,0.6261911279704874
LightGBM with RFECV Feature Selection,36,"time, open, close, high, low, volume, turnover, avg_vol_last_100, MACD_12_26_9, MACDh_12_26_9, MACDs_12_26_9, PP, R1, S1, R2, S2, R3, S3, BBL_5_2.0, BBM_5_2.0, BBU_5_2.0, BBB_5_2.0, BBP_5_2.0, RSI, SMA_10, SMA_20, EMA_20, STOCHk_14_3_3, STOCHd_14_3_3, ATR, ROC, CCI",4,0.5938628158844765,0.6243739565943238,0.6151315789473685,0.6338983050847458,0.6077612721680519
LightGBM with RFECV Feature Selection,36,"time, open, close, high, low, volume, turnover, avg_vol_last_100, MACD_12_26_9, MACDh_12_26_9, MACDs_12_26_9, PP, R1, S1, R2, S2, R3, S3, BBL_5_2.0, BBM_5_2.0, BBU_5_2.0, BBB_5_2.0, BBP_5_2.0, RSI, SMA_10, SMA_20, EMA_20, STOCHk_14_3_3, STOCHd_14_3_3, ATR, ROC, CCI",5,0.6209386281588448,0.6837349397590361,0.5790816326530612,0.8345588235294118,0.6682311222361285
XGBoost with RFECV Feature Selection,39,BBP_5_2.0,1,0.5772994129158513,0.6115107913669066,0.5882352941176471,0.6367041198501873,0.6221142629090686
XGBoost with RFECV Feature Selection,39,BBP_5_2.0,2,0.5831702544031311,0.626970227670753,0.5888157894736842,0.6704119850187266,0.6090516976729907
XGBoost with RFECV Feature Selection,39,BBP_5_2.0,3,0.5851272015655578,0.6267605633802816,0.6054421768707483,0.6496350364963503,0.6267054729126244
XGBoost with RFECV Feature Selection,39,BBP_5_2.0,4,0.5909980430528375,0.6427350427350428,0.5930599369085173,0.7014925373134329,0.6180670720471716
XGBoost with RFECV Feature Selection,39,BBP_5_2.0,5,0.639921722113503,0.7003257328990228,0.6761006289308176,0.7263513513513513,0.6458595223130107
LightGBM with RFECV Feature Selection,39,"turnover, MACDh_12_26_9, MACDs_12_26_9, R3, BBB_5_2.0, BBP_5_2.0, STOCHk_14_3_3, ROC, CCI",1,0.5714285714285714,0.5427974947807933,0.6132075471698113,0.4868913857677903,0.6165346595444219
LightGBM with RFECV Feature Selection,39,"turnover, MACDh_12_26_9, MACDs_12_26_9, R3, BBB_5_2.0, BBP_5_2.0, STOCHk_14_3_3, ROC, CCI",2,0.5772994129158513,0.6301369863013699,0.580441640378549,0.6891385767790262,0.5876619389697305
LightGBM with RFECV Feature Selection,39,"turnover, MACDh_12_26_9, MACDs_12_26_9, R3, BBB_5_2.0, BBP_5_2.0, STOCHk_14_3_3, ROC, CCI",3,0.62426614481409,0.6778523489932885,0.6273291925465838,0.7372262773722628,0.6409036311558718
LightGBM with RFECV Feature Selection,39,"turnover, MACDh_12_26_9, MACDs_12_26_9, R3, BBB_5_2.0, BBP_5_2.0, STOCHk_14_3_3, ROC, CCI",4,0.6046966731898239,0.6587837837837838,0.6018518518518519,0.7276119402985075,0.6315644002211166
LightGBM with RFECV Feature Selection,39,"turnover, MACDh_12_26_9, MACDs_12_26_9, R3, BBB_5_2.0, BBP_5_2.0, STOCHk_14_3_3, ROC, CCI",5,0.639921722113503,0.6983606557377049,0.678343949044586,0.7195945945945946,0.6789126335637964
XGBoost with RFECV Feature Selection,42,"turnover, avg_vol_last_100, BBB_5_2.0, BBP_5_2.0, ATR",1,0.5738396624472574,0.603921568627451,0.5811320754716981,0.6285714285714286,0.5955084217092951
XGBoost with RFECV Feature Selection,42,"turnover, avg_vol_last_100, BBB_5_2.0, BBP_5_2.0, ATR",2,0.5907172995780591,0.612,0.6194331983805668,0.6047430830039525,0.6411210273102856
XGBoost with RFECV Feature Selection,42,"turnover, avg_vol_last_100, BBB_5_2.0, BBP_5_2.0, ATR",3,0.5632911392405063,0.6116322701688557,0.5582191780821918,0.6763485477178424,0.5831033070361334
XGBoost with RFECV Feature Selection,42,"turnover, avg_vol_last_100, BBB_5_2.0, BBP_5_2.0, ATR",4,0.5569620253164557,0.5961538461538461,0.5849056603773585,0.6078431372549019,0.5900080580177276
XGBoost with RFECV Feature Selection,42,"turnover, avg_vol_last_100, BBB_5_2.0, BBP_5_2.0, ATR",5,0.5717299578059072,0.6407079646017699,0.556923076923077,0.7541666666666667,0.5943198005698006
LightGBM with RFECV Feature Selection,42,"volume, avg_vol_last_100, BBB_5_2.0, BBP_5_2.0, STOCHk_14_3_3",1,0.5611814345991561,0.5684647302904565,0.5780590717299579,0.5591836734693878,0.5926744496925408
LightGBM with RFECV Feature Selection,42,"volume, avg_vol_last_100, BBB_5_2.0, BBP_5_2.0, STOCHk_14_3_3",2,0.5843881856540084,0.5835095137420718,0.6272727272727273,0.5454545454545454,0.6511902419830808
LightGBM with RFECV Feature Selection,42,"volume, avg_vol_last_100, BBB_5_2.0, BBP_5_2.0, STOCHk_14_3_3",3,0.5654008438818565,0.5928853754940713,0.5660377358490566,0.6224066390041494,0.5933788043381476
LightGBM with RFECV Feature Selection,42,"volume, avg_vol_last_100, BBB_5_2.0, BBP_5_2.0, STOCHk_14_3_3",4,0.5717299578059072,0.6103646833013435,0.5977443609022557,0.6235294117647059,0.6135553764884949
LightGBM with RFECV Feature Selection,42,"volume, avg_vol_last_100, BBB_5_2.0, BBP_5_2.0, STOCHk_14_3_3",5,0.6139240506329114,0.6500956022944552,0.6007067137809188,0.7083333333333334,0.6628917378917379
XGBoost with RFECV Feature Selection,45,"volume, turnover, BBB_5_2.0, BBP_5_2.0, RSI, SMA_20, EMA_20, ATR, ROC, CCI",1,0.5769230769230769,0.6491557223264541,0.6223021582733813,0.6784313725490196,0.5703890112194611
XGBoost with RFECV Feature Selection,45,"volume, turnover, BBB_5_2.0, BBP_5_2.0, RSI, SMA_20, EMA_20, ATR, ROC, CCI",2,0.5882352941176471,0.6403162055335968,0.574468085106383,0.7232142857142857,0.6063442005242464
XGBoost with RFECV Feature Selection,45,"volume, turnover, BBB_5_2.0, BBP_5_2.0, RSI, SMA_20, EMA_20, ATR, ROC, CCI",3,0.5520361990950227,0.5942622950819673,0.5776892430278885,0.6118143459915611,0.5959040856231347
XGBoost with RFECV Feature Selection,45,"volume, turnover, BBB_5_2.0, BBP_5_2.0, RSI, SMA_20, EMA_20, ATR, ROC, CCI",4,0.6221719457013575,0.6731898238747555,0.6370370370370371,0.7136929460580913,0.6346483350880453
XGBoost with RFECV Feature Selection,45,"volume, turnover, BBB_5_2.0, BBP_5_2.0, RSI, SMA_20, EMA_20, ATR, ROC, CCI",5,0.5497737556561086,0.5567928730512249,0.5841121495327103,0.5319148936170213,0.5963408366738616
LightGBM with RFECV Feature Selection,45,"time, open, close, high, low, volume, turnover, avg_vol_last_100, MACD_12_26_9, MACDh_12_26_9, MACDs_12_26_9, PP, R1, S1, R2, S2, R3, S3, BBL_5_2.0, BBU_5_2.0, BBB_5_2.0, BBP_5_2.0, RSI, SMA_10, SMA_20, EMA_5, EMA_10, EMA_20, STOCHk_14_3_3, STOCHd_14_3_3, ATR, ROC, CCI",1,0.6040723981900452,0.6628131021194604,0.6515151515151515,0.6745098039215687,0.6299674950193981
LightGBM with RFECV Feature Selection,45,"time, open, close, high, low, volume, turnover, avg_vol_last_100, MACD_12_26_9, MACDh_12_26_9, MACDs_12_26_9, PP, R1, S1, R2, S2, R3, S3, BBL_5_2.0, BBU_5_2.0, BBB_5_2.0, BBP_5_2.0, RSI, SMA_10, SMA_20, EMA_5, EMA_10, EMA_20, STOCHk_14_3_3, STOCHd_14_3_3, ATR, ROC, CCI",2,0.5904977375565611,0.6565464895635674,0.570957095709571,0.7723214285714286,0.6251023918741808
LightGBM with RFECV Feature Selection,45,"time, open, close, high, low, volume, turnover, avg_vol_last_100, MACD_12_26_9, MACDh_12_26_9, MACDs_12_26_9, PP, R1, S1, R2, S2, R3, S3, BBL_5_2.0, BBU_5_2.0, BBB_5_2.0, BBP_5_2.0, RSI, SMA_10, SMA_20, EMA_5, EMA_10, EMA_20, STOCHk_14_3_3, STOCHd_14_3_3, ATR, ROC, CCI",3,0.6018099547511312,0.6575875486381323,0.6101083032490975,0.7130801687763713,0.6255016980549553
LightGBM with RFECV Feature Selection,45,"time, open, close, high, low, volume, turnover, avg_vol_last_100, MACD_12_26_9, MACDh_12_26_9, MACDs_12_26_9, PP, R1, S1, R2, S2, R3, S3, BBL_5_2.0, BBU_5_2.0, BBB_5_2.0, BBP_5_2.0, RSI, SMA_10, SMA_20, EMA_5, EMA_10, EMA_20, STOCHk_14_3_3, STOCHd_14_3_3, ATR, ROC, CCI",4,0.6153846153846154,0.6909090909090909,0.6148867313915858,0.7883817427385892,0.6135711484073408
LightGBM with RFECV Feature Selection,45,"time, open, close, high, low, volume, turnover, avg_vol_last_100, MACD_12_26_9, MACDh_12_26_9, MACDs_12_26_9, PP, R1, S1, R2, S2, R3, S3, BBL_5_2.0, BBU_5_2.0, BBB_5_2.0, BBP_5_2.0, RSI, SMA_10, SMA_20, EMA_5, EMA_10, EMA_20, STOCHk_14_3_3, STOCHd_14_3_3, ATR, ROC, CCI",5,0.6040723981900452,0.6268656716417911,0.6282051282051282,0.625531914893617,0.658341042244835
XGBoost with RFECV Feature Selection,48,BBP_5_2.0,1,0.5048309178743962,0.5413870246085012,0.5426008968609866,0.5401785714285714,0.5389097744360902
XGBoost with RFECV Feature Selection,48,BBP_5_2.0,2,0.5628019323671497,0.578088578088578,0.5321888412017167,0.6326530612244898,0.5824049803407602
XGBoost with RFECV Feature Selection,48,BBP_5_2.0,3,0.5869565217391305,0.6104783599088839,0.6118721461187214,0.6090909090909091,0.5907099343955015
XGBoost with RFECV Feature Selection,48,BBP_5_2.0,4,0.6038647342995169,0.6255707762557078,0.5982532751091703,0.6555023923444976,0.6333877932080756
XGBoost with RFECV Feature Selection,48,BBP_5_2.0,5,0.6256038647342995,0.6709129511677283,0.6422764227642277,0.7022222222222222,0.6479835390946502
LightGBM with RFECV Feature Selection,48,"time, open, low, volume, turnover, avg_vol_last_100, MACD_12_26_9, MACDh_12_26_9, MACDs_12_26_9, S1, R2, S2, R3, S3, BBL_5_2.0, BBU_5_2.0, BBB_5_2.0, BBP_5_2.0, RSI, SMA_20, STOCHk_14_3_3, STOCHd_14_3_3, ATR, ROC, CCI",1,0.5458937198067633,0.5859030837004405,0.5782608695652174,0.59375,0.5639097744360902
LightGBM with RFECV Feature Selection,48,"time, open, low, volume, turnover, avg_vol_last_100, MACD_12_26_9, MACDh_12_26_9, MACDs_12_26_9, S1, R2, S2, R3, S3, BBL_5_2.0, BBU_5_2.0, BBB_5_2.0, BBP_5_2.0, RSI, SMA_20, STOCHk_14_3_3, STOCHd_14_3_3, ATR, ROC, CCI",2,0.5700483091787439,0.5163043478260869,0.5523255813953488,0.4846938775510204,0.5894027335704924
LightGBM with RFECV Feature Selection,48,"time, open, low, volume, turnover, avg_vol_last_100, MACD_12_26_9, MACDh_12_26_9, MACDs_12_26_9, S1, R2, S2, R3, S3, BBL_5_2.0, BBU_5_2.0, BBB_5_2.0, BBP_5_2.0, RSI, SMA_20, STOCHk_14_3_3, STOCHd_14_3_3, ATR, ROC, CCI",3,0.572463768115942,0.544987146529563,0.6272189349112426,0.4818181818181818,0.6215557638238051
LightGBM with RFECV Feature Selection,48,"time, open, low, volume, turnover, avg_vol_last_100, MACD_12_26_9, MACDh_12_26_9, MACDs_12_26_9, S1, R2, S2, R3, S3, BBL_5_2.0, BBU_5_2.0, BBB_5_2.0, BBP_5_2.0, RSI, SMA_20, STOCHk_14_3_3, STOCHd_14_3_3, ATR, ROC, CCI",4,0.5869565217391305,0.5938242280285035,0.589622641509434,0.5980861244019139,0.6244369237950753
LightGBM with RFECV Feature Selection,48,"time, open, low, volume, turnover, avg_vol_last_100, MACD_12_26_9, MACDh_12_26_9, MACDs_12_26_9, S1, R2, S2, R3, S3, BBL_5_2.0, BBU_5_2.0, BBB_5_2.0, BBP_5_2.0, RSI, SMA_20, STOCHk_14_3_3, STOCHd_14_3_3, ATR, ROC, CCI",5,0.6545893719806763,0.7014613778705637,0.6614173228346457,0.7466666666666667,0.6794356261022928
XGBoost with RFECV Feature Selection,51,BBP_5_2.0,1,0.5424164524421594,0.5572139303482586,0.5743589743589743,0.5410628019323671,0.5442612942612942
XGBoost with RFECV Feature Selection,51,BBP_5_2.0,2,0.5938303341902313,0.6165048543689321,0.6225490196078431,0.6105769230769231,0.647856459838504
XGBoost with RFECV Feature Selection,51,BBP_5_2.0,3,0.5809768637532133,0.6235565819861432,0.5648535564853556,0.6958762886597938,0.6405101771081152
XGBoost with RFECV Feature Selection,51,BBP_5_2.0,4,0.6015424164524421,0.6436781609195402,0.6194690265486725,0.6698564593301436,0.6294790005316321
XGBoost with RFECV Feature Selection,51,BBP_5_2.0,5,0.5938303341902313,0.6308411214953271,0.6053811659192825,0.6585365853658537,0.6302359490986215
LightGBM with RFECV Feature Selection,51,"volume, BBB_5_2.0, BBP_5_2.0, STOCHd_14_3_3, ATR, ROC",1,0.5372750642673522,0.5187165775401069,0.5808383233532934,0.46859903381642515,0.5745076179858789
LightGBM with RFECV Feature Selection,51,"volume, BBB_5_2.0, BBP_5_2.0, STOCHd_14_3_3, ATR, ROC",2,0.5989717223650386,0.6320754716981132,0.6203703703703703,0.6442307692307693,0.6216797705057373
LightGBM with RFECV Feature Selection,51,"volume, BBB_5_2.0, BBP_5_2.0, STOCHd_14_3_3, ATR, ROC",3,0.609254498714653,0.6256157635467982,0.5990566037735849,0.654639175257732,0.6544277028813111
LightGBM with RFECV Feature Selection,51,"volume, BBB_5_2.0, BBP_5_2.0, STOCHd_14_3_3, ATR, ROC",4,0.5886889460154242,0.6190476190476191,0.6161137440758294,0.6220095693779905,0.6141679957469431
LightGBM with RFECV Feature Selection,51,"volume, BBB_5_2.0, BBP_5_2.0, STOCHd_14_3_3, ATR, ROC",5,0.609254498714653,0.6102564102564102,0.6432432432432432,0.5804878048780487,0.6685445387062566
XGBoost with RFECV Feature Selection,54,"time, open, close, high, volume, turnover, avg_vol_last_100, MACD_12_26_9, MACDh_12_26_9, MACDs_12_26_9, PP, R1, S1, R2, S2, R3, S3, BBL_5_2.0, BBU_5_2.0, BBB_5_2.0, BBP_5_2.0, RSI, SMA_10, SMA_20, EMA_5, EMA_10, EMA_20, STOCHk_14_3_3, STOCHd_14_3_3, ATR, ROC, CCI",1,0.5640326975476839,0.6363636363636364,0.5668016194331984,0.7253886010362695,0.5835864451194092
XGBoost with RFECV Feature Selection,54,"time, open, close, high, volume, turnover, avg_vol_last_100, MACD_12_26_9, MACDh_12_26_9, MACDs_12_26_9, PP, R1, S1, R2, S2, R3, S3, BBL_5_2.0, BBU_5_2.0, BBB_5_2.0, BBP_5_2.0, RSI, SMA_10, SMA_20, EMA_5, EMA_10, EMA_20, STOCHk_14_3_3, STOCHd_14_3_3, ATR, ROC, CCI",2,0.6076294277929155,0.6712328767123287,0.6024590163934426,0.7577319587628866,0.6214766700435016
XGBoost with RFECV Feature Selection,54,"time, open, close, high, volume, turnover, avg_vol_last_100, MACD_12_26_9, MACDh_12_26_9, MACDs_12_26_9, PP, R1, S1, R2, S2, R3, S3, BBL_5_2.0, BBU_5_2.0, BBB_5_2.0, BBP_5_2.0, RSI, SMA_10, SMA_20, EMA_5, EMA_10, EMA_20, STOCHk_14_3_3, STOCHd_14_3_3, ATR, ROC, CCI",3,0.5912806539509536,0.6590909090909091,0.5991735537190083,0.7323232323232324,0.6363038670730978
XGBoost with RFECV Feature Selection,54,"time, open, close, high, volume, turnover, avg_vol_last_100, MACD_12_26_9, MACDh_12_26_9, MACDs_12_26_9, PP, R1, S1, R2, S2, R3, S3, BBL_5_2.0, BBU_5_2.0, BBB_5_2.0, BBP_5_2.0, RSI, SMA_10, SMA_20, EMA_5, EMA_10, EMA_20, STOCHk_14_3_3, STOCHd_14_3_3, ATR, ROC, CCI",4,0.553133514986376,0.6339285714285714,0.5338345864661654,0.7802197802197802,0.6191268191268191
XGBoost with RFECV Feature Selection,54,"time, open, close, high, volume, turnover, avg_vol_last_100, MACD_12_26_9, MACDh_12_26_9, MACDs_12_26_9, PP, R1, S1, R2, S2, R3, S3, BBL_5_2.0, BBU_5_2.0, BBB_5_2.0, BBP_5_2.0, RSI, SMA_10, SMA_20, EMA_5, EMA_10, EMA_20, STOCHk_14_3_3, STOCHd_14_3_3, ATR, ROC, CCI",5,0.5449591280653951,0.44147157190635455,0.66,0.3316582914572864,0.6058865757358219
LightGBM with RFECV Feature Selection,54,"time, close, low, volume, turnover, avg_vol_last_100, MACD_12_26_9, MACDh_12_26_9, MACDs_12_26_9, PP, R1, S2, R3, S3, BBB_5_2.0, BBP_5_2.0, RSI, SMA_20, EMA_20, STOCHk_14_3_3, STOCHd_14_3_3, ATR, ROC, CCI",1,0.5994550408719346,0.6852248394004281,0.583941605839416,0.8290155440414507,0.6191709844559585
LightGBM with RFECV Feature Selection,54,"time, close, low, volume, turnover, avg_vol_last_100, MACD_12_26_9, MACDh_12_26_9, MACDs_12_26_9, PP, R1, S2, R3, S3, BBB_5_2.0, BBP_5_2.0, RSI, SMA_20, EMA_20, STOCHk_14_3_3, STOCHd_14_3_3, ATR, ROC, CCI",2,0.5831062670299727,0.6433566433566434,0.5872340425531914,0.711340206185567,0.6223109469042369
LightGBM with RFECV Feature Selection,54,"time, close, low, volume, turnover, avg_vol_last_100, MACD_12_26_9, MACDh_12_26_9, MACDs_12_26_9, PP, R1, S2, R3, S3, BBB_5_2.0, BBP_5_2.0, RSI, SMA_20, EMA_20, STOCHk_14_3_3, STOCHd_14_3_3, ATR, ROC, CCI",3,0.5858310626702997,0.6607142857142857,0.592,0.7474747474747475,0.5827505827505828
LightGBM with RFECV Feature Selection,54,"time, close, low, volume, turnover, avg_vol_last_100, MACD_12_26_9, MACDh_12_26_9, MACDs_12_26_9, PP, R1, S2, R3, S3, BBB_5_2.0, BBP_5_2.0, RSI, SMA_20, EMA_20, STOCHk_14_3_3, STOCHd_14_3_3, ATR, ROC, CCI",4,0.6021798365122616,0.6666666666666666,0.5703125,0.8021978021978022,0.6525393525393526
LightGBM with RFECV Feature Selection,54,"time, close, low, volume, turnover, avg_vol_last_100, MACD_12_26_9, MACDh_12_26_9, MACDs_12_26_9, PP, R1, S2, R3, S3, BBB_5_2.0, BBP_5_2.0, RSI, SMA_20, EMA_20, STOCHk_14_3_3, STOCHd_14_3_3, ATR, ROC, CCI",5,0.5613079019073569,0.501547987616099,0.6532258064516129,0.40703517587939697,0.6517408470926059
XGBoost with RFECV Feature Selection,57,BBP_5_2.0,1,0.5632183908045977,0.5681818181818182,0.6060606060606061,0.5347593582887701,0.599627993489886
XGBoost with RFECV Feature Selection,57,BBP_5_2.0,2,0.5890804597701149,0.6166219839142092,0.6084656084656085,0.625,0.6032940084835631
XGBoost with RFECV Feature Selection,57,BBP_5_2.0,3,0.5948275862068966,0.6318537859007832,0.6142131979695431,0.6505376344086021,0.6430704898446834
XGBoost with RFECV Feature Selection,57,BBP_5_2.0,4,0.6206896551724138,0.67,0.600896860986547,0.7570621468926554,0.6545082102620016
XGBoost with RFECV Feature Selection,57,BBP_5_2.0,5,0.5660919540229885,0.6057441253263708,0.5420560747663551,0.6863905325443787,0.5859310436018644
LightGBM with RFECV Feature Selection,57,"volume, turnover, avg_vol_last_100, MACDh_12_26_9, MACDs_12_26_9, S3, BBB_5_2.0, BBP_5_2.0, RSI, STOCHk_14_3_3, STOCHd_14_3_3, ROC, CCI",1,0.5517241379310345,0.4135338345864662,0.6962025316455697,0.29411764705882354,0.6198558474773308
LightGBM with RFECV Feature Selection,57,"volume, turnover, avg_vol_last_100, MACDh_12_26_9, MACDs_12_26_9, S3, BBB_5_2.0, BBP_5_2.0, RSI, STOCHk_14_3_3, STOCHd_14_3_3, ROC, CCI",2,0.617816091954023,0.671604938271605,0.6153846153846154,0.7391304347826086,0.6388852067868505
LightGBM with RFECV Feature Selection,57,"volume, turnover, avg_vol_last_100, MACDh_12_26_9, MACDs_12_26_9, S3, BBB_5_2.0, BBP_5_2.0, RSI, STOCHk_14_3_3, STOCHd_14_3_3, ROC, CCI",3,0.6408045977011494,0.6666666666666667,0.6613756613756614,0.6720430107526881,0.6992234169653524
LightGBM with RFECV Feature Selection,57,"volume, turnover, avg_vol_last_100, MACDh_12_26_9, MACDs_12_26_9, S3, BBB_5_2.0, BBP_5_2.0, RSI, STOCHk_14_3_3, STOCHd_14_3_3, ROC, CCI",4,0.5862068965517241,0.6288659793814432,0.5781990521327014,0.6892655367231638,0.6173059768064229
LightGBM with RFECV Feature Selection,57,"volume, turnover, avg_vol_last_100, MACDh_12_26_9, MACDs_12_26_9, S3, BBB_5_2.0, BBP_5_2.0, RSI, STOCHk_14_3_3, STOCHd_14_3_3, ROC, CCI",5,0.5660919540229885,0.5746478873239436,0.5483870967741935,0.6035502958579881,0.5958480711381442
XGBoost with RFECV Feature Selection,60,"close, high, low, volume, turnover, MACD_12_26_9, MACDh_12_26_9, MACDs_12_26_9, PP, R1, S1, R2, S2, R3, S3, BBL_5_2.0, BBB_5_2.0, BBP_5_2.0, RSI, SMA_10, SMA_20, EMA_20, STOCHk_14_3_3, ATR, ROC, CCI",1,0.5303030303030303,0.42804428044280446,0.6744186046511628,0.31351351351351353,0.5989189189189189
XGBoost with RFECV Feature Selection,60,"close, high, low, volume, turnover, MACD_12_26_9, MACDh_12_26_9, MACDs_12_26_9, PP, R1, S1, R2, S2, R3, S3, BBL_5_2.0, BBB_5_2.0, BBP_5_2.0, RSI, SMA_10, SMA_20, EMA_20, STOCHk_14_3_3, ATR, ROC, CCI",2,0.5787878787878787,0.6650602409638554,0.5726141078838174,0.7931034482758621,0.6102269378131447
XGBoost with RFECV Feature Selection,60,"close, high, low, volume, turnover, MACD_12_26_9, MACDh_12_26_9, MACDs_12_26_9, PP, R1, S1, R2, S2, R3, S3, BBL_5_2.0, BBB_5_2.0, BBP_5_2.0, RSI, SMA_10, SMA_20, EMA_20, STOCHk_14_3_3, ATR, ROC, CCI",3,0.5666666666666667,0.6520681265206812,0.5630252100840336,0.7745664739884393,0.5803541843083834
XGBoost with RFECV Feature Selection,60,"close, high, low, volume, turnover, MACD_12_26_9, MACDh_12_26_9, MACDs_12_26_9, PP, R1, S1, R2, S2, R3, S3, BBL_5_2.0, BBB_5_2.0, BBP_5_2.0, RSI, SMA_10, SMA_20, EMA_20, STOCHk_14_3_3, ATR, ROC, CCI",4,0.5818181818181818,0.6270270270270271,0.6203208556149733,0.6338797814207651,0.631091780974685
XGBoost with RFECV Feature Selection,60,"close, high, low, volume, turnover, MACD_12_26_9, MACDh_12_26_9, MACDs_12_26_9, PP, R1, S1, R2, S2, R3, S3, BBL_5_2.0, BBB_5_2.0, BBP_5_2.0, RSI, SMA_10, SMA_20, EMA_20, STOCHk_14_3_3, ATR, ROC, CCI",5,0.6333333333333333,0.6134185303514377,0.7007299270072993,0.5454545454545454,0.6605298110979929
LightGBM with RFECV Feature Selection,60,"time, close, high, low, volume, turnover, avg_vol_last_100, MACD_12_26_9, MACDh_12_26_9, MACDs_12_26_9, PP, R1, S1, R2, S2, R3, S3, BBL_5_2.0, BBU_5_2.0, BBB_5_2.0, BBP_5_2.0, RSI, SMA_10, SMA_20, EMA_10, EMA_20, STOCHk_14_3_3, STOCHd_14_3_3, ATR, ROC, CCI",1,0.5424242424242425,0.49498327759197325,0.6491228070175439,0.4,0.6008946877912396
LightGBM with RFECV Feature Selection,60,"time, close, high, low, volume, turnover, avg_vol_last_100, MACD_12_26_9, MACDh_12_26_9, MACDs_12_26_9, PP, R1, S1, R2, S2, R3, S3, BBL_5_2.0, BBU_5_2.0, BBB_5_2.0, BBP_5_2.0, RSI, SMA_10, SMA_20, EMA_10, EMA_20, STOCHk_14_3_3, STOCHd_14_3_3, ATR, ROC, CCI",2,0.5909090909090909,0.6616541353383458,0.5866666666666667,0.7586206896551724,0.6467359269083407
LightGBM with RFECV Feature Selection,60,"time, close, high, low, volume, turnover, avg_vol_last_100, MACD_12_26_9, MACDh_12_26_9, MACDs_12_26_9, PP, R1, S1, R2, S2, R3, S3, BBL_5_2.0, BBU_5_2.0, BBB_5_2.0, BBP_5_2.0, RSI, SMA_10, SMA_20, EMA_10, EMA_20, STOCHk_14_3_3, STOCHd_14_3_3, ATR, ROC, CCI",3,0.5575757575757576,0.6490384615384616,0.5555555555555556,0.7803468208092486,0.5796546518905784
LightGBM with RFECV Feature Selection,60,"time, close, high, low, volume, turnover, avg_vol_last_100, MACD_12_26_9, MACDh_12_26_9, MACDs_12_26_9, PP, R1, S1, R2, S2, R3, S3, BBL_5_2.0, BBU_5_2.0, BBB_5_2.0, BBP_5_2.0, RSI, SMA_10, SMA_20, EMA_10, EMA_20, STOCHk_14_3_3, STOCHd_14_3_3, ATR, ROC, CCI",4,0.5757575757575758,0.6464646464646464,0.6009389671361502,0.6994535519125683,0.6284896472250102
