model,duration,best_features,fold,accuracy,f1_score,precision,recall,auc_roc
LightGBM with SHAP Feature Selection,30,"BBP_5_2.0, BBB_5_2.0, volume, turnover, RSI, ATR, CCI, STOCHd_14_3_3, avg_vol_last_100, ROC",2,0.5885885885885885,0.6784037558685445,0.604602510460251,0.7727272727272727,0.6231869460112812
LightGBM with SHAP Feature Selection,30,"BBP_5_2.0, BBB_5_2.0, turnover, volume, STOCHd_14_3_3, STOCHk_14_3_3, CCI, RSI, ROC, S3",3,0.6036036036036037,0.6333333333333333,0.6263736263736264,0.6404494382022472,0.6355835447625953
LightGBM with SHAP Feature Selection,30,"BBP_5_2.0, BBB_5_2.0, CCI, turnover, volume, R3, STOCHk_14_3_3, RSI, ATR, STOCHd_14_3_3",4,0.5945945945945946,0.6484375000000001,0.5886524822695035,0.7217391304347827,0.6339428416632805
LightGBM with SHAP Feature Selection,30,"BBP_5_2.0, BBB_5_2.0, S3, STOCHk_14_3_3, R3, CCI, volume, STOCHd_14_3_3, turnover, ATR",5,0.6066066066066066,0.6988505747126437,0.5682242990654206,0.9074626865671642,0.6749470171799613
XGBoost with SHAP Feature Selection,33,"BBP_5_2.0, CCI, volume, BBB_5_2.0, STOCHd_14_3_3, ATR, S3, MACDh_12_26_9, STOCHk_14_3_3, ROC",1,0.5785123966942148,0.538878842676311,0.6313559322033898,0.47003154574132494,0.6203886260077112
XGBoost with SHAP Feature Selection,33,"BBP_5_2.0, BBB_5_2.0, CCI, ROC, STOCHk_14_3_3, turnover, volume, ATR, STOCHd_14_3_3, RSI",2,0.6132231404958678,0.6548672566371682,0.6098901098901099,0.7070063694267515,0.6544750147744435
XGBoost with SHAP Feature Selection,33,"BBP_5_2.0, BBB_5_2.0, CCI, ROC, STOCHk_14_3_3, STOCHd_14_3_3, turnover, volume, RSI, MACDh_12_26_9",3,0.5867768595041323,0.6093749999999999,0.5927051671732523,0.6270096463022508,0.6367762539099242
XGBoost with SHAP Feature Selection,33,"BBP_5_2.0, BBB_5_2.0, CCI, ROC, turnover, ATR, STOCHk_14_3_3, MACDh_12_26_9, R3, MACD_12_26_9",4,0.6181818181818182,0.6577777777777778,0.6253521126760564,0.69375,0.6427521929824561
XGBoost with SHAP Feature Selection,33,"BBP_5_2.0, BBB_5_2.0, CCI, STOCHk_14_3_3, ATR, turnover, volume, ROC, S3, R2",5,0.6148760330578512,0.6741258741258741,0.6243523316062176,0.7325227963525835,0.6327364433284877
LightGBM with SHAP Feature Selection,33,"BBP_5_2.0, BBB_5_2.0, STOCHd_14_3_3, volume, CCI, S3, ROC, STOCHk_14_3_3, ATR, R3",1,0.5619834710743802,0.4558521560574949,0.6529411764705882,0.3501577287066246,0.642043463021381
LightGBM with SHAP Feature Selection,33,"BBP_5_2.0, BBB_5_2.0, CCI, STOCHk_14_3_3, ROC, R3, STOCHd_14_3_3, volume, RSI, turnover",2,0.6247933884297521,0.662704309063893,0.6211699164345403,0.7101910828025477,0.6545735110644165
LightGBM with SHAP Feature Selection,33,"BBP_5_2.0, BBB_5_2.0, CCI, STOCHk_14_3_3, ROC, turnover, STOCHd_14_3_3, volume, MACDh_12_26_9, RSI",3,0.6247933884297521,0.6458658346333854,0.6272727272727273,0.6655948553054662,0.6672244460485158
LightGBM with SHAP Feature Selection,33,"BBP_5_2.0, BBB_5_2.0, CCI, STOCHk_14_3_3, ROC, turnover, ATR, volume, STOCHd_14_3_3, MACD_12_26_9",4,0.631404958677686,0.6763425253991292,0.6314363143631436,0.728125,0.6678070175438596
LightGBM with SHAP Feature Selection,33,"BBP_5_2.0, BBB_5_2.0, CCI, turnover, ATR, R3, S3, MACD_12_26_9, ROC, STOCHk_14_3_3",5,0.6016528925619835,0.637593984962406,0.6309523809523809,0.6443768996960486,0.641040042288886
XGBoost with SHAP Feature Selection,36,"BBP_5_2.0, RSI, BBB_5_2.0, MACDh_12_26_9, volume, MACD_12_26_9, CCI, S3, turnover, ROC",1,0.5974729241877257,0.5893186003683242,0.6201550387596899,0.5614035087719298,0.6627665818822148
XGBoost with SHAP Feature Selection,36,"BBP_5_2.0, CCI, STOCHk_14_3_3, BBB_5_2.0, MACDh_12_26_9, RSI, volume, MACDs_12_26_9, MACD_12_26_9, R3",2,0.6227436823104693,0.679938744257274,0.6434782608695652,0.7207792207792207,0.6496014148453172
XGBoost with SHAP Feature Selection,36,"BBP_5_2.0, BBB_5_2.0, MACDh_12_26_9, CCI, volume, STOCHk_14_3_3, MACDs_12_26_9, RSI, ROC, STOCHd_14_3_3",3,0.5595667870036101,0.5973597359735974,0.5435435435435435,0.663003663003663,0.6050995268077117
XGBoost with SHAP Feature Selection,36,"BBP_5_2.0, BBB_5_2.0, CCI, volume, STOCHk_14_3_3, RSI, MACDh_12_26_9, MACDs_12_26_9, turnover, avg_vol_last_100",4,0.5649819494584838,0.5935919055649241,0.5906040268456376,0.5966101694915255,0.5980760421438387
XGBoost with SHAP Feature Selection,36,"BBP_5_2.0, BBB_5_2.0, CCI, volume, ROC, RSI, STOCHk_14_3_3, turnover, MACDs_12_26_9, STOCHd_14_3_3",5,0.5631768953068592,0.5647482014388489,0.5528169014084507,0.5772058823529411,0.6045577805590322
LightGBM with SHAP Feature Selection,36,"BBP_5_2.0, MACDh_12_26_9, RSI, MACD_12_26_9, volume, BBB_5_2.0, turnover, ROC, STOCHk_14_3_3, R2",1,0.6389891696750902,0.6441281138790035,0.6534296028880866,0.6350877192982456,0.6794625970129786
LightGBM with SHAP Feature Selection,36,"BBP_5_2.0, CCI, STOCHk_14_3_3, BBB_5_2.0, MACDh_12_26_9, volume, MACD_12_26_9, RSI, MACDs_12_26_9, ROC",2,0.6191335740072202,0.6677165354330709,0.6483180428134556,0.6883116883116883,0.6616777531411677
LightGBM with SHAP Feature Selection,36,"BBP_5_2.0, BBB_5_2.0, CCI, MACDh_12_26_9, STOCHk_14_3_3, RSI, volume, ROC, MACDs_12_26_9, MACD_12_26_9",3,0.5884476534296029,0.6109215017064847,0.5718849840255591,0.6556776556776557,0.6126732105379793
LightGBM with SHAP Feature Selection,36,"BBP_5_2.0, BBB_5_2.0, STOCHk_14_3_3, volume, CCI, MACDh_12_26_9, MACDs_12_26_9, RSI, turnover, MACD_12_26_9",4,0.5740072202166066,0.6168831168831168,0.5919003115264797,0.6440677966101694,0.6019108697074799
LightGBM with SHAP Feature Selection,36,"BBP_5_2.0, BBB_5_2.0, volume, STOCHk_14_3_3, CCI, RSI, R3, turnover, MACDh_12_26_9, ROC",5,0.6155234657039711,0.6408094435075884,0.5919003115264797,0.6985294117647058,0.6618950771798082
XGBoost with SHAP Feature Selection,39,"BBP_5_2.0, CCI, ROC, BBB_5_2.0, STOCHd_14_3_3, STOCHk_14_3_3, S3, R3, MACDh_12_26_9, RSI",1,0.5459882583170255,0.526530612244898,0.57847533632287,0.48314606741573035,0.5954288696506417
XGBoost with SHAP Feature Selection,39,"BBP_5_2.0, BBB_5_2.0, CCI, STOCHk_14_3_3, volume, STOCHd_14_3_3, ROC, turnover, MACDh_12_26_9, avg_vol_last_100",2,0.5518590998043053,0.5604606525911708,0.5748031496062992,0.5468164794007491,0.5805703935654203
XGBoost with SHAP Feature Selection,39,"BBP_5_2.0, BBB_5_2.0, STOCHk_14_3_3, CCI, turnover, ROC, volume, STOCHd_14_3_3, ATR, MACDh_12_26_9",3,0.6105675146771037,0.6527050610820245,0.6254180602006689,0.6824817518248175,0.6509131787243216
XGBoost with SHAP Feature Selection,39,"BBP_5_2.0, BBB_5_2.0, STOCHk_14_3_3, CCI, volume, STOCHd_14_3_3, ATR, MACDh_12_26_9, S3, turnover",4,0.6066536203522505,0.6528497409326426,0.6077170418006431,0.7052238805970149,0.6141053989312695
XGBoost with SHAP Feature Selection,39,"BBP_5_2.0, BBB_5_2.0, STOCHk_14_3_3, RSI, volume, CCI, ROC, ATR, MACDh_12_26_9, turnover",5,0.6223091976516634,0.6871961102106968,0.660436137071651,0.7162162162162162,0.6728001257071025
LightGBM with SHAP Feature Selection,39,"BBP_5_2.0, BBB_5_2.0, CCI, ROC, STOCHd_14_3_3, STOCHk_14_3_3, MACDh_12_26_9, RSI, R3, avg_vol_last_100",1,0.5362035225048923,0.4946695095948827,0.5742574257425742,0.4344569288389513,0.5870019033585068
LightGBM with SHAP Feature Selection,39,"BBP_5_2.0, BBB_5_2.0, CCI, STOCHk_14_3_3, turnover, STOCHd_14_3_3, R3, ROC, volume, MACDh_12_26_9",2,0.5459882583170255,0.5958188153310106,0.5570032573289903,0.6404494382022472,0.5629950267084178
LightGBM with SHAP Feature Selection,39,"BBP_5_2.0, BBB_5_2.0, STOCHk_14_3_3, CCI, volume, R3, MACDh_12_26_9, turnover, STOCHd_14_3_3, ATR",3,0.6203522504892368,0.6766666666666666,0.6226993865030674,0.7408759124087592,0.6413656102744156
LightGBM with SHAP Feature Selection,39,"BBP_5_2.0, BBB_5_2.0, CCI, STOCHk_14_3_3, ATR, MACDh_12_26_9, turnover, volume, R3, ROC",4,0.5929549902152642,0.654485049833887,0.5898203592814372,0.7350746268656716,0.6433572876358946
LightGBM with SHAP Feature Selection,39,"BBP_5_2.0, BBB_5_2.0, STOCHk_14_3_3, MACDh_12_26_9, CCI, ATR, volume, STOCHd_14_3_3, ROC, R3",5,0.6379647749510763,0.7122861586314153,0.659942363112392,0.7736486486486487,0.6607322438717788
XGBoost with SHAP Feature Selection,42,"BBP_5_2.0, BBB_5_2.0, ROC, MACDs_12_26_9, volume, S3, turnover, CCI, avg_vol_last_100, STOCHd_14_3_3",1,0.5084388185654009,0.39480519480519477,0.5428571428571428,0.31020408163265306,0.5688441315390784
XGBoost with SHAP Feature Selection,42,"BBP_5_2.0, BBB_5_2.0, S2, CCI, volume, MACDh_12_26_9, RSI, ATR, STOCHk_14_3_3, ROC",2,0.5886075949367089,0.5859872611464968,0.6330275229357798,0.5454545454545454,0.6329833849015435
XGBoost with SHAP Feature Selection,42,"BBP_5_2.0, BBB_5_2.0, volume, MACDh_12_26_9, CCI, ROC, STOCHk_14_3_3, ATR, R3, S3",3,0.5759493670886076,0.6325411334552103,0.565359477124183,0.7178423236514523,0.5987747760582693
XGBoost with SHAP Feature Selection,42,"BBP_5_2.0, BBB_5_2.0, volume, CCI, STOCHk_14_3_3, ROC, STOCHd_14_3_3, R3, MACDh_12_26_9, S3",4,0.6075949367088608,0.6338582677165354,0.6363636363636364,0.6313725490196078,0.6526099024084521
XGBoost with SHAP Feature Selection,42,"BBP_5_2.0, BBB_5_2.0, R3, CCI, STOCHd_14_3_3, volume, ATR, STOCHk_14_3_3, RSI, ROC",5,0.5548523206751055,0.5870841487279844,0.5535055350553506,0.625,0.5618055555555556
LightGBM with SHAP Feature Selection,42,"BBP_5_2.0, BBB_5_2.0, ROC, MACDs_12_26_9, turnover, volume, STOCHd_14_3_3, CCI, S2, MACD_12_26_9",1,0.5084388185654009,0.43855421686746987,0.5352941176470588,0.37142857142857144,0.5603422154888157
LightGBM with SHAP Feature Selection,42,"BBP_5_2.0, BBB_5_2.0, MACDh_12_26_9, STOCHk_14_3_3, volume, ATR, CCI, RSI, STOCHd_14_3_3, ROC",2,0.5780590717299579,0.5884773662551439,0.6137339055793991,0.5652173913043478,0.6389569509774113
LightGBM with SHAP Feature Selection,42,"BBP_5_2.0, BBB_5_2.0, volume, CCI, ROC, STOCHk_14_3_3, MACDh_12_26_9, ATR, R3, STOCHd_14_3_3",3,0.5886075949367089,0.6511627906976744,0.5723270440251572,0.7551867219917012,0.6252559970081741
LightGBM with SHAP Feature Selection,42,"BBP_5_2.0, BBB_5_2.0, CCI, ROC, STOCHk_14_3_3, volume, ATR, RSI, STOCHd_14_3_3, R2",4,0.6371308016877637,0.6791044776119403,0.6476868327402135,0.7137254901960784,0.643226788432268
LightGBM with SHAP Feature Selection,42,"BBP_5_2.0, BBB_5_2.0, ATR, volume, R3, CCI, ROC, avg_vol_last_100, STOCHk_14_3_3, RSI",5,0.5759493670886076,0.6575809199318569,0.5561959654178674,0.8041666666666667,0.6215455840455841
XGBoost with SHAP Feature Selection,45,"BBP_5_2.0, BBB_5_2.0, CCI, STOCHd_14_3_3, S3, turnover, MACDh_12_26_9, RSI, ROC, R2",1,0.581447963800905,0.6247464503042596,0.6470588235294118,0.6039215686274509,0.5965817342979972
XGBoost with SHAP Feature Selection,45,"BBP_5_2.0, BBB_5_2.0, CCI, volume, ROC, STOCHk_14_3_3, STOCHd_14_3_3, RSI, MACDh_12_26_9, ATR",2,0.5588235294117647,0.6012269938650305,0.5547169811320755,0.65625,0.5899205439056356
XGBoost with SHAP Feature Selection,45,"BBP_5_2.0, BBB_5_2.0, CCI, STOCHk_14_3_3, ROC, STOCHd_14_3_3, MACDh_12_26_9, volume, ATR, turnover",3,0.5746606334841629,0.6209677419354839,0.5945945945945946,0.6497890295358649,0.601564268807245
XGBoost with SHAP Feature Selection,45,"BBP_5_2.0, BBB_5_2.0, CCI, S3, STOCHk_14_3_3, ROC, ATR, STOCHd_14_3_3, volume, turnover",4,0.6244343891402715,0.6795366795366795,0.6353790613718412,0.7302904564315352,0.6249045230280135
XGBoost with SHAP Feature Selection,45,"BBP_5_2.0, BBB_5_2.0, CCI, S3, STOCHk_14_3_3, ROC, turnover, volume, STOCHd_14_3_3, R3",5,0.5565610859728507,0.5242718446601943,0.6101694915254238,0.4595744680851064,0.6147599958885805
LightGBM with SHAP Feature Selection,45,"BBP_5_2.0, CCI, BBB_5_2.0, MACDh_12_26_9, turnover, ROC, STOCHd_14_3_3, S3, S2, volume",1,0.581447963800905,0.6185567010309279,0.6521739130434783,0.5882352941176471,0.6026003984481494
LightGBM with SHAP Feature Selection,45,"BBP_5_2.0, BBB_5_2.0, CCI, volume, ROC, STOCHd_14_3_3, MACDh_12_26_9, turnover, STOCHk_14_3_3, ATR",2,0.5927601809954751,0.6428571428571429,0.5785714285714286,0.7232142857142857,0.6201056684141548
LightGBM with SHAP Feature Selection,45,"BBP_5_2.0, BBB_5_2.0, CCI, STOCHk_14_3_3, volume, S3, turnover, avg_vol_last_100, STOCHd_14_3_3, MACDh_12_26_9",3,0.5723981900452488,0.637236084452975,0.5845070422535211,0.70042194092827,0.5895029330040136
LightGBM with SHAP Feature Selection,45,"BBP_5_2.0, BBB_5_2.0, CCI, turnover, volume, R3, S3, avg_vol_last_100, STOCHk_14_3_3, ROC",4,0.6018099547511312,0.6691729323308271,0.6116838487972509,0.7385892116182573,0.647612559608596
LightGBM with SHAP Feature Selection,45,"BBP_5_2.0, BBB_5_2.0, CCI, STOCHk_14_3_3, S3, ATR, R3, ROC, turnover, RSI",5,0.5746606334841629,0.5436893203883495,0.632768361581921,0.4765957446808511,0.6369822181108027
XGBoost with SHAP Feature Selection,48,"BBP_5_2.0, STOCHd_14_3_3, BBB_5_2.0, STOCHk_14_3_3, R3, volume, CCI, RSI, R2, S3",1,0.5531400966183575,0.6247464503042597,0.5724907063197026,0.6875,0.5554981203007519
XGBoost with SHAP Feature Selection,48,"BBP_5_2.0, BBB_5_2.0, CCI, R3, STOCHd_14_3_3, turnover, RSI, ROC, MACDh_12_26_9, STOCHk_14_3_3",2,0.5483091787439613,0.5720823798627002,0.5186721991701245,0.6377551020408163,0.5802284216438869
XGBoost with SHAP Feature Selection,48,"BBP_5_2.0, STOCHd_14_3_3, BBB_5_2.0, CCI, avg_vol_last_100, STOCHk_14_3_3, MACDh_12_26_9, R2, volume, ROC",3,0.6014492753623188,0.6325167037861916,0.6200873362445415,0.6454545454545455,0.6262652296157452
XGBoost with SHAP Feature Selection,48,"BBP_5_2.0, BBB_5_2.0, STOCHd_14_3_3, STOCHk_14_3_3, R1, CCI, R3, R2, avg_vol_last_100, ROC",4,0.5579710144927537,0.5694117647058825,0.5601851851851852,0.5789473684210527,0.6075388026607538
XGBoost with SHAP Feature Selection,48,"BBP_5_2.0, BBB_5_2.0, CCI, avg_vol_last_100, turnover, STOCHd_14_3_3, volume, R3, STOCHk_14_3_3, MACDh_12_26_9",5,0.606280193236715,0.708407871198569,0.592814371257485,0.88,0.6260552616108171
LightGBM with SHAP Feature Selection,48,"BBP_5_2.0, STOCHd_14_3_3, BBB_5_2.0, ROC, STOCHk_14_3_3, CCI, volume, R2, MACDh_12_26_9, RSI",1,0.5555555555555556,0.6567164179104477,0.5641025641025641,0.7857142857142857,0.5568961466165414
LightGBM with SHAP Feature Selection,48,"BBP_5_2.0, CCI, BBB_5_2.0, STOCHd_14_3_3, R3, turnover, ROC, R2, avg_vol_last_100, STOCHk_14_3_3",2,0.5603864734299517,0.5284974093264249,0.5368421052631579,0.5204081632653061,0.5942473319603071
LightGBM with SHAP Feature Selection,48,"BBP_5_2.0, BBB_5_2.0, CCI, STOCHd_14_3_3, STOCHk_14_3_3, avg_vol_last_100, MACDh_12_26_9, ROC, turnover, low",3,0.5748792270531401,0.5849056603773585,0.6078431372549019,0.5636363636363636,0.6263823805060917
LightGBM with SHAP Feature Selection,48,"BBP_5_2.0, BBB_5_2.0, STOCHd_14_3_3, STOCHk_14_3_3, CCI, avg_vol_last_100, RSI, volume, MACDh_12_26_9, R3",4,0.5603864734299517,0.5210526315789474,0.5789473684210527,0.47368421052631576,0.5942116933131053
LightGBM with SHAP Feature Selection,48,"BBP_5_2.0, BBB_5_2.0, R3, STOCHk_14_3_3, STOCHd_14_3_3, avg_vol_last_100, CCI, turnover, ATR, ROC",5,0.6570048309178744,0.7436823104693142,0.6261398176291794,0.9155555555555556,0.6856907701352146
XGBoost with SHAP Feature Selection,51,"BBP_5_2.0, CCI, BBB_5_2.0, volume, STOCHd_14_3_3, low, MACD_12_26_9, ATR, ROC, STOCHk_14_3_3",1,0.5372750642673522,0.5774647887323944,0.5616438356164384,0.5942028985507246,0.5279237670542019
XGBoost with SHAP Feature Selection,51,"BBP_5_2.0, volume, R2, BBB_5_2.0, CCI, STOCHd_14_3_3, turnover, low, MACDh_12_26_9, ROC",2,0.596401028277635,0.6439909297052153,0.6094420600858369,0.6826923076923077,0.6047067573310667
XGBoost with SHAP Feature Selection,51,"BBP_5_2.0, BBB_5_2.0, volume, CCI, STOCHd_14_3_3, R2, turnover, ROC, ATR, STOCHk_14_3_3",3,0.5861182519280206,0.6082725060827251,0.576036866359447,0.6443298969072165,0.6290774517578641
XGBoost with SHAP Feature Selection,51,"BBP_5_2.0, BBB_5_2.0, R2, CCI, ROC, ATR, RSI, volume, STOCHk_14_3_3, MACDh_12_26_9",4,0.6143958868894601,0.647887323943662,0.6359447004608295,0.6602870813397129,0.6216640085061138
XGBoost with SHAP Feature Selection,51,"BBP_5_2.0, BBB_5_2.0, CCI, ROC, ATR, MACDh_12_26_9, volume, S1, STOCHd_14_3_3, STOCHk_14_3_3",5,0.5552699228791774,0.47734138972809675,0.626984126984127,0.3853658536585366,0.6390243902439026
LightGBM with SHAP Feature Selection,51,"BBP_5_2.0, BBB_5_2.0, CCI, volume, R3, ATR, low, STOCHd_14_3_3, S3, turnover",1,0.5038560411311054,0.38338658146964855,0.5660377358490566,0.2898550724637681,0.534878165312948
LightGBM with SHAP Feature Selection,51,"BBP_5_2.0, R2, volume, CCI, BBB_5_2.0, STOCHd_14_3_3, turnover, R3, MACDh_12_26_9, ROC",2,0.583547557840617,0.6508620689655173,0.58984375,0.7259615384615384,0.5901508712282193
LightGBM with SHAP Feature Selection,51,"BBP_5_2.0, BBB_5_2.0, R2, CCI, STOCHd_14_3_3, volume, turnover, ATR, ROC, STOCHk_14_3_3",3,0.6118251928020566,0.6378896882494005,0.5964125560538116,0.6855670103092784,0.6394395982024847
LightGBM with SHAP Feature Selection,51,"BBP_5_2.0, BBB_5_2.0, CCI, ROC, R2, MACDh_12_26_9, RSI, volume, STOCHd_14_3_3, STOCHk_14_3_3",4,0.6143958868894601,0.6359223300970874,0.645320197044335,0.6267942583732058,0.6463849016480595
LightGBM with SHAP Feature Selection,51,"BBP_5_2.0, BBB_5_2.0, CCI, STOCHd_14_3_3, ROC, R2, MACDh_12_26_9, ATR, MACD_12_26_9, STOCHk_14_3_3",5,0.583547557840617,0.5573770491803278,0.6335403726708074,0.4975609756097561,0.6541887592788971
XGBoost with SHAP Feature Selection,54,"BBP_5_2.0, STOCHd_14_3_3, RSI, R2, STOCHk_14_3_3, volume, ROC, MACDh_12_26_9, CCI, turnover",1,0.5694822888283378,0.6623931623931623,0.5636363636363636,0.8031088082901554,0.5741468643916384
XGBoost with SHAP Feature Selection,54,"BBP_5_2.0, BBB_5_2.0, volume, turnover, MACD_12_26_9, CCI, MACDh_12_26_9, R2, RSI, STOCHd_14_3_3",2,0.5967302452316077,0.6589861751152075,0.5958333333333333,0.7371134020618557,0.6311602407484656
XGBoost with SHAP Feature Selection,54,"BBP_5_2.0, ROC, BBB_5_2.0, STOCHd_14_3_3, turnover, MACD_12_26_9, CCI, STOCHk_14_3_3, MACDh_12_26_9, volume",3,0.5667574931880109,0.6112469437652811,0.5924170616113744,0.6313131313131313,0.5845735461120077
XGBoost with SHAP Feature Selection,54,"BBP_5_2.0, BBB_5_2.0, CCI, volume, MACD_12_26_9, ROC, R3, STOCHd_14_3_3, STOCHk_14_3_3, RSI",4,0.5994550408719346,0.6278481012658228,0.5821596244131455,0.6813186813186813,0.6561033561033561
XGBoost with SHAP Feature Selection,54,"BBP_5_2.0, BBB_5_2.0, ROC, volume, STOCHk_14_3_3, CCI, MACDh_12_26_9, RSI, S3, turnover",5,0.4986376021798365,0.33812949640287765,0.5949367088607594,0.23618090452261306,0.580820770519263
LightGBM with SHAP Feature Selection,54,"BBP_5_2.0, STOCHd_14_3_3, ROC, R2, CCI, MACDh_12_26_9, BBB_5_2.0, STOCHk_14_3_3, volume, S3",1,0.55858310626703,0.6318181818181818,0.562753036437247,0.7202072538860104,0.5701566315287951
LightGBM with SHAP Feature Selection,54,"BBP_5_2.0, BBB_5_2.0, volume, CCI, ROC, turnover, RSI, MACD_12_26_9, STOCHd_14_3_3, MACDh_12_26_9",2,0.5831062670299727,0.6365795724465559,0.5903083700440529,0.6907216494845361,0.6224301293129134
LightGBM with SHAP Feature Selection,54,"BBP_5_2.0, turnover, BBB_5_2.0, ROC, CCI, STOCHd_14_3_3, MACD_12_26_9, ATR, volume, MACDh_12_26_9",3,0.5803814713896458,0.6188118811881188,0.6067961165048543,0.6313131313131313,0.602743410435718
LightGBM with SHAP Feature Selection,54,"BBP_5_2.0, BBB_5_2.0, volume, CCI, ROC, MACD_12_26_9, turnover, STOCHd_14_3_3, S3, RSI",4,0.5885558583106267,0.6271604938271605,0.5695067264573991,0.6978021978021978,0.6384021384021384
LightGBM with SHAP Feature Selection,54,"BBP_5_2.0, BBB_5_2.0, ROC, CCI, STOCHk_14_3_3, volume, R3, STOCHd_14_3_3, MACDh_12_26_9, RSI",5,0.5749318801089919,0.5979381443298968,0.6137566137566137,0.5829145728643216,0.6362467097391721
XGBoost with SHAP Feature Selection,57,"BBP_5_2.0, BBB_5_2.0, RSI, ROC, S3, volume, CCI, high, R2, STOCHk_14_3_3",1,0.4885057471264368,0.1834862385321101,0.6451612903225806,0.10695187165775401,0.5846480884844056
XGBoost with SHAP Feature Selection,57,"BBP_5_2.0, BBB_5_2.0, STOCHk_14_3_3, CCI, volume, R3, ATR, STOCHd_14_3_3, ROC, S3",2,0.6063218390804598,0.6617283950617283,0.6063348416289592,0.7282608695652174,0.6327876458112408
XGBoost with SHAP Feature Selection,57,"BBP_5_2.0, BBB_5_2.0, STOCHk_14_3_3, CCI, ROC, MACDh_12_26_9, STOCHd_14_3_3, volume, RSI, turnover",3,0.6063218390804598,0.6204986149584487,0.64,0.6021505376344086,0.6620536306916235
XGBoost with SHAP Feature Selection,57,"BBP_5_2.0, BBB_5_2.0, STOCHk_14_3_3, CCI, turnover, volume, STOCHd_14_3_3, MACDs_12_26_9, RSI, ROC",4,0.6005747126436781,0.6191780821917808,0.601063829787234,0.6384180790960452,0.6417550467505865
XGBoost with SHAP Feature Selection,57,"BBP_5_2.0, BBB_5_2.0, STOCHk_14_3_3, CCI, STOCHd_14_3_3, turnover, ROC, volume, MACDs_12_26_9, MACDh_12_26_9",5,0.6120689655172413,0.6239554317548747,0.5894736842105263,0.6627218934911243,0.6540940795345608
LightGBM with SHAP Feature Selection,57,"BBP_5_2.0, BBB_5_2.0, ROC, volume, CCI, STOCHd_14_3_3, S3, RSI, R2, high",1,0.49137931034482757,0.21333333333333335,0.631578947368421,0.12834224598930483,0.5807121267479323
LightGBM with SHAP Feature Selection,57,"BBP_5_2.0, BBB_5_2.0, STOCHk_14_3_3, CCI, STOCHd_14_3_3, volume, turnover, R3, PP, S3",2,0.6149425287356322,0.6824644549763034,0.6050420168067226,0.782608695652174,0.6215535524920466
LightGBM with SHAP Feature Selection,57,"BBP_5_2.0, BBB_5_2.0, STOCHk_14_3_3, CCI, RSI, STOCHd_14_3_3, volume, turnover, ROC, R3",3,0.6408045977011494,0.6719160104986877,0.6564102564102564,0.6881720430107527,0.7054958183990442
LightGBM with SHAP Feature Selection,57,"BBP_5_2.0, BBB_5_2.0, CCI, STOCHd_14_3_3, STOCHk_14_3_3, MACDs_12_26_9, RSI, volume, R3, turnover",4,0.5632183908045977,0.6020942408376965,0.5609756097560976,0.6497175141242938,0.6210724551491723
LightGBM with SHAP Feature Selection,57,"BBP_5_2.0, BBB_5_2.0, CCI, STOCHk_14_3_3, STOCHd_14_3_3, RSI, MACDs_12_26_9, ROC, R3, turnover",5,0.5862068965517241,0.6487804878048781,0.5518672199170125,0.7869822485207101,0.6166407722058774
XGBoost with SHAP Feature Selection,60,"BBP_5_2.0, volume, ROC, MACDs_12_26_9, BBB_5_2.0, CCI, S3, MACDh_12_26_9, STOCHd_14_3_3, turnover",1,0.5363636363636364,0.5349544072948329,0.6111111111111112,0.4756756756756757,0.5906803355079218
XGBoost with SHAP Feature Selection,60,"BBP_5_2.0, ROC, volume, BBB_5_2.0, STOCHk_14_3_3, CCI, turnover, MACDs_12_26_9, MACDh_12_26_9, ATR",2,0.5666666666666667,0.6451612903225807,0.5676855895196506,0.7471264367816092,0.5979590333038609
XGBoost with SHAP Feature Selection,60,"BBP_5_2.0, BBB_5_2.0, STOCHk_14_3_3, volume, ROC, turnover, RSI, ATR, STOCHd_14_3_3, CCI",3,0.5545454545454546,0.5637982195845698,0.5792682926829268,0.5491329479768786,0.5835204889363426
XGBoost with SHAP Feature Selection,60,"BBP_5_2.0, BBB_5_2.0, volume, STOCHk_14_3_3, MACDh_12_26_9, RSI, CCI, avg_vol_last_100, ROC, STOCHd_14_3_3",4,0.5969696969696969,0.6415094339622641,0.6329787234042553,0.6502732240437158,0.6432474629195941
XGBoost with SHAP Feature Selection,60,"BBP_5_2.0, BBB_5_2.0, STOCHk_14_3_3, CCI, volume, RSI, ROC, MACDh_12_26_9, STOCHd_14_3_3, MACDs_12_26_9",5,0.5969696969696969,0.6356164383561644,0.6137566137566137,0.6590909090909091,0.6304604486422668
LightGBM with SHAP Feature Selection,60,"BBP_5_2.0, volume, ROC, S2, turnover, CCI, MACDs_12_26_9, RSI, R1, R2",1,0.5515151515151515,0.5542168674698795,0.6258503401360545,0.4972972972972973,0.6002423112767941
LightGBM with SHAP Feature Selection,60,"BBP_5_2.0, BBB_5_2.0, ROC, MACDs_12_26_9, CCI, turnover, STOCHk_14_3_3, volume, ATR, STOCHd_14_3_3",2,0.5878787878787879,0.6650246305418719,0.5818965517241379,0.7758620689655172,0.6221632773356911
LightGBM with SHAP Feature Selection,60,"BBP_5_2.0, BBB_5_2.0, STOCHk_14_3_3, ROC, volume, RSI, MACDs_12_26_9, MACDh_12_26_9, ATR, turnover",3,0.5575757575757576,0.5628742514970059,0.5838509316770186,0.5433526011560693,0.5782555870549685
