open,close,high,low,volume,color,time
16626.7,16619.4,16627.2,16614.9,11.01139463,0,1672665000
16619.4,16631.5,16631.5,16619.3,12.60947584,1,1672665600
16631.6,16639.2,16639.3,16627.3,32.91266624,1,1672666200
16639.3,16652.0,16652.1,16639.2,28.54045051,1,1672666800
16652.1,16648.1,16658.8,16648.1,20.49691781,0,1672667400
16648.2,16653.3,16653.3,16648.1,6.566006750000001,1,1672668000
16653.3,16654.9,16658.9,16652.1,32.26422206,1,1672668600
16654.8,16650.8,16658.0,16650.4,13.9755249,0,1672669200
16650.8,16636.9,16650.8,16636.8,12.42330734,0,1672669800
16636.9,16639.9,16643.2,16636.8,12.54195707,1,1672670400
16639.8,16639.1,16639.9,16639.0,5.20115563,0,1672671000
16639.1,16643.2,16643.5,16638.9,8.242933050000001,1,1672671600
16643.2,16723.1,16763.5,16639.8,415.77802679,1,1672672200
16723.1,16735.3,16746.4,16713.8,60.05090376,1,1672672800
16735.2,16756.0,16757.9,16719.0,23.11711361,1,1672673400
16756.0,16725.1,16757.2,16722.5,33.30192903,0,1672674000
16725.0,16717.6,16729.6,16717.5,17.34338288,0,1672674600
16717.6,16731.9,16732.0,16704.0,78.07389927,1,1672675200
16732.0,16739.2,16766.3,16732.0,70.42901242,1,1672675800
16739.3,16736.7,16747.4,16732.5,37.51309316,0,1672676400
16736.6,16749.8,16750.6,16734.0,24.72017477,1,1672677000
16749.8,16737.4,16751.8,16737.2,14.82754201,0,1672677600
16737.3,16732.4,16737.4,16726.0,24.0181725,0,1672678200
16732.5,16731.8,16742.8,16720.1,22.95056871,0,1672678800
16731.8,16729.7,16731.8,16720.1,12.54538432,0,1672679400
16729.7,16724.1,16735.7,16724.1,13.7314773,0,1672680000
16724.1,16731.6,16731.6,16716.1,12.75501946,1,1672680600
16731.6,16718.2,16731.6,16714.6,17.69314265,0,1672681200
16718.2,16714.3,16718.7,16713.9,17.60818644,0,1672681800
16714.3,16737.0,16755.0,16708.7,85.37737062,1,1672682400
16736.9,16733.3,16738.4,16728.3,24.11811074,0,1672683000
16733.3,16730.0,16733.3,16724.2,24.4400861,0,1672683600
16729.9,16723.7,16736.7,16723.7,21.43761156,0,1672684200
16723.8,16728.3,16728.3,16721.6,16.767963769999998,1,1672684800
16728.3,16727.7,16728.3,16727.6,5.00008999,0,1672685400
16727.6,16723.4,16728.4,16723.4,12.03794096,0,1672686000
16723.5,16720.3,16726.5,16720.3,8.12299152,0,1672686600
16720.3,16717.9,16720.4,16717.9,6.047564,0,1672687200
16717.9,16719.2,16721.6,16706.0,36.68331822,1,1672687800
16719.3,16737.0,16737.1,16719.3,18.73322029,1,1672688400
16737.1,16734.4,16737.1,16734.3,24.379798150000003,0,1672689000
16734.4,16737.1,16737.1,16732.4,5.97605673,1,1672689600
16737.1,16735.0,16740.4,16734.9,25.1296416,0,1672690200
16734.9,16734.9,16735.0,16734.9,4.16543714,0,1672690800
16735.0,16731.7,16735.0,16731.6,16.89472104,0,1672691400
16731.7,16723.7,16731.7,16723.4,20.59759912,0,1672692000
16723.7,16720.6,16723.7,16720.5,3.55183358,0,1672692600
16720.5,16713.3,16720.6,16713.2,4.365688710000001,0,1672693200
16713.2,16715.5,16715.5,16713.2,15.02453153,1,1672693800
16715.5,16715.8,16715.8,16715.4,3.94232138,1,1672694400
16715.8,16694.1,16715.9,16688.2,85.28524422,0,1672695000
16694.0,16700.7,16703.1,16690.9,17.31173945,1,1672695600
16700.8,16697.4,16702.3,16697.3,8.385518900000001,0,1672696200
16697.4,16699.3,16706.7,16693.2,37.00339543,1,1672696800
16699.3,16704.6,16704.6,16689.6,36.13261969,1,1672697400
16704.6,16689.0,16704.6,16689.0,15.17681046,0,1672698000
16689.0,16682.5,16692.7,16669.6,58.54707074,0,1672698600
16682.6,16699.3,16699.4,16682.5,21.95976921,1,1672699200
16699.3,16697.0,16699.4,16695.7,20.81507836,0,1672699800
16697.1,16698.3,16706.3,16693.8,40.48087724,1,1672700400
16698.4,16712.5,16721.7,16698.3,46.63786924,1,1672701000
16712.5,16718.1,16718.2,16709.2,16.57927423,1,1672701600
16718.2,16728.4,16728.9,16718.1,25.71399658,1,1672702200
16728.5,16741.0,16748.8,16728.4,43.82515248,1,1672702800
16741.0,16733.5,16741.0,16726.7,55.75410808,0,1672703400
16733.6,16720.9,16736.2,16720.8,26.96486469,0,1672704000
16720.9,16732.2,16732.2,16720.6,16.4538778,1,1672704600
16732.2,16731.6,16732.2,16731.6,4.78178074,0,1672705200
16731.6,16734.2,16734.4,16730.4,13.28690368,1,1672705800
16734.3,16729.1,16734.3,16729.1,7.451801100000001,0,1672706400
16729.1,16709.6,16729.2,16709.5,34.71952751,0,1672707000
16709.6,16712.0,16712.2,16709.0,12.024274939999998,1,1672707600
16712.0,16711.2,16713.1,16709.6,12.0202346,0,1672708200
16711.2,16714.5,16714.7,16710.2,9.9883663,1,1672708800
16714.5,16711.6,16718.5,16709.2,14.23746489,0,1672709400
16711.6,16712.6,16714.8,16711.5,11.78984968,1,1672710000
16712.6,16712.5,16712.6,16712.5,4.95439995,0,1672710600
16712.6,16708.7,16712.6,16708.7,6.33063935,0,1672711200
16708.8,16708.8,16708.8,16708.7,2.33079094,0,1672711800
16708.7,16710.7,16712.6,16708.7,20.44893121,1,1672712400
16710.7,16708.6,16710.8,16708.3,4.0601388400000005,0,1672713000
16708.6,16719.9,16719.9,16708.6,10.92111121,1,1672713600
16719.9,16720.8,16727.9,16719.8,25.90788301,1,1672714200
16720.8,16724.1,16729.4,16720.7,6.93671161,1,1672714800
16724.1,16723.3,16727.3,16723.2,9.72594078,0,1672715400
16723.3,16716.1,16723.3,16716.0,4.71401109,0,1672716000
16716.1,16718.0,16718.0,16716.0,5.1759619400000005,1,1672716600
16718.0,16726.9,16731.5,16717.9,33.7464339,1,1672717200
16727.0,16735.3,16735.4,16726.9,10.09097196,1,1672717800
16735.4,16716.3,16735.4,16710.1,35.83179624,0,1672718400
16716.3,16718.2,16720.5,16716.2,21.03170108,1,1672719000
16718.2,16726.0,16726.1,16718.2,23.42444734,1,1672719600
16726.0,16726.1,16726.1,16720.8,11.349351230000002,1,1672720200
16726.0,16729.1,16729.2,16726.0,9.40304122,1,1672720800
16729.2,16726.7,16729.2,16726.6,9.11852534,0,1672721400
16726.7,16728.0,16731.6,16722.2,34.2994945,1,1672722000
16728.0,16727.9,16728.0,16727.9,10.85819722,0,1672722600
16728.0,16726.0,16728.0,16725.9,3.61359474,0,1672723200
16726.0,16729.0,16730.5,16725.7,23.06693049,1,1672723800
16729.1,16730.4,16730.8,16729.1,6.986739249999999,1,1672724400
16730.3,16755.1,16792.0,16730.3,128.30958512,1,1672725000
16755.1,16737.4,16759.7,16736.8,54.19058762,0,1672725600
16737.5,16738.4,16751.8,16737.5,50.98268535,1,1672726200
16738.4,16724.6,16738.5,16722.5,31.25243281,0,1672726800
16724.7,16711.6,16724.7,16693.7,38.59910195,0,1672727400
16711.7,16697.3,16715.0,16687.4,37.34798373,0,1672728000
16697.3,16696.5,16703.5,16692.2,25.9645766,0,1672728600
16696.6,16711.6,16722.1,16688.3,57.66601077,1,1672729200
16711.6,16710.0,16712.1,16705.1,16.07189096,0,1672729800
16710.0,16711.6,16712.2,16706.7,32.807839200000004,1,1672730400
16711.6,16697.1,16711.6,16694.8,10.01099789,0,1672731000
16697.1,16687.4,16702.1,16687.3,18.36345811,0,1672731600
16687.4,16672.5,16687.4,16660.0,42.74143848,0,1672732200
16672.6,16679.9,16680.0,16652.2,61.9915065,1,1672732800
16680.0,16688.1,16688.3,16678.1,16.27060389,1,1672733400
16688.2,16679.5,16688.2,16678.4,19.79623676,0,1672734000
16679.5,16701.9,16701.9,16679.5,66.34631523,1,1672734600
16701.9,16701.7,16701.9,16700.7,13.8568377,0,1672735200
16701.7,16695.2,16701.7,16688.6,18.16568113,0,1672735800
16695.1,16678.0,16695.1,16677.9,12.74489576,0,1672736400
16677.9,16664.9,16679.9,16664.9,15.93600137,0,1672737000
16665.0,16658.4,16665.0,16653.1,38.70199924,0,1672737600
16658.4,16662.7,16677.9,16656.6,36.11308069,1,1672738200
16662.8,16664.0,16670.8,16662.7,11.94391906,1,1672738800
16664.1,16675.4,16676.4,16664.0,6.11464472,1,1672739400
16675.4,16681.6,16683.7,16669.9,12.18131367,1,1672740000
16681.6,16680.0,16681.6,16679.9,6.04378142,0,1672740600
16680.0,16676.5,16680.0,16676.5,11.68611758,0,1672741200
16676.6,16680.3,16680.4,16676.5,3.98499417,1,1672741800
16680.4,16674.5,16681.5,16674.4,15.29851081,0,1672742400
16674.5,16674.5,16677.9,16674.4,12.36610223,0,1672743000
16674.5,16674.6,16674.6,16669.0,13.621529209999998,1,1672743600
16674.5,16671.6,16680.5,16669.8,9.25643,0,1672744200
16671.6,16687.1,16687.1,16671.5,6.90675584,1,1672744800
16687.0,16696.1,16696.2,16687.0,7.38625755,1,1672745400
16696.2,16689.9,16696.2,16688.7,19.58772936,0,1672746000
16689.9,16691.1,16691.2,16689.8,8.52661885,1,1672746600
16691.2,16691.1,16691.2,16691.1,4.45829641,0,1672747200
16691.2,16694.4,16694.5,16691.1,10.22493205,1,1672747800
16694.4,16691.6,16694.5,16688.0,15.65213337,0,1672748400
16691.5,16689.0,16691.6,16689.0,5.65318094,0,1672749000
16689.0,16685.9,16689.1,16684.7,3.70626121,0,1672749600
