time,open,close,high,low,volume,turnover,color,avg_vol_last_100
2023-01-02 05:08:00,16626.7,16631.5,16631.5,16614.9,23.62087047,392688.89683012996,green,23.62087047
2023-01-02 05:30:00,16631.6,16655.4,16655.4,16627.3,64.41624279999999,1071888.578554119,green,44.018556634999996
2023-01-02 05:52:00,16655.3,16658.9,16658.9,16648.1,34.09222098,567773.924865049,green,40.70977808333333
2023-01-02 06:14:00,16658.9,16642.5,16658.9,16642.5,43.48250848,724187.695776452,red,41.402960682499995
2023-01-02 06:36:00,16642.5,16639.1,16643.2,16636.8,22.62953143,376522.215973467,red,37.648274832
2023-01-02 06:58:00,16639.1,16723.1,16763.5,16638.9,424.32266446,7090750.207762563,green,102.09400643666667
2023-01-02 07:20:00,16723.1,16750.0,16757.9,16713.8,89.25114795,1493511.497140803,green,100.25931236714284
2023-01-02 07:42:00,16749.3,16705.4,16749.3,16704.0,85.94629627,1437172.365445735,red,98.470185355
2023-01-02 08:04:00,16705.5,16739.0,16766.3,16705.4,126.29593559,2114273.196301449,green,101.56193538111111
2023-01-02 08:26:00,16739.1,16745.2,16751.8,16734.0,55.69907483,932610.141571603,green,96.975649326
2023-01-02 08:48:00,16745.2,16731.8,16745.2,16720.1,49.15333748,822477.264862979,red,92.62816643090909
2023-01-02 09:10:00,16731.8,16722.5,16735.7,16720.1,27.36175974,457686.890992895,red,87.18929920666666
2023-01-02 09:32:00,16722.6,16715.1,16731.6,16714.6,41.46392995,693335.671028466,red,83.67196311
2023-01-02 09:54:00,16715.1,16738.3,16755.0,16708.7,109.89814934,1838970.707696788,green,85.54526212642857
2023-01-02 10:16:00,16738.3,16731.8,16738.3,16724.2,44.151108719999996,738708.747955704,red,82.78565189933333
2023-01-02 10:38:00,16731.8,16727.7,16731.9,16721.6,28.5994952,478342.190544517,red,79.39901710562499
2023-01-02 11:00:00,16727.6,16720.3,16728.4,16720.3,20.43521295,341796.026288247,red,75.93055803764706
2023-01-02 11:22:00,16720.3,16728.5,16728.7,16706.0,50.62132039,846153.544453775,green,74.52448927944444
2023-01-02 11:44:00,16728.4,16732.4,16737.1,16728.4,38.5373851,644906.642290133,green,72.63043116473685
2023-01-02 12:06:00,16732.4,16734.9,16740.4,16732.4,30.96595887,518269.600622667,green,70.54720755
2023-01-02 12:28:00,16734.9,16723.7,16735.0,16723.4,38.20841146,639235.091428781,red,69.00726487904761
2023-01-02 12:50:00,16723.7,16713.8,16723.7,16713.2,14.55381328,243304.821715757,red,66.5321079881818
2023-01-02 13:12:00,16713.7,16713.2,16715.9,16713.2,19.17086696,320440.108674157,red,64.47292359565218
2023-01-02 13:34:00,16713.2,16700.7,16713.3,16688.2,99.19238684,1656113.7373713132,red,65.9195678975
2023-01-02 13:56:00,16700.7,16704.6,16706.7,16689.6,76.75797322,1281890.9248464599,green,66.3531041104
2023-01-02 14:18:00,16704.5,16682.5,16704.6,16669.6,75.05173379,1252391.151212112,red,66.68766679038461
2023-01-02 14:40:00,16682.6,16698.3,16699.4,16682.5,52.47917486,876134.713210323,green,66.16142634851852
2023-01-02 15:02:00,16698.3,16712.9,16721.7,16693.8,89.87978557999999,1501809.3993284,green,67.00851060678572
2023-01-02 15:24:00,16712.9,16741.1,16748.8,16712.9,58.66455709,981638.7783348149,green,66.72078807172414
2023-01-02 15:46:00,16741.0,16720.9,16741.1,16720.8,96.23049984,1610191.4666736,red,67.70444513066667
2023-01-02 16:08:00,16720.8,16731.6,16732.2,16720.6,22.71263128,379926.19146202604,green,66.2530962967742
2023-01-02 16:30:00,16731.6,16729.2,16734.4,16729.1,21.39028558,357898.370759594,red,64.851133461875
2023-01-02 16:52:00,16729.1,16709.7,16729.2,16709.0,50.35359393,841611.077015108,red,64.41181408212121
2023-01-02 17:14:00,16709.8,16711.6,16718.5,16709.2,31.57658877,527743.302094797,green,63.44607216117646
2023-01-02 17:36:00,16711.5,16712.6,16714.8,16711.5,16.06117829,268422.659923728,green,62.092218050571425
2023-01-02 17:58:00,16712.5,16708.8,16712.6,16708.7,9.75260637,162973.594500168,red,60.63833994833333
2023-01-02 18:20:00,16708.7,16708.7,16712.6,16708.3,25.201548510000002,421124.929191581,grey,59.68058882837838
2023-01-02 18:42:00,16708.6,16725.3,16729.4,16708.6,40.18480348,671931.544252451,green,59.167541845526316
2023-01-02 19:04:00,16725.3,16719.1,16727.3,16719.0,14.94372379,249934.12116142298,red,58.03359779282051
2023-01-02 19:26:00,16719.1,16726.9,16731.5,16716.0,39.315041289999996,657460.491406647,green,57.56563388024999
2023-01-02 19:48:00,16726.9,16716.3,16735.4,16710.1,47.91477472,801387.429130075,red,57.33024707146342
2023-01-02 20:10:00,16716.3,16726.0,16726.1,16716.2,45.28153689,757086.963929802,green,57.043373019523806
2023-01-02 20:32:00,16726.1,16726.6,16729.2,16720.8,26.121689240000002,436932.35051172896,green,56.3242640944186
2023-01-02 20:54:00,16726.6,16727.9,16731.6,16722.2,42.14790498,705049.709114332,green,56.00207411454546
2023-01-02 21:16:00,16727.9,16727.4,16730.5,16725.7,26.11657601,436860.204761664,red,55.33795193444444
2023-01-02 21:38:00,16727.4,16755.1,16792.0,16727.4,141.79390041,2376659.627774804,green,57.21742907521739
2023-01-02 22:00:00,16755.1,16738.5,16759.7,16736.8,106.31711772,1780332.330976843,red,58.262103301702126
2023-01-02 22:22:00,16738.5,16708.3,16738.5,16693.7,86.79936415,1450823.637457957,red,58.856629569375
2023-01-02 22:44:00,16708.3,16709.7,16711.3,16687.4,77.06336847,1286913.204882889,green,59.22819566938775
2023-01-02 23:06:00,16709.8,16712.1,16722.1,16705.1,69.70541201,1164890.922880448,green,59.4377399962
2023-01-02 23:28:00,16712.1,16687.4,16712.1,16687.3,33.37230264,557277.5746812259,red,58.92665298921568
2023-01-02 23:50:00,16687.4,16678.7,16687.4,16652.2,108.96703843,1816336.402225414,red,59.88896809384615
2023-01-03 00:12:00,16678.7,16701.7,16701.7,16678.4,89.4374128,1492502.656849053,green,60.446485918490566
2023-01-03 00:34:00,16701.6,16688.8,16701.9,16688.6,31.45823326,525339.938742308,red,59.909666424814816
2023-01-03 00:56:00,16688.8,16677.4,16695.2,16677.3,29.142730919999998,486269.587403268,red,59.35026759745455
2023-01-03 01:18:00,16677.4,16662.7,16677.9,16653.1,83.65918134,1393968.775706613,red,59.78435534285715
2023-01-03 01:40:00,16662.8,16669.9,16676.4,16662.7,20.25278314,337544.479788579,green,59.09081898842105
2023-01-03 02:02:00,16670.0,16676.6,16683.7,16669.9,27.09440149,451910.249430804,green,58.53915661775862
2023-01-03 02:24:00,16676.5,16681.5,16681.5,16676.5,5.98140023,99760.29001619399,green,57.648347187457624
2023-01-03 02:46:00,16681.5,16674.6,16681.5,16669.0,38.23027882,637518.6566599361,red,57.32471271466667
2023-01-03 03:08:00,16674.5,16687.1,16687.1,16669.8,17.84523503,297597.206840202,green,56.67750816245901
