open,close,high,low,volume,color,time
16626.7,16626.7,16626.7,16626.6,3.35038316,grey,1672664940
16626.7,16627.1,16627.2,16626.7,1.76334003,1,1672665120
16627.1,16624.0,16627.2,16623.6,0.65370516,0,1672665300
16624.0,16620.0,16624.0,16614.9,6.356210969999999,0,1672665480
16620.0,16624.6,16624.6,16619.9,1.76713602,1,1672665660
16625.1,16629.3,16629.4,16625.0,9.2817976,1,1672665840
16629.3,16631.5,16631.5,16629.3,0.44829753,1,1672666020
16631.6,16628.2,16631.7,16628.2,13.2411108,0,1672666200
16628.2,16627.4,16628.3,16627.3,2.98450012,0,1672666380
16627.3,16638.1,16638.2,16627.3,15.77282355,1,1672666560
16638.2,16644.6,16644.6,16638.2,3.73356415,1,1672666740
16644.9,16652.1,16652.1,16644.9,23.83254476,1,1672666920
16652.0,16652.1,16652.1,16652.0,1.61555579,1,1672667100
16652.1,16655.3,16655.4,16652.0,3.14895147,1,1672667280
16655.4,16653.2,16658.8,16653.1,11.91640881,0,1672667460
16653.2,16649.0,16653.2,16648.9,4.01813953,0,1672667640
16649.0,16648.1,16649.0,16648.1,1.68643558,0,1672667820
16648.2,16648.2,16648.2,16648.1,0.17323243,0,1672668000
16648.2,16650.4,16650.4,16648.1,4.81620941,1,1672668180
16650.4,16653.3,16653.3,16650.3,1.16294295,1,1672668360
16653.3,16655.2,16655.2,16653.2,5.35857083,1,1672668540
16655.1,16652.6,16658.9,16652.4,17.48739762,0,1672668720
16652.7,16655.5,16656.0,16652.1,7.07482503,1,1672668900
16655.5,16657.8,16658.0,16654.8,6.000099540000001,1,1672669080
16657.9,16657.4,16657.9,16657.4,2.81802244,0,1672669260
16657.4,16651.2,16657.5,16650.4,7.35564754,0,1672669440
16651.3,16650.8,16651.3,16650.7,0.55880592,0,1672669620
16650.8,16642.6,16650.8,16642.5,6.95779477,0,1672669800
16642.6,16642.5,16642.6,16642.5,0.27738922,0,1672669980
16642.5,16636.8,16642.6,16636.8,2.408216,0,1672670160
16636.9,16636.9,16636.9,16636.8,4.86120281,0,1672670340
16636.9,16641.4,16643.2,16636.8,8.00693672,1,1672670520
16641.5,16641.4,16641.5,16641.4,0.24918608,0,1672670700
16641.5,16639.0,16641.5,16639.0,5.47645964,0,1672670880
16639.1,16639.0,16639.1,16639.0,1.4289291999999998,0,1672671060
16639.1,16639.0,16639.1,16639.0,0.1864448,0,1672671240
16639.1,16639.1,16639.1,16639.0,0.3138608,0,1672671420
16639.1,16639.1,16639.1,16639.0,0.34342251,0,1672671600
16639.1,16639.0,16639.1,16638.9,1.4271495,0,1672671780
16638.9,16643.2,16643.5,16638.9,6.4283397,1,1672671960
16643.2,16643.1,16643.2,16643.1,0.14999518,0,1672672140
16643.1,16698.2,16698.4,16639.8,94.62328384,1,1672672320
16698.2,16731.7,16763.5,16682.6,299.22231727,1,1672672500
16731.7,16740.5,16740.8,16720.8,31.80693152,1,1672672680
16741.3,16725.8,16746.4,16720.7,17.377936990000002,0,1672672860
16726.3,16736.6,16737.5,16713.8,22.12914762,1,1672673040
16736.6,16735.3,16736.7,16724.1,10.56333947,0,1672673220
16735.2,16731.0,16743.9,16730.9,9.10051163,0,1672673400
16731.0,16719.1,16731.0,16719.0,2.33624469,0,1672673580
16719.1,16747.6,16747.6,16719.0,5.837958619999999,1,1672673760
16747.5,16750.0,16757.9,16747.5,11.92552925,1,1672673940
16749.3,16736.8,16749.3,16736.7,7.965316319999999,0,1672674120
16736.7,16724.7,16742.7,16722.5,16.22422766,0,1672674300
16724.7,16725.2,16726.0,16724.7,3.98466399,1,1672674480
