open,close,high,low,volume,color,time
16626.7,16626.7,16626.7,16626.6,3.35038316,grey,1672664880
16626.7,16627.2,16627.2,16626.7,1.80085839,1,1672665120
16627.1,16619.4,16627.2,16614.9,5.86015308,0,1672665360
16619.4,16624.6,16624.6,16619.3,2.87938071,1,1672665600
16625.1,16630.7,16630.8,16625.0,9.51437527,1,1672665840
16630.8,16628.3,16631.7,16628.2,13.31103879,0,1672666080
16628.2,16627.4,16628.3,16627.3,3.13029199,0,1672666320
16627.3,16639.2,16639.3,16627.3,16.68705532,1,1672666560
16639.3,16650.3,16651.2,16639.2,25.63760874,1,1672666800
16650.3,16652.1,16652.1,16650.3,2.62982419,1,1672667040
16652.1,16655.4,16655.4,16652.0,3.23614363,1,1672667280
16655.3,16648.9,16658.8,16648.9,15.1856186,0,1672667520
16648.9,16648.1,16649.0,16648.1,2.34817316,0,1672667760
16648.2,16648.1,16648.2,16648.1,0.27286109,0,1672668000
16648.2,16653.2,16653.3,16648.1,5.706847160000001,1,1672668240
16653.3,16655.2,16655.2,16653.2,5.53124737,1,1672668480
16655.1,16652.7,16658.9,16652.4,17.727961529999998,0,1672668720
16652.7,16654.9,16656.0,16652.1,9.59131166,1,1672668960
16654.8,16657.4,16658.0,16654.8,6.06107144,1,1672669200
16657.4,16651.3,16657.5,16650.4,7.42610244,0,1672669440
16651.2,16645.9,16651.3,16645.9,5.78324916,0,1672669680
16645.6,16642.5,16645.6,16642.5,1.94028585,0,1672669920
16642.5,16636.9,16642.6,16636.8,5.18812335,0,1672670160
16636.9,16636.9,16636.9,16636.8,2.4142025,0,1672670400
16636.9,16641.4,16643.2,16636.8,7.923215760000001,1,1672670640
16641.5,16639.1,16641.5,16639.0,6.68468431,0,1672670880
16639.1,16639.1,16639.1,16639.0,0.35585045,0,1672671120
16639.0,16639.1,16639.1,16639.0,0.36515968,1,1672671360
16639.1,16639.0,16639.1,16639.0,0.80453103,0,1672671600
16639.1,16638.9,16639.1,16638.9,2.48002012,0,1672671840
16639.0,16643.1,16643.5,16638.9,5.064355740000001,1,1672672080
16643.1,16732.1,16744.0,16639.8,243.93881126,1,1672672320
16732.1,16723.1,16763.5,16710.7,171.73324169,0,1672672560
16723.1,16725.8,16746.4,16720.7,27.35841667,1,1672672800
16726.3,16729.9,16737.5,16713.8,27.42610222,1,1672673040
16729.9,16733.7,16743.9,16724.1,13.72356571,1,1672673280
16733.6,16719.1,16733.7,16719.0,2.9795754800000003,0,1672673520
16719.1,16756.0,16757.9,16719.0,11.68035729,1,1672673760
16756.0,16738.1,16757.2,16738.1,11.7809686,0,1672674000
16738.1,16724.7,16742.7,16722.5,18.49170596,0,1672674240
16724.7,16725.2,16726.0,16724.7,4.3547889,1,1672674480
16725.3,16723.2,16725.3,16719.0,5.2988672900000005,0,1672674720
16723.3,16717.6,16729.6,16717.5,10.71898116,0,1672674960
16717.6,16705.4,16724.8,16704.0,41.38411494,0,1672675200
16705.5,16726.0,16726.0,16705.4,32.09221066,1,1672675440
16725.9,16741.7,16741.7,16725.9,10.5266362,1,1672675680
16741.7,16756.2,16756.3,16741.6,28.82658733,1,1672675920
16756.2,16739.2,16766.3,16739.2,35.67336256,0,1672676160
16739.3,16733.4,16740.8,16732.5,13.15775117,0,1672676400
16733.4,16744.1,16747.4,16733.4,13.40156641,1,1672676640
16744.1,16737.7,16744.1,16735.1,12.01219341,0,1672676880
16737.6,16750.5,16750.6,16734.0,10.12737584,1,1672677120
16750.5,16749.8,16750.6,16747.3,13.5343811,0,1672677360
16749.8,16741.8,16751.8,16741.8,7.48188643,0,1672677600
16741.8,16745.2,16746.7,16741.7,5.16105931,1,1672677840
16745.2,16735.2,16745.2,16735.0,3.87267559,0,1672678080
16735.2,16731.2,16735.2,16726.0,5.93230593,0,1672678320
16731.3,16732.4,16733.8,16726.7,16.39778725,1,1672678560
16732.5,16728.0,16735.1,16720.1,7.23891204,0,1672678800
16728.0,16740.7,16742.2,16727.9,11.14604371,1,1672679040
16740.8,16731.7,16742.8,16731.6,5.16993744,0,1672679280
16731.6,16720.2,16731.7,16720.1,6.24501365,0,1672679520
16720.2,16729.7,16729.8,16720.1,5.696046190000001,1,1672679760
16729.7,16728.3,16735.7,16728.2,9.37605462,0,1672680000
16728.2,16725.5,16728.3,16725.4,2.96564073,0,1672680240
16725.6,16722.5,16725.6,16722.5,2.47468007,0,1672680480
16722.6,16725.4,16725.5,16716.1,6.9875185,1,1672680720
16725.5,16731.6,16731.6,16725.4,4.68260284,1,1672680960
16731.6,16719.1,16731.6,16719.1,8.194059769999999,0,1672681200
16719.2,16719.9,16722.0,16719.1,4.14998709,1,1672681440
16719.9,16718.1,16720.0,16714.6,12.92119422,0,1672681680
16718.0,16714.0,16718.1,16713.9,6.680931599999999,0,1672681920
16713.9,16714.3,16714.6,16713.9,3.35515641,1,1672682160
16714.3,16723.1,16723.1,16708.7,17.6497552,1,1672682400
16723.1,16728.3,16728.3,16723.0,8.806618409999999,1,1672682640
16728.3,16736.8,16755.0,16728.2,74.16508643,1,1672682880
16736.8,16738.3,16738.4,16736.7,3.76916882,1,1672683120
16738.3,16733.3,16738.3,16733.2,5.1048525,0,1672683360
16733.3,16725.8,16733.3,16725.7,6.81878861,0,1672683600
16725.7,16727.5,16732.1,16724.2,9.23130846,1,1672683840
16727.4,16735.5,16736.7,16727.4,17.570759419999998,1,1672684080
