open,close,high,low,volume,color,time
16626.7,16626.7,16626.7,16626.6,3.35038316,grey,1672662000
16626.7,16648.1,16658.8,16614.9,102.49338296,1,1672665120
16648.2,16639.1,16658.9,16636.8,82.33415298,0,1672668240
16639.0,16724.7,16763.5,16638.9,537.82681145,1,1672671360
16724.7,16749.8,16766.3,16704.0,231.10881697,1,1672674480
16749.8,16722.5,16751.8,16720.1,89.15804296,0,1672677600
16722.6,16725.8,16755.0,16708.7,163.2857204,1,1672680720
16725.7,16726.3,16736.7,16721.6,78.18279377,1,1672683840
16726.3,16732.5,16737.1,16706.0,92.54235952,1,1672686960
16732.5,16720.6,16740.4,16720.5,72.42193187,0,1672690080
16720.5,16700.7,16720.6,16688.2,126.60599176,0,1672693200
16700.7,16699.4,16706.7,16669.6,173.69300955,0,1672696320
16699.4,16723.8,16726.0,16693.8,142.40899152,1,1672699440
16723.7,16731.7,16748.8,16720.6,158.29324641,1,1672702560
16731.7,16711.2,16734.4,16709.0,79.64309175,0,1672705680
16711.2,16708.8,16718.5,16708.7,48.20790235,0,1672708800
16708.7,16725.3,16729.4,16708.3,66.80996075,1,1672711920
16725.3,16732.9,16733.0,16716.0,62.76381966,1,1672715040
16732.9,16729.2,16735.4,16710.1,102.31625209,0,1672718160
16729.2,16729.0,16731.6,16722.2,83.25875121,0,1672721280
16729.1,16705.9,16792.0,16705.8,274.59641082,0,1672724400
16705.9,16709.9,16722.1,16687.4,177.60575669,1,1672727520
16710.0,16684.4,16712.2,16652.2,172.67222797,0,1672730640
16684.4,16678.0,16701.9,16677.9,134.77817379,0,1672733760
16677.9,16675.4,16679.9,16653.1,109.62448062,0,1672736880
16675.4,16677.4,16683.7,16669.9,55.98188795,1,1672740000
16677.5,16688.7,16696.2,16669.0,54.73203408,1,1672743120
16688.7,16689.1,16694.5,16688.0,51.78452659,1,1672746240
16689.1,16694.7,16700.8,16684.7,65.22878594,1,1672749360
16694.7,16740.1,16755.6,16694.6,153.89192765,1,1672752480
16740.2,16721.4,16773.6,16721.3,69.39802361,0,1672755600
16721.3,16729.2,16735.5,16710.1,68.68028100000001,1,1672758720
16729.3,16707.0,16729.3,16699.8,90.76627736,0,1672761840
16707.0,16746.6,16747.5,16706.9,76.17396825,1,1672764960
16746.6,16734.7,16756.1,16730.8,63.86176001,0,1672768080
16734.7,16725.5,16737.7,16724.3,29.38891945,0,1672771200
16725.5,16721.6,16736.1,16711.5,136.2493126,0,1672774320
16721.7,16722.5,16731.2,16704.1,89.63847189,1,1672777440
16722.5,16731.3,16735.9,16718.3,64.17869356,1,1672780560
16731.2,16663.6,16770.0,16643.0,446.11128781,0,1672783680
16663.6,16656.3,16682.2,16621.6,256.74020737,0,1672786800
16656.3,16655.9,16687.6,16632.4,262.92580834,0,1672789920
16656.0,16636.2,16656.0,16616.4,114.12185383,0,1672793040
16636.2,16646.2,16648.0,16606.9,82.28781762999999,1,1672796160
16646.2,16640.7,16649.5,16624.9,59.34608074,0,1672799280
16640.7,16656.5,16662.0,16627.3,109.58960835,1,1672802400
16656.4,16661.5,16669.0,16651.8,121.02861619,1,1672805520
16661.6,16671.3,16672.8,16661.5,94.79855583,1,1672808640
16671.2,16661.2,16671.3,16646.5,88.63683338,0,1672811760
16661.2,16670.6,16691.7,16661.2,98.73931948,1,1672814880
16670.7,16673.6,16676.5,16665.2,59.6833564,1,1672818000
16673.7,16716.6,16733.0,16654.0,139.76390926,1,1672821120
16716.5,16714.9,16725.5,16698.2,98.4702011,0,1672824240
16714.9,16827.6,16829.0,16712.7,370.38335431,1,1672827360
16826.0,16865.5,16873.6,16797.1,352.87791304,1,1672830480
16864.8,16865.5,16906.4,16851.4,172.18265181,1,1672833600
