time,open,close,high,low,volume,turnover,color,avg_vol_last_100
2023-01-02 05:06:00,16626.7,16627.1,16627.2,16626.6,5.11372319,85024.894949183,green,5.11372319
2023-01-02 05:15:00,16627.1,16624.6,16627.2,16614.9,8.77705215,145875.72792536,red,6.94538767
2023-01-02 05:24:00,16625.1,16628.2,16631.7,16625.0,22.971205929999996,382006.981684009,green,12.287327089999998
2023-01-02 05:33:00,16628.2,16644.6,16644.6,16627.3,22.49088782,374060.77599407104,green,14.8382172725
2023-01-02 05:42:00,16644.9,16655.3,16655.4,16644.9,28.59705202,476156.882675154,green,17.589984222
2023-01-02 05:51:00,16655.4,16648.1,16658.8,16648.1,17.62098392,293476.60226648604,red,17.595150838333332
2023-01-02 06:00:00,16648.2,16653.3,16653.3,16648.1,6.15238479,102431.299139587,green,15.960469974285713
2023-01-02 06:09:00,16653.3,16655.5,16658.9,16652.1,29.92079348,498354.48059793503,green,17.7055104125
2023-01-02 06:18:00,16655.5,16651.2,16658.0,16650.4,16.17376952,269397.882981927,red,17.535316979999997
2023-01-02 06:27:00,16651.3,16642.5,16651.3,16642.5,7.7939899100000005,129753.567812038,red,16.561184273000002
2023-01-02 06:36:00,16642.5,16641.4,16643.2,16636.8,15.27635553,254166.21788631298,red,16.44438166
2023-01-02 06:45:00,16641.5,16639.0,16641.5,16639.0,7.15457492,119051.462432758,red,15.670231098333332
2023-01-02 06:54:00,16639.1,16639.1,16639.1,16639.0,0.84372811,14038.846469974,grey,14.529730868461538
2023-01-02 07:03:00,16639.1,16643.1,16643.5,16638.9,8.00548438,133206.59970594698,green,14.063713262142857
2023-01-02 07:12:00,16643.1,16740.5,16763.5,16639.8,425.65253263,7113790.749746681,green,41.50296788666666
2023-01-02 07:21:00,16741.3,16735.3,16746.4,16713.8,50.07042408,837643.114828535,red,42.03843389875
2023-01-02 07:30:00,16735.2,16747.6,16747.6,16719.0,17.27471494,289089.701295066,green,40.58174454823529
2023-01-02 07:39:00,16747.5,16724.7,16757.9,16722.5,36.11507323,604599.940352486,red,40.33359614166667
2023-01-02 07:48:00,16724.7,16728.0,16728.1,16719.0,14.916464099999999,249464.49691105098,green,38.99585235
2023-01-02 07:57:00,16728.0,16724.0,16729.6,16704.0,62.05347663,1037191.433023278,red,40.148733564
2023-01-02 08:06:00,16724.0,16745.2,16748.9,16723.0,43.88951942,734484.26018284,green,40.326866223809525
2023-01-02 08:15:00,16745.2,16733.4,16766.3,16732.5,61.17384006,1024765.0179470159,red,41.27445594363636
2023-01-02 08:24:00,16733.4,16737.6,16747.4,16733.4,25.48067834,426521.15825320804,green,40.587769960869565
2023-01-02 08:33:00,16737.7,16751.8,16751.8,16734.0,24.00651779,402005.852902277,green,39.89688445375
2023-01-02 08:42:00,16751.8,16735.2,16751.8,16735.0,15.073879269999999,252406.165579126,red,38.9039642464
2023-01-02 08:51:00,16735.1,16732.4,16735.2,16726.0,23.36015587,390822.120416051,red,38.30612546269231
2023-01-02 09:00:00,16732.5,16735.8,16742.8,16720.1,20.5661583,344171.375744188,green,37.64908964185185
2023-01-02 09:09:00,16735.7,16726.4,16735.8,16720.1,11.46024789,191689.137703202,red,36.713773865
2023-01-02 09:18:00,16726.4,16725.8,16735.7,16725.7,14.95496108,250187.582334981,red,35.96346997586207
2023-01-02 09:27:00,16725.8,16725.4,16725.8,16716.1,10.31847968,172523.689579699,red,35.108636966
2023-01-02 09:36:00,16725.5,16722.0,16731.6,16719.1,16.02878003,268124.267293643,red,34.493157710000006
2023-01-02 09:45:00,16722.0,16715.1,16722.0,16714.6,18.44763142,308396.26049164,red,33.9917350134375
2023-01-02 09:54:00,16715.1,16718.7,16719.1,16708.7,17.81995963,297827.779479602,green,33.50168121393939
2023-01-02 10:03:00,16718.6,16736.8,16755.0,16718.6,88.30902089,1478056.652883711,green,35.113661792647065
2023-01-02 10:12:00,16736.8,16731.7,16738.4,16731.6,12.35552651,206777.12004814702,red,34.463429356
2023-01-02 10:21:00,16731.6,16730.0,16732.9,16724.2,20.95858091,350611.946101234,red,34.08829467694444
2023-01-02 10:30:00,16729.9,16729.9,16736.7,16729.9,17.20003756,287804.294442335,grey,33.6318552954054
2023-01-02 10:39:00,16729.9,16728.2,16730.0,16721.6,20.851014749999997,348716.399866752,red,33.295517386315794
2023-01-02 10:48:00,16728.3,16728.3,16728.3,16728.2,4.364553,73011.177645087,grey,32.55369778666667
2023-01-02 10:57:00,16728.2,16724.0,16728.4,16724.0,12.44373878,208151.826168844,red,32.0509488115
