time,open,close,high,low,volume,turnover,color,avg_vol_last_100
2023-01-02 04:54:00,16627.050000000003,16625.175000000003,16631.7,16614.9,39.84648139,662533.772975226,green,39.84648139
2023-01-02 05:36:00,16641.4,16642.25,16658.9,16627.3,101.79760191,1694853.872256559,green,70.82204165
2023-01-02 06:18:00,16647.3,16647.35,16658.0,16636.8,46.89899548,780693.751952884,red,62.84769292666667
2023-01-02 07:00:00,16694.55,16697.875,16763.5,16638.9,513.2721077900001,8579241.619717915,green,175.4537966425
2023-01-02 07:42:00,16741.35,16738.25,16766.3,16704.0,206.22284419,3450707.919905112,red,181.607606152
2023-01-02 08:24:00,16734.95,16735.449999999997,16751.8,16720.1,101.5882464,1700425.481150594,green,168.27104619333332
2023-01-02 09:06:00,16728.2,16728.824999999997,16742.8,16716.1,60.65948152,1014710.696913812,red,152.89796552571428
2023-01-02 09:48:00,16724.95,16728.4,16755.0,16708.7,156.89284969,2624984.930746303,green,153.39732604625
2023-01-02 10:30:00,16726.300000000003,16727.725,16736.7,16721.6,55.35927436,926044.241965568,red,142.50420919222222
2023-01-02 11:12:00,16729.050000000003,16725.300000000003,16737.1,16706.0,77.46098269,1295209.3247712469,green,135.99988654199998
2023-01-02 11:54:00,16734.9,16735.65,16740.4,16732.4,56.82034222,950936.141675725,red,128.80174614909092
2023-01-02 12:36:00,16724.199999999997,16724.0,16734.4,16713.2,53.67042707,897599.058387549,red,122.5408028925
2023-01-02 13:18:00,16705.7,16703.875,16715.9,16688.2,116.52980551999998,1945842.817751033,red,122.07841847923076
2023-01-02 14:00:00,16698.1,16693.125,16706.7,16669.6,163.0619769,2722006.542610094,green,125.00581550928572
2023-01-02 14:42:00,16705.85,16706.8,16721.7,16693.8,126.15687986,2107555.781965224,green,125.08255313266666
2023-01-02 15:24:00,16720.35,16725.6,16748.8,16712.9,148.74170293,2488927.119497336,green,126.561249995
2023-01-02 16:06:00,16729.8,16728.65,16734.4,16720.6,48.2044464,806400.280265044,green,121.95202625411764
2023-01-02 16:48:00,16723.25,16721.9,16732.1,16709.0,70.15264701,1172527.20179386,red,119.07428296277776
2023-01-02 17:30:00,16711.65,16712.625,16718.5,16708.7,38.21953605,638764.121839721,red,114.8187699673684
