time,open,close,high,low,volume,turnover,avg_vol_last_100,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,PP,R1,S1,R2,S2,R3,S3,BBL_5_2.0,BBM_5_2.0,BBU_5_2.0,BBB_5_2.0,BBP_5_2.0,RSI,SMA_5,SMA_10,SMA_20,EMA_5,EMA_10,EMA_20,STOCHk_14_3_3,STOCHd_14_3_3,ATR,ROC,CCI,color_change
1672754400,-2.1344605913903187,-2.145313953193735,-2.1309732959490195,-2.1527877443109924,0.6924552700619792,0.21595076093366047,143.58966531558823,-0.2166463423407393,-0.001497529515632244,-0.22644931881333216,16721.69166666667,16734.483333333337,16707.483333333337,16748.69166666667,16694.69166666667,16761.483333333337,16680.483333333337,16696.93577950993,16718.760000000002,16740.584220490073,0.2610746310141509,0.0931126152230218,-0.32361963413016714,16718.760000000002,16721.267499999998,16711.795000000002,16714.375044875414,16715.240315156407,16712.693045577133,50.66975342124841,54.15263418991768,-1.4824980127420606,-0.10956403153391402,-0.284815518515236,1
1672758000,-2.1379593177476415,-2.1595184716711757,-2.151968775714548,-2.1605364357390227,0.025089760407633045,-0.2604280630101445,147.40479781942858,-0.24300640302592622,-0.08134296474081193,-0.23186255654839139,16704.666666666668,16766.333333333336,16639.333333333336,16831.666666666668,16577.666666666668,16893.333333333336,16512.333333333336,16658.657938768407,16704.190000000002,16749.722061231598,0.5451573674819962,0.0295622596339168,-0.9756900739239014,16704.190000000002,16716.82,16708.51875,16696.700029916945,16705.44207603706,16707.803231712645,42.21222935985924,49.44867117781384,-1.4476515903941103,-0.2893330639525793,-1.5084452300135829,1
1672761600,-2.1468115409179345,-2.1631905098652178,-2.16017966274896,-2.162419295338356,0.09658305876865025,-0.2098678776272316,151.52387627583337,-0.2683798105018767,-0.14224518201257424,-0.24150719988011388,16664.5717991117,16707.543598223405,16618.378200888295,16753.73719644681,16575.406401776592,16796.708995558514,16529.212803553186,16633.24179459945,16689.695,16746.14820540055,0.6765037395896134,0.1581682144870297,-1.1087482644130657,16689.695,16708.2275,16704.72875,16681.50001994463,16695.561698575777,16702.402923930487,30.878506871445552,41.25349655085107,-1.4293598201070135,-0.4213222423888557,-1.6771846366971725,1
1672765200,-2.153073826901926,-2.1724153863039084,-2.1669216373037496,-2.1658591349909857,-0.6771226997223524,-0.7568308114878239,149.98811232837838,-0.30003329410482443,-0.2098973848210836,-0.2558522288860251,16651.7,16687.0,16615.800000000003,16722.899999999998,16580.500000000004,16758.199999999997,16544.600000000006,16603.12578978475,16671.815000000002,16740.504210215255,0.8240159840455569,0.1617736624544398,-1.40170472270102,16671.815000000002,16698.3575,16698.54625,16662.783346629752,16682.79593519836,16695.06455022282,19.76429786026089,30.95167803052189,-1.4197685618138676,-0.4623276640606416,-1.7472395156840206,1
1672768800,-2.1608177982617525,-2.167865641419583,-2.1736840629319416,-2.157603519824674,-0.7200772916882261,-0.786931321055393,148.23953022342107,-0.318032823229419,-0.22286117215274365,-0.27109796470896996,16633.60961644459,16660.319232889182,16598.64038355541,16695.288465778365,16571.930767110818,16721.998082222955,16536.961534221635,16603.699714535396,16655.37,16707.0402854646,0.6204639760582057,0.3323988357693036,-1.114536343801142,16655.37,16690.1225,16694.215,16654.53889775317,16674.660310616837,16689.634593058745,17.275946846252833,22.63958385931976,-1.4391567986325857,-0.4101767710813238,-1.2985134068956454,0
1672772400,-2.162414719076755,-2.166540125193441,-2.1715928303576733,-2.1593415440702133,-0.6567005336399375,-0.7422386558274372,147.00276843846154,-0.3293929291535131,-0.21321857051150123,-0.28567374530895345,16639.083333333332,16648.466666666664,16628.666666666664,16658.88333333333,16619.283333333333,16668.266666666663,16608.866666666665,16619.212503214192,16643.519999999997,16667.8274967858,0.2920956238320342,0.4635914792955879,-1.0322436477220287,16643.519999999997,16681.14,16691.9125,16650.275931835447,16668.67661777741,16685.074155624578,16.886622675463894,17.975622460659206,-1.4522295329194237,-0.4338592990340971,-1.0198736742796097,0
1672776000,-2.1625503653110147,-2.161900818401945,-2.166772362050888,-2.153103265896337,-0.4554402746489167,-0.5997322699032189,147.13491473325,-0.3310400821683795,-0.17622612351889538,-0.2976793395634989,16640.683333333334,16656.466666666667,16625.966666666667,16671.183333333334,16610.183333333334,16686.966666666667,16595.466666666667,16621.466930729457,16642.19,16662.91306927054,0.2490425751723974,0.8018375279423907,-0.7504581080263103,16642.19,16673.19,16690.623750000002,16651.750621223633,16666.135414545155,16682.18137889843,22.966418365620484,19.04299596244574,-1.466673258490974,-0.4008648649788424,-0.6684050275583907,0
1672779600,-2.1602983388217987,-2.1579869630585384,-2.1654254664945802,-2.150827288054414,-0.6437837786726958,-0.7326262990548439,146.06726552804878,-0.32601783034054765,-0.1265281588659088,-0.306231984891127,16655.27620205557,16668.423797944422,16641.552404111142,16682.14759588885,16628.40480822229,16695.295191777703,16614.68101027786,16617.31841993707,16645.094999999998,16672.871580062925,0.3337509345897717,0.8695559344147458,-0.527618178990041,16645.094999999998,16667.394999999997,16689.921250000003,16656.37541414909,16666.042611900582,16680.6045809081,28.73950347882484,22.8641815066364,-1.482091594433985,-0.33221132691348687,-0.4889685713975914,0
1672783200,-2.1572152323764695,-2.1575660220948314,-2.1636177908795347,-2.1515204349652866,-0.6457954339649725,-0.7341689266051161,145.0380143347619,-0.3204460074817125,-0.08511318057258162,-0.3119071722412551,16662.27976769445,16676.145232305542,16651.7595353889,16686.66546461109,16637.89407077781,16700.530929222183,16627.37383847226,16629.686147707256,16653.385000000002,16677.083852292748,0.2846130356410527,0.7830305838081348,-0.50357147379512,16653.385000000002,16662.6,16689.467500000002,16659.850276099394,16666.180318827748,16679.289858916854,34.01287553647936,28.572932460308223,-1.4911149971083715,-0.300359582794226,-0.41248234622047886,0
1672786800,-2.1554631908690594,-2.153455130555647,-2.158726433332943,-2.1459407160466917,-0.6475613326901362,-0.7351071372531531,144.04596691813953,-0.3096280615959913,-0.03616747889523022,-0.31418167690218035,16663.733333333334,16680.966666666667,16649.566666666666,16695.133333333335,16632.333333333332,16712.36666666667,16618.166666666664,16636.72721878017,16661.43,16686.132781219832,0.2965265432778831,0.8409535114709576,-0.26989347478898373,16661.43,16658.4,16689.24625,16665.99185073293,16668.379351768155,16679.19320568668,38.83098303699122,33.861120684098466,-1.5006157910968678,-0.2813053219073982,-0.11459541399794713,1
