date,time,open,close,high,low,volume,turnover,color,avg_vol_last_100,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,PP,R1,S1,R2,S2,R3,S3,BBL_5_2.0,BBM_5_2.0,BBU_5_2.0,BBB_5_2.0,BBP_5_2.0,RSI
2023-01-02,05:04:00,16623.050000000003,16622.050000000003,16627.2,16614.9,11.01139463,183045.367064794,red,11.01139463,,,,,,,,,,,,,,,,
2023-01-02,05:20:00,16622.550000000003,16624.450000000004,16631.7,16619.3,28.83508676,479488.405910432,green,19.923240695,,,,16621.383333333335,16627.86666666667,16615.56666666667,16633.683333333334,16609.083333333336,16640.166666666668,16603.26666666667,,,,,,
2023-01-02,05:36:00,16623.500000000004,16641.35,16655.4,16623.500000000004,48.19063188,802043.7024090231,green,29.34570442333333,,,,16625.15,16631.000000000004,16618.600000000002,16637.550000000003,16612.75,16643.400000000005,16606.2,,,,,,
2023-01-02,05:52:00,16632.425000000003,16653.85,16658.8,16632.425000000003,23.51350001,391580.05529238,red,27.88765332,,,,16640.083333333336,16656.666666666668,16624.76666666667,16671.983333333334,16608.183333333338,16688.566666666666,16592.866666666672,,,,,,
2023-01-02,06:08:00,16643.1375,16655.425,16658.9,16643.1375,38.911592,648107.760534204,green,30.092441055999995,,,,16648.358333333334,16664.291666666664,16637.916666666668,16674.73333333333,16621.983333333337,16690.66666666666,16611.54166666667,16611.226737642195,16639.425,16667.623262357803,0.33893313450199386,0.7837054247701155,
2023-01-02,06:24:00,16649.28125,16647.15,16657.5,16636.8,20.3377608,338593.678491717,red,28.466661013333333,,,,16652.487500000003,16661.837500000005,16646.075000000004,16668.250000000004,16636.725000000002,16677.600000000006,16630.312500000004,16622.071614024702,16644.445,16666.818385975297,0.268839074842056,0.5604512880390199,
2023-01-02,06:40:00,16648.215625,16639.0,16648.215625,16636.8,17.37795302,289146.510330108,green,26.882559871428573,,,,16647.15,16657.500000000004,16636.800000000003,16667.850000000002,16626.45,16678.200000000004,16616.100000000002,16634.294586530294,16647.355,16660.415413469706,0.15690676951030316,0.18014029496925016,
2023-01-02,06:56:00,16643.6078125,16641.125,16643.6078125,16638.9,8.71406657,144996.74248808398,green,24.61149820875,,,,16641.338541666668,16645.877083333336,16634.461458333335,16652.75416666667,16629.922916666666,16657.292708333338,16623.045833333334,16634.165853013616,16647.31,16660.454146986387,0.15791316418551404,0.26472417698890927,
2023-01-02,07:12:00,16642.36640625,16694.074999999997,16763.5,16639.8,470.45657184,7863335.190736381,green,74.14983972333333,,,,16641.2109375,16643.521875,16638.8140625,16645.918749999997,16636.503125000003,16648.229687499996,16634.106250000004,16614.991211773435,16655.355000000003,16695.71878822657,0.48469442082223313,0.9796378350645919,
2023-01-02,07:28:00,16668.220703125,16736.225,16757.9,16668.220703125,40.16446708,672391.061279078,green,70.751302459,,,,16699.125,16758.45,16634.75,16822.825,16575.425,16882.15,16511.05,16595.248266754115,16671.515,16747.781733245884,0.914934644462535,0.9242347695119835,
2023-01-02,07:44:00,16702.2228515625,16728.975,16742.7,16702.2228515625,38.86434331,650129.803852015,red,67.85248799090908,,,,16720.781901041668,16773.343098958336,16683.663802083334,16810.46119791667,16631.102604166666,16863.022395833337,16593.984505208333,16604.74300221924,16687.879999999997,16771.016997780756,0.9963757862683456,0.7471522973945548,
2023-01-02,08:00:00,16715.598925781247,16733.524999999998,16756.3,16704.0,112.82954913,1887162.725209019,green,71.60057641916667,,,,16724.6326171875,16747.042382812502,16706.565234375,16765.109765625002,16684.15546875,16787.519531250004,16666.0880859375,16634.414193731187,16706.784999999996,16779.155806268805,0.8663642498399214,0.6847430018996911,
2023-01-02,08:16:00,16724.56196289062,16748.175,16766.3,16724.56196289062,74.24487355,1243411.031367331,red,71.80398389076923,,,,16731.274999999998,16758.549999999996,16706.249999999996,16783.574999999997,16678.975,16810.849999999995,16653.949999999997,16691.7876051468,16728.195,16764.6023948532,0.4352818083863637,0.7743948046895779,
2023-01-02,08:32:00,16736.368481445308,16742.149999999998,16751.8,16734.0,36.30470268,607946.6852568031,green,69.26832094714285,,,,16746.345654296874,16768.129345703128,16726.39130859375,16788.083691406253,16704.607617187496,16809.867382812507,16684.65327148437,16724.387645512197,16737.809999999998,16751.232354487798,0.16038364024684804,0.6616705922923118,
2023-01-02,08:48:00,16739.259240722655,16734.625,16745.2,16720.1,33.44168081,559532.650664361,red,66.87987827133333,,,,16742.649999999998,16751.299999999996,16733.499999999996,16760.449999999997,16724.85,16769.099999999995,16715.699999999997,16723.857113291888,16737.489999999998,16751.122886708108,0.1629024030259037,0.39492320807252135,77.65190764129292
2023-01-02,09:04:00,16736.942120361327,16730.15,16742.8,16720.1,28.25704099,472770.710780431,green,64.46595094125,,,,16733.308333333334,16746.51666666667,16721.416666666668,16758.408333333336,16708.208333333332,16771.616666666672,16696.316666666666,16724.658592689793,16737.725,16750.791407310204,0.15613122225637296,0.2101345526677103,74.70078021003069
2023-01-02,09:20:00,16733.546060180663,16726.725,16735.7,16716.1,21.80389392,364675.937654265,red,61.95641817529412,,,,16731.016666666666,16741.933333333334,16719.233333333334,16753.716666666667,16708.316666666666,16764.633333333335,16696.533333333333,16720.679956168493,16736.364999999998,16752.050043831503,0.18743668450712003,0.19270089062051313,72.43186776375458
