time,open,close,high,low,volume,turnover,color,avg_vol_last_100,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,PP,R1,S1,R2,S2,R3,S3,BBL_5_2.0,BBM_5_2.0,BBU_5_2.0,BBB_5_2.0,BBP_5_2.0,RSI,SMA_5,SMA_10,SMA_20,EMA_5,EMA_10,EMA_20,STOCHk_14_3_3,STOCHd_14_3_3,ATR,ROC,CCI
1672634880,16623.050000000003,16622.050000000003,16627.2,16614.9,11.01139463,183045.367064794,red,11.01139463,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672636800,16622.550000000003,16637.375,16655.4,16619.3,77.02571864,1281532.108319455,green,44.018556635,,,,16621.383333333335,16627.86666666667,16615.56666666667,16633.683333333334,16609.083333333336,16640.166666666668,16603.26666666667,,,,,,,,,,,,,,,,,
1672638720,16629.9625,16654.925,16658.9,16629.9625,62.42509201,1039687.815826584,green,50.15406842666666,,,,16637.358333333334,16655.416666666668,16619.316666666666,16673.458333333336,16601.25833333333,16691.51666666667,16583.216666666664,,,,,,,,,,,,,,,,,
1672640640,16642.44375,16647.699999999997,16657.5,16636.8,37.71571382,627740.188821825,red,47.044479775,,,,16647.92916666667,16665.895833333336,16636.958333333336,16676.86666666667,16618.99166666667,16694.833333333336,16608.020833333336,,,,,,,,,,,,,,,,,
1672642560,16645.071874999998,16692.825,16763.5,16638.9,479.17063841,8008331.933224466,green,133.469711502,,,,16647.333333333332,16657.866666666665,16637.166666666664,16668.033333333333,16626.63333333333,16678.566666666666,16616.466666666664,16603.651718203404,16650.975,16698.298281796593,0.5684145438521712,0.9421713627119346,,16650.975,,,16650.975,,,,,,,
1672644480,16668.9484375,16730.725,16757.9,16668.9484375,79.02881039,1322520.865131093,red,124.39622798333332,,,,16698.408333333336,16757.91666666667,16633.316666666673,16823.008333333335,16573.808333333338,16882.51666666667,16508.716666666674,16603.655111686432,16672.71,16741.764888313566,0.8283582970442965,0.9200643967199158,,16672.71,,,16677.558333333334,,,,,,,
1672646400,16699.836718749997,16731.399999999998,16766.3,16699.836718749997,187.07442268,3130573.75657635,green,133.35025579714286,,,,16719.19114583333,16769.433854166662,16680.48229166666,16808.142708333333,16630.23958333333,16858.385416666664,16591.530729166658,16620.02494055116,16691.515,16763.00505944884,0.8566036030742449,0.7789548666450726,,16691.515,,,16695.505555555555,,,,,,,
1672648320,16715.618359374996,16734.375,16751.8,16715.618359374996,69.74638349,1167479.335921164,red,125.39977175875,,,,16732.51223958333,16765.187760416666,16698.724479166664,16798.975520833334,16666.04895833333,16831.651041666668,16632.26119791666,16640.327571605656,16707.405,16774.48242839434,0.8029664498387734,0.7010363295492389,,16707.405,,,16708.46203703704,,,,,,,
1672650240,16724.996679687498,16728.075,16742.8,16716.1,50.06093491,837446.648434696,red,117.02878988666669,,,,16733.931119791665,16752.243880208334,16716.06223958333,16770.11276041667,16697.74947916666,16788.425520833338,16679.880598958327,16692.56384888126,16723.48,16754.39615111874,0.3697334659860418,0.5743139076781083,,16723.48,,,16714.999691358025,,,,,,,
1672652160,16726.53583984375,16723.525,16731.6,16708.7,66.44030554,1110883.428318571,green,111.969941452,,,,16728.991666666665,16741.88333333333,16715.18333333333,16755.691666666666,16702.291666666664,16768.583333333332,16688.48333333333,16722.324220398306,16729.620000000003,16736.9157796017,0.0872199081831657,0.0822927546643488,,16729.620000000003,16690.2975,,16717.84146090535,16690.2975,,,,,,
1672654080,16725.030419921874,16732.675,16755.0,16723.7,128.91680541,2157602.225627889,red,113.5105654481818,,,,16721.275,16733.850000000002,16710.950000000004,16744.175,16698.375000000004,16756.75,16688.050000000007,16722.321723210203,16730.01,16737.698276789793,0.0919100082999957,0.6733158204929764,,16730.01,16701.359999999997,,16722.7859739369,16698.0025,,,,,0.6655316281685854,
1672656000,16728.852709960935,16724.125,16728.852709960935,16721.6,33.9216628,567352.614317085,red,106.87815689416664,,,,16737.125,16750.55,16719.25,16768.425,16705.825,16781.85,16687.95,16719.791302150537,16728.555,16737.318697849463,0.1047753120274036,0.2472528106230987,,16728.555,16710.034999999996,,16723.232315957935,16702.752045454545,,,,,0.5214163893042021,
1672657920,16726.488854980467,16721.475,16728.7,16706.0,58.9029243,984653.476460769,green,103.18775438692306,,,,16724.859236653643,16728.118473307288,16720.86576334635,16732.11194661458,16717.606526692707,16735.371183268224,16713.613053385416,16718.02641522049,16725.975,16733.923584779506,0.0950448004317554,0.216930741457177,,16725.975,16716.69,,16722.646543971958,16706.156219008262,,,,,0.3995815051703882,
1672659840,16723.981927490233,16734.4,16740.4,16723.981927490233,58.65829468,981654.961652053,green,100.00707869357144,,,,16718.725,16731.449999999997,16708.749999999996,16741.425,16696.024999999998,16754.149999999998,16686.049999999996,16716.75021449233,16727.239999999998,16737.729785507665,0.1254215938513104,0.841284385403794,,16727.239999999998,16725.36,,16726.564362647972,16711.29145191585,,,,,0.5207926620494385,61.62728957078452
1672661760,16729.190963745117,16731.975000000002,16740.4,16723.4,48.27019924,807657.374759766,red,96.55795339666666,,,,16732.927309163413,16741.872690836593,16725.454618326825,16749.34538167318,16716.509236653645,16758.290763346362,16709.036545817056,16718.658369165674,16728.93,16739.201630834326,0.1228008107431385,0.6482237849624626,77.365633510678,16728.93,16729.275,,16728.36790843198,16715.05209702206,,,,35.122341958230976,0.2345319021795379,55.43497495579979
