date,time,open,close,high,low,volume,turnover,color,avg_vol_last_100,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,PP,R1,S1,R2,S2,R3,S3,BBL_5_2.0,BBM_5_2.0,BBU_5_2.0,BBB_5_2.0,BBP_5_2.0,RSI,SMA_5,SMA_10,SMA_20,EMA_5,EMA_10,EMA_20,STOCHk_14_3_3,STOCHd_14_3_3,ATR,ROC,CCI
2023-01-02,04:54:00,16627.050000000003,16625.175000000003,16631.7,16614.9,39.84648139,662533.772975226,green,39.84648139,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-02,05:36:00,16626.112500000003,16642.25,16658.9,16626.112500000003,101.79760191,1694853.872256559,green,70.82204165,,,,16623.925000000003,16632.950000000004,16616.150000000005,16640.725000000002,16607.125000000004,16649.750000000004,16599.350000000006,,,,,,,,,,,,,,,,,
2023-01-02,06:18:00,16634.18125,16647.35,16658.0,16634.18125,46.89899548,780693.751952884,red,62.84769292666667,,,,16642.420833333334,16658.729166666664,16625.941666666666,16675.208333333332,16609.633333333335,16691.516666666663,16593.154166666667,,,,,,,,,,,,,,,,,
2023-01-02,07:00:00,16640.765625,16697.875,16763.5,16638.9,513.2721077900001,8579241.619717915,green,175.4537966425,,,,16646.510416666668,16658.839583333334,16635.020833333336,16670.329166666666,16622.69166666667,16682.658333333333,16611.202083333337,,,,,,,,,,,,,,,,,
2023-01-02,07:42:00,16669.3203125,16738.25,16766.3,16669.3203125,206.22284419,3450707.919905112,red,181.607606152,,,,16700.091666666667,16761.283333333333,16636.683333333334,16824.691666666666,16575.49166666667,16885.88333333333,16512.083333333336,16586.62268194826,16670.18,16753.73731805174,1.002476494575806,0.9073251845987379,,16670.18,,,16670.18,,,,,,,
2023-01-02,08:24:00,16703.78515625,16735.449999999997,16751.8,16703.78515625,101.5882464,1700425.481150594,green,168.27104619333332,,,,16724.623437500002,16779.926562500004,16682.946875000005,16821.603125,16627.643750000003,16876.906250000004,16585.967187500006,16609.628029349817,16692.234999999997,16774.841970650177,0.9897652489337745,0.7615699356837862,,16692.234999999997,,,16691.93666666667,,,,,,,
2023-01-02,09:06:00,16719.617578125,16728.825,16742.8,16716.1,60.65948152,1014710.696913812,red,152.89796552571428,,,,16730.345052083332,16756.904947916664,16708.890104166665,16778.35989583333,16682.330208333333,16804.919791666664,16660.875260416666,16641.015796860258,16709.55,16778.08420313974,0.820299806275349,0.6406232152484483,,16709.55,,,16704.23277777778,,,,,,,
2023-01-02,09:48:00,16724.2212890625,16728.4,16755.0,16708.7,156.89284969,2624984.930746303,green,153.39732604625,,,,16729.241666666665,16742.38333333333,16715.68333333333,16755.941666666666,16702.541666666664,16769.083333333332,16688.98333333333,16696.862481075368,16725.76,16754.65751892463,0.34554506252188577,0.5456786620140059,,16725.76,,,16712.288518518522,,,,,,,
2023-01-02,10:30:00,16726.31064453125,16727.725000000002,16736.7,16721.6,55.35927436,926044.241965568,red,142.50420919222222,,,,16730.7,16752.7,16706.4,16777.0,16684.4,16799.0,16660.100000000002,16723.154838193976,16731.73,16740.305161806024,0.10250179516432516,0.2664767096765506,,16731.73,,,16717.434012345682,,,,,,,
2023-01-02,11:12:00,16727.017822265625,16725.300000000003,16737.1,16706.0,77.46098269,1295209.3247712469,green,135.99988654199998,,,,16728.675000000003,16735.750000000007,16720.650000000005,16743.775000000005,16713.575,16750.85000000001,16705.550000000003,16722.374750558964,16729.14,16735.905249441035,0.08087982336253804,0.21619671724856954,,16729.14,16699.66,,16720.05600823046,16699.660000000003,,,,,,
2023-01-02,11:54:00,16726.158911132814,16735.65,16740.4,16726.158911132814,56.82034222,950936.141675725,red,128.80174614909092,,,,16722.8,16739.6,16708.5,16753.899999999998,16691.7,16770.699999999997,16677.4,16722.265276578237,16729.18,16736.094723421764,0.08266661512116533,0.9678422841640643,,16729.18,16710.707499999997,,16725.254005486975,16706.203636363636,,,,,0.6645042834135492,
2023-01-02,12:36:00,16730.904455566408,16724.0,16734.4,16713.2,53.67042707,897599.058387549,red,122.5408028925,,,,16734.06963704427,16741.98036295573,16727.73927408854,16748.31072591146,16719.828548177084,16756.221451822916,16713.498185221353,16720.124660081343,16728.215000000004,16736.305339918665,0.09672687634228637,0.23950414677375864,,16728.215000000004,16718.8825,,16724.836003657983,16709.439338842974,,,,,0.4912196367678649,
2023-01-02,13:18:00,16727.452227783204,16703.875,16727.452227783204,16688.2,116.52980551999998,1945842.817751033,red,122.07841847923076,,,,16723.86666666667,16734.533333333336,16713.333333333336,16745.06666666667,16702.666666666668,16755.733333333337,16692.133333333335,16702.259142535295,16723.310000000005,16744.360857464715,0.2517546761342118,0.038379849072989684,,16723.310000000005,16724.535,,16717.849002438656,16708.427640871523,,,,,0.3395435309523826,
2023-01-02,14:00:00,16715.6636138916,16693.125,16715.6636138916,16669.6,163.0619769,2722006.542610094,green,125.00581550928572,,,,16706.509075927734,16724.818151855467,16685.565924072263,16745.761303710937,16667.25684814453,16764.07037963867,16646.31369628906,16685.32705422856,16716.390000000003,16747.452945771445,0.37164657885395314,0.12551845257715682,,16716.390000000003,16724.06,,16709.60766829244,16705.645342531247,,,,,-0.028446733491537098,-22.096107185077454
2023-01-02,14:42:00,16704.3943069458,16706.800000000003,16721.7,16693.8,126.15687986,2107555.781965224,green,125.08255313266666,,,,16692.796204630533,16715.992409261067,16669.928795369466,16738.859818522134,16646.73259073893,16762.05602315267,16623.865181477864,16682.355026784262,16712.690000000002,16743.024973215743,0.3630172427746858,0.40291733640062694,61.8675758922723,16712.690000000002,16720.915,,16708.67177886163,16705.85528025284,,,,39.44194340975289,-0.18789299956684294,-3.4288279933213826
2023-01-02,15:24:00,16705.597153472903,16725.6,16748.8,16705.597153472903,148.74170293,2488927.119497336,green,126.561249995,,,,16707.433333333334,16721.06666666667,16693.166666666668,16735.333333333336,16679.533333333333,16748.96666666667,16665.266666666666,16685.86759584402,16710.68,16735.49240415598,0.2969646256882255,0.8006560731923927,67.54631996387133,16710.68,16719.93,,16714.31451924109,16709.445229297777,,59.47299702409192,,39.84231033142878,-0.05885709676165592,47.08606217826225
2023-01-02,16:06:00,16715.59857673645,16728.65,16734.4,16715.59857673645,48.2044464,806400.280265044,green,121.95202625411764,,,,16726.6657178243,16747.734282175697,16704.5314356486,16769.868564351396,16683.462871297204,16790.937128702793,16661.328589121506,16684.61750845143,16711.609999999997,16738.602491548565,0.32303879217583553,0.8156433330606798,68.36930749527424,16711.609999999997,16719.912500000002,,16719.093012827394,16712.93700578909,,65.73287776736623,,37.67820372294339,-0.0010460985753588336,37.22218971573542
2023-01-02,16:48:00,16722.124288368228,16721.9,16732.1,16709.0,70.15264701,1172527.20179386,red,119.07428296277776,,,,16726.216192245487,16736.833807754523,16718.032384490973,16745.017615509038,16707.414768981937,16755.635231018074,16699.230961227422,16688.504447778087,16715.215,16741.925552221914,0.31959567641712694,0.6251378096652919,64.47263976832195,16715.215,16719.2625,,16720.028675218266,16714.566641100162,,64.61966888916052,63.27518122687289,36.22448145561271,-0.03885607709045694,-6.141557909735138
2023-01-02,17:30:00,16722.012144184115,16712.625,16722.012144184115,16708.7,38.21953605,638764.121839721,red,114.8187699673684,,,,16721.0,16733.0,16709.9,16744.1,16697.9,16756.1,16686.800000000003,16702.756344798567,16719.115,16735.473655201436,0.19568805168736364,0.3016340609883282,59.45802578423081,16719.115,16717.752500000002,,16717.560783478846,16714.213615445587,,58.348396224184135,62.9003142935703,34.00254786186938,-0.09026929842523225,-48.88586474651777
