time,open,close,high,low,volume,turnover,color,avg_vol_last_100,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,PP,R1,S1,R2,S2,R3,S3,BBL_5_2.0,BBM_5_2.0,BBU_5_2.0,BBB_5_2.0,BBP_5_2.0,RSI,SMA_5,SMA_10,SMA_20,EMA_5,EMA_10,EMA_20,STOCHk_14_3_3,STOCHd_14_3_3,ATR,ROC,CCI
1672635840,16635.65,16632.7,16644.6,16614.9,59.35286909,986968.380552623,green,59.35286909,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672638120,16634.175000000003,16650.9,16658.9,16634.175000000003,85.04826475,1416338.224719115,green,72.20056692,,,,16630.733333333334,16646.566666666666,16616.86666666667,16660.43333333333,16601.033333333336,16676.266666666663,16587.16666666667,,,,,,,,,,,,,,,,,
1672640400,16642.537500000002,16647.175000000003,16658.0,16636.8,43.84024032,729754.706727479,red,62.74712472,,,,16647.99166666667,16661.808333333334,16637.083333333336,16672.716666666667,16623.26666666667,16686.533333333333,16612.358333333337,,,,,,,,,,,,,,,,,
1672642680,16644.856250000004,16690.15,16763.5,16638.9,495.81032454,8286784.970933495,green,171.012924675,,,,16647.325,16657.850000000002,16636.65,16668.525,16626.125,16679.050000000003,16615.45,,,,,,,,,,,,,,,,,
1672644960,16667.503125000003,16730.875,16757.9,16667.503125000003,151.70638179,2537451.070433929,green,167.151616098,,,,16697.516666666666,16756.13333333333,16631.533333333333,16822.116666666665,16572.916666666668,16880.73333333333,16506.933333333334,16598.87170305568,16670.36,16741.84829694432,0.8576695037698119,0.9232510955403802,,16670.36,,,16670.360000000004,,,,,,,
1672647240,16699.1890625,16744.149999999998,16766.3,16699.1890625,137.87108836,2308905.034254849,red,162.27152814166666,,,,16718.759375,16770.015625,16679.61875,16809.15625,16628.362500000003,16860.4125,16589.221875000003,16612.997310152146,16692.65,16772.302689847857,0.9543444551686528,0.823278473698545,,16692.65,,,16694.95666666667,,,,,,,
1672649520,16721.66953125,16730.55,16742.8,16720.1,71.55752351,1197196.925832425,red,149.31238462285714,,,,16736.546354166665,16773.90364583333,16706.79270833333,16803.657291666663,16669.435416666667,16841.014583333326,16639.681770833333,16637.276638227933,16708.579999999998,16779.883361772063,0.8534939746174101,0.654060057295984,,16708.579999999998,,,16706.821111111112,,,,,,,
1672651800,16726.109765625,16723.175,16731.6,16708.7,74.51272216,1245842.134185083,green,139.962426815,,,,16731.149999999998,16742.199999999997,16719.499999999996,16753.85,16708.449999999997,16764.899999999998,16696.799999999996,16687.531394509613,16723.78,16760.028605490385,0.4334977557751378,0.4916548513823514,,16723.78,,,16712.272407407407,,,,,,,
1672654080,16724.642382812497,16731.65,16755.0,16721.6,130.72014038,2187757.640096428,red,138.9355061,,,,16721.158333333336,16733.616666666672,16710.716666666674,16744.058333333334,16698.25833333334,16756.51666666667,16687.816666666677,16718.545990985756,16732.079999999998,16745.61400901424,0.1617731807909327,0.484114093630935,,16732.079999999998,,,16718.73160493827,,,,,,,
1672656360,16728.14619140625,16722.700000000004,16728.4,16720.3,40.966819,685175.663010014,red,129.13863739,,,,16736.083333333332,16750.566666666666,16717.166666666664,16769.483333333334,16702.68333333333,16783.966666666667,16683.766666666663,16714.898218982777,16730.445,16745.991781017223,0.1858501793254526,0.2509130671032402,,16730.445,16700.402500000004,,16720.054403292183,16700.402500000004,,,,,,
1672658640,16725.423095703125,16724.449999999997,16737.1,16706.0,86.99025879,1454781.605523287,green,125.3069666081818,,,,16723.8,16727.3,16719.199999999997,16731.9,16715.699999999997,16735.4,16711.099999999995,16718.88276935552,16726.505,16734.12723064448,0.0911395494095115,0.3651969419547654,,16726.505,16709.5775,,16721.51960219479,16704.774772727276,,,,,0.551624210140244,
1672660920,16724.93654785156,16734.5,16740.4,16724.93654785156,50.17833065,839772.658290858,red,119.046246945,,,,16722.516666666666,16739.033333333333,16707.933333333334,16753.616666666665,16691.416666666668,16770.13333333333,16676.833333333336,16717.617789658296,16727.295000000002,16736.972210341708,0.1157056217601959,0.872266373551196,,16727.295000000002,16717.9375,,16725.846401463194,16710.179359504134,,,,,0.5020749629149087,
1672663200,16729.71827392578,16722.675000000003,16731.7,16713.2,41.93467137,701211.797858908,red,113.11458728538462,,,,16733.278849283855,16741.62115071615,16726.15769856771,16748.742301432296,16717.815397135415,16757.08460286459,16710.69424641927,16717.340843516686,16727.195,16737.049156483314,0.117821983701559,0.2706551541143833,,16727.195,16725.4875,,16724.789267642132,16712.451294139748,,,,,0.4535304038072525,
1672665480,16726.196636962894,16704.7,16726.196636962894,16688.2,111.57999483,1863178.953729056,red,113.00497353857142,,,,16722.525,16731.850000000002,16713.350000000002,16741.025,16704.025,16750.350000000002,16694.850000000002,16702.573816989126,16721.805,16741.036183010874,0.2300132433176178,0.0552795688562693,,16721.805,16726.942499999997,,16718.092845094754,16711.04196793252,,,,,0.0871771673711696,2.249557376582135
1672667760,16715.448318481445,16697.125,16715.448318481445,16688.5,110.17050632,1839702.875000052,red,112.81600905733332,,,,16706.365545654295,16724.53109130859,16686.534454345696,16744.362182617188,16668.368908691402,16762.52772827148,16648.537817382803,16689.2705434044,16716.69,16744.109456595597,0.3280488732589837,0.1432277946175767,55.32376528380113,16716.69,16723.567499999997,,16711.103563396504,16708.511610126607,,,,35.84802894404737,-0.2017228626715578,-30.70865758226496
1672670040,16706.286659240723,16691.699999999997,16706.3,16669.6,124.98674688,2086232.320933413,green,113.57668017125,,,,16700.35777282715,16712.215545654297,16685.26722717285,16727.306091308594,16673.409454345703,16739.163864135742,16658.318908691406,16678.020806361335,16710.14,16742.259193638663,0.3844275827571043,0.2129442256949303,52.77650537900312,16710.14,16718.322500000002,,16704.635708931004,16705.45495373995,,49.78372552886726,,35.93872551835051,-0.3132437298997007,-89.45159392176757
1672672320,16698.99332962036,16721.6,16748.8,16698.3,132.66447115,2218820.609048471,green,114.69949140529413,,,,16689.199999999997,16708.799999999996,16672.099999999995,16725.899999999998,16652.499999999996,16745.499999999996,16635.399999999994,16682.353758709436,16707.56,16732.766241290567,0.3017345595714183,0.7785024517965804,62.9121122735338,16707.56,16717.427499999998,,16710.29047262067,16708.390416696322,,51.65058547272236,,38.11521426628112,-0.0534949538419282,23.91377106883454
