date,time,open,close,high,low,volume,turnover,color,avg_vol_last_100,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,PP,R1,S1,R2,S2,R3,S3,BBL_5_2.0,BBM_5_2.0,BBU_5_2.0,BBB_5_2.0,BBP_5_2.0,RSI
2023-01-02,05:00:00,16626.9,16626.9,16627.2,16626.6,5.11372319,85024.894949183,green,5.11372319,,,,,,,,,,,,,,,,
2023-01-02,05:15:00,16626.9,16626.25,16631.5,16614.9,18.50714728,307664.001880947,green,11.810435235,,,,16626.9,16627.200000000004,16626.600000000002,16627.500000000004,16626.3,16627.800000000007,16626.0,,,,,,
2023-01-02,05:30:00,16626.575,16640.775,16652.1,16626.575,59.56454338,991094.182010008,green,27.72847128333333,,,,16624.216666666667,16633.533333333333,16616.933333333334,16640.816666666666,16607.61666666667,16650.13333333333,16600.333333333336,,,,,,
2023-01-02,05:45:00,16633.675000000003,16651.75,16658.8,16633.675000000003,22.38549118,372818.786654125,red,26.3927262575,,,,16639.81666666667,16653.058333333338,16627.53333333334,16665.341666666667,16614.29166666667,16678.583333333336,16602.008333333342,,,,,,
2023-01-02,06:00:00,16642.7125,16651.95,16658.9,16642.7125,28.99835324,482969.27416713,green,26.913851654,,,,16648.075,16662.475,16637.350000000002,16673.199999999997,16622.950000000004,16687.599999999995,16612.225000000006,16616.879735594393,16639.525,16662.17026440561,0.27218642846605334,0.7743399188777469,
2023-01-02,06:15:00,16647.331250000003,16652.975,16658.0,16647.331250000003,23.80740047,396519.160306609,red,26.39610979,,,,16651.1875,16659.6625,16643.475,16667.375,16635.0,16675.85,16627.2875,16624.216048138824,16644.74,16665.26395186118,0.2466118649036022,0.7006192583109166,
2023-01-02,06:30:00,16650.153125,16644.949999999997,16650.8,16636.8,22.51153952,374615.013944061,red,25.84117118,,,,16652.76875,16658.206249999996,16647.5375,16663.437499999996,16642.100000000002,16668.874999999993,16636.86875,16638.89806908813,16648.480000000003,16658.061930911877,0.11510877764065215,0.31579913106910285,
2023-01-02,06:45:00,16647.551562499997,16640.275,16647.551562499997,16639.0,7.65488052,127376.083272606,red,23.5678848475,,,,16644.18333333333,16651.566666666662,16637.566666666662,16658.18333333333,16630.18333333333,16665.566666666662,16623.566666666662,16638.473567746158,16648.379999999997,16658.286432253837,0.11900776236294151,0.09092235265352859,
2023-01-02,07:00:00,16643.91328125,16668.65,16698.4,16638.9,102.97219073,1716797.367471238,green,32.39058550111111,,,,16642.275520833333,16645.551041666666,16636.99947916667,16650.82708333333,16633.723958333336,16654.102604166663,16628.44791666667,16632.47133493474,16651.760000000002,16671.048665065264,0.2316711874932348,0.9378219006565094,
2023-01-02,07:15:00,16656.281640625,16719.899999999998,16763.5,16656.281640625,381.09967287,6373557.322440051,green,67.261494238,,,,16668.65,16698.4,16638.9,16728.15,16609.15,16757.9,16579.4,16607.490523680222,16665.35,16723.209476319775,0.6943685709544193,0.9714007408096286,
2023-01-02,07:30:00,16688.0908203125,16737.225000000002,16757.9,16688.0908203125,37.16556051,622246.497532828,green,64.52550026272728,,,,16713.227213541668,16770.172786458337,16662.954427083336,16820.44557291667,16606.008854166666,16877.39114583334,16555.736067708334,16603.318259400552,16682.2,16761.08174059945,0.9456994952637983,0.8487816038404332,
2023-01-02,07:45:00,16712.657910156253,16728.625,16742.7,16712.657910156253,36.59686501,612175.693759431,red,62.198113991666666,,,,16727.738606770832,16767.386393229164,16697.577213541663,16797.547786458334,16657.92942708333,16837.195572916666,16627.76803385416,16623.329030658966,16698.935,16774.540969341037,0.905518457806264,0.6963469303996107,
2023-01-02,08:00:00,16720.641455078126,16728.925,16748.9,16704.0,100.4868228,1680407.640472462,green,65.14339928461538,,,,16727.994303385418,16743.330696614583,16713.288606770835,16758.036393229166,16697.95221354167,16773.37278645833,16683.246516927087,16667.414877157542,16716.665,16765.91512284246,0.5892338315382757,0.6244666946234391,
2023-01-02,08:15:00,16724.78322753906,16745.175,16766.3,16724.78322753906,85.52918205,1432451.684614742,red,66.599526625,,,,16727.274999999998,16750.549999999996,16705.649999999994,16772.175,16682.374999999996,16795.449999999997,16660.749999999993,16714.80881123008,16731.969999999998,16749.131188769916,0.20513052282448785,0.8847344195394183,
2023-01-02,08:30:00,16734.97911376953,16741.05,16751.8,16734.0,33.58268011,562362.698647042,green,64.398403524,,,,16745.419409179685,16766.05559082031,16724.53881835937,16786.936181640624,16703.902636718747,16807.572363281248,16683.022045898433,16723.072014625366,16736.2,16749.327985374635,0.1568813156467369,0.684719888908832,83.46168567078936
2023-01-02,08:45:00,16738.014556884766,16736.725,16746.7,16726.0,29.98320917,501705.931835894,red,62.247453876875,,,,16742.283333333336,16750.566666666673,16732.766666666674,16760.083333333336,16724.483333333337,16768.366666666672,16714.966666666674,16722.997175877063,16736.1,16749.202824122935,0.1565815706518962,0.5238498202424148,80.12148099916479
2023-01-02,09:00:00,16737.369778442382,16728.875,16742.8,16720.1,29.58560623,495047.659416623,red,60.32616872117647,,,,16736.475,16746.949999999997,16726.249999999996,16757.175,16715.774999999998,16767.649999999998,16705.549999999996,16723.16023479825,16736.15,16749.13976520175,0.15523002843246306,0.21997184371656503,74.30857762514934
2023-01-02,09:15:00,16733.122389221193,16725.025,16735.7,16720.1,19.6418241,328565.420078935,green,58.065927353333336,,,,16730.591666666664,16741.08333333333,16718.383333333328,16753.291666666664,16707.891666666663,16763.78333333333,16695.683333333327,16720.418331196935,16735.370000000003,16750.32166880307,0.17868345669163152,0.15405199458808855,71.56619639640321
2023-01-02,09:30:00,16729.073694610597,16723.449999999997,16731.6,16716.1,24.10119665,403082.973160155,red,56.27830994789474,,,,16726.94166666667,16733.78333333334,16718.183333333338,16742.54166666667,16711.341666666667,16749.383333333342,16702.583333333336,16717.431067530077,16731.025,16744.618932469926,0.1624996970589042,0.2213830502408591,70.42121895703266
2023-01-02,09:45:00,16726.261847305297,16718.05,16726.261847305297,16713.9,23.9551519,400450.016618274,red,54.6621520455,,,,16723.716666666664,16731.33333333333,16715.83333333333,16739.216666666664,16708.216666666664,16746.83333333333,16700.33333333333,16713.997812063983,16726.425,16738.852187936016,0.14859347333356301,0.1630372034638899,66.49328081017451
2023-01-02,10:00:00,16722.15592365265,16729.075,16755.0,16708.7,103.17101486,1726502.710972322,green,56.972097893809526,,,,16719.403949101765,16724.907898203528,16712.546050898232,16731.76579640706,16707.04210179647,16737.269745508824,16700.184203592937,16716.782207632557,16724.894999999997,16733.007792367436,0.09701456861091683,0.7576178343217751,70.15362717855255
2023-01-02,10:15:00,16725.615461826324,16732.675,16738.3,16724.2,30.7645526,514717.031413738,red,55.780845835,,,,16730.925,16753.149999999998,16706.85,16777.225,16684.625,16799.449999999997,16660.55,16715.69219918913,16725.655000000002,16735.617800810876,0.11913196596335253,0.8523105667401695,71.25775548285188
2023-01-02,10:30:00,16729.145230913164,16727.475000000002,16736.7,16721.6,22.03825294,368735.967206428,red,54.31377657869565,,,,16731.725000000002,16739.250000000004,16725.150000000005,16745.825,16717.625000000004,16753.350000000002,16711.050000000007,16716.113579362966,16726.145,16736.176420637035,0.1199489856991542,0.5662917072329483,67.38030312631187
2023-01-02,10:45:00,16728.31011545658,16724.825,16728.31011545658,16721.6,21.16741238,354012.180477887,green,52.93267807041667,,,,16728.59166666667,16735.583333333343,16720.48333333334,16743.691666666673,16713.49166666667,16750.683333333345,16705.38333333334,16716.62661447726,16726.420000000002,16736.213385522744,0.11710079649730219,0.4185674863765302,65.42643694894745
2023-01-02,11:00:00,16726.56755772829,16726.25,16728.4,16722.6,17.224394359999998,288096.869803643,red,51.504346722,,,,16724.911705152193,16728.22341030439,16721.513294847806,16731.621820608776,16718.20158969561,16734.93352576097,16714.803179391223,16722.66281554911,16728.06,16733.457184450894,0.06452851616855011,0.332319979382765,65.99742540817263
2023-01-02,11:15:00,16726.408778864145,16722.15,16726.408778864145,16717.9,8.98410212,150227.397908934,red,49.86895269884615,20.996645878698473,,,16725.75,16728.9,16723.1,16731.550000000003,16719.949999999997,16734.700000000004,16717.299999999996,16719.70542325553,16726.675,16733.644576744467,0.08333487372078686,0.17537483509387197,62.784579779372706
2023-01-02,11:30:00,16724.27938943207,16720.375,16728.8,16706.0,46.20219785,772278.382115068,green,49.7331469637037,19.39190219979355,,,16722.152926288047,16726.405852576092,16717.89707371195,16730.66170515219,16713.644147423904,16734.914631440235,16709.388294847806,16718.988088866532,16724.215,16729.44191113347,0.0625071028262683,0.13267024233370905,61.39120417884676
2023-01-02,11:45:00,16722.327194716036,16732.25,16737.1,16722.327194716036,33.594138810000004,562193.503957039,green,49.15675381535714,18.86092749751697,,,16718.391666666666,16730.783333333333,16707.983333333334,16741.191666666666,16695.591666666667,16753.583333333332,16685.183333333334,16716.99568657335,16725.170000000002,16733.344313426653,0.09774864383023633,0.9330638935935057,66.71354518527582
2023-01-02,12:00:00,16727.28859735802,16734.725000000002,16737.2,16727.28859735802,16.07623511,269045.00350185,green,48.0160462737931,18.427418229381146,,,16730.559064905345,16738.790935094654,16724.01812981069,16745.331870189308,16715.78625962138,16753.563740378617,16709.245324526728,16716.01083486086,16727.15,16738.289165139144,0.13318664732655924,0.8400165050692483,67.7125697999625
2023-01-02,12:15:00,16731.00679867901,16736.300000000003,16740.4,16731.00679867901,19.19490036,321268.420135671,red,47.05534141,18.00341617338563,,,16733.071199119342,16738.853800880664,16728.942398238683,16742.982601761323,16723.15979647736,16748.765203522646,16719.030995596702,16715.959598491067,16729.16,16742.360401508933,0.15781308217427872,0.7704463191960907,68.36328370035224
2023-01-02,12:30:00,16733.653399339506,16729.825,16735.0,16724.6,27.83047725,465667.322105351,red,46.4351845016129,16.949529477962642,,,16735.902266226338,16740.797733773667,16731.404532452674,16745.29546754733,16726.509064905345,16750.19093509466,16722.01133113168,16719.475935868046,16730.695,16741.914064131954,0.13411354557541008,0.46122671241707835,62.763069044954854
2023-01-02,12:45:00,16731.739199669755,16722.625,16731.739199669755,16720.5,13.21367649,220982.20712676,red,45.39701237625,15.356318768128403,,,16729.808333333334,16735.01666666667,16724.61666666667,16740.208333333336,16719.408333333333,16745.41666666667,16714.216666666667,16721.555662171093,16731.145,16740.734337828908,0.11462859031952022,0.05575660426121643,57.15617530750873
2023-01-02,13:00:00,16727.182099834878,16717.1,16727.182099834878,16713.2,17.041024750000002,284842.654199109,red,44.53774002393939,13.492335234575876,,,16724.95473322325,16729.4094664465,16718.170266776746,16736.193932893006,16713.715533553495,16740.648666116256,16706.93106710699,16713.5525620174,16728.115,16742.677437982602,0.17410733944141804,0.1218009644688585,53.22672022324145
2023-01-02,13:15:00,16722.141049917438,16714.9,16722.141049917438,16714.0,6.29151687,105163.585731855,green,43.41285110764706,11.702691893649899,-5.317439812249276,17.020131705899175,16719.16069994496,16725.121399889922,16711.139300055045,16733.14279977984,16705.178600110085,16739.1034997248,16697.15720022017,16708.214661911425,16724.15,16740.08533808858,0.19056679219663572,0.20976455132035074,51.70247247121533
2023-01-02,13:30:00,16718.52052495872,16702.725,16718.52052495872,16688.2,96.22822322,1606743.248715266,red,44.92186173942857,9.19596059356627,-6.259336889866326,15.455297483432595,16717.013683305813,16720.027366611626,16711.88631669419,16725.15473322325,16708.872633388375,16728.168416529064,16703.74526677675,16699.471242041338,16717.435,16735.398757958665,0.21491045676161846,0.09056451234056485,44.16486174856234
2023-01-02,13:45:00,16710.62276247936,16695.6,16710.62276247936,16690.9,14.75427935,246374.841566261,green,44.083873339722224,6.5588239841708855,-7.117178799409368,13.676002783580254,16703.148508319573,16718.097016639145,16687.776491680426,16733.469033278292,16672.827983360854,16748.417541597864,16657.455966721707,16690.743473855666,16710.59,16730.436526144334,0.2375323210531088,0.12235204561779582,40.448441892894124
2023-01-02,14:00:00,16703.11138123968,16700.4,16706.7,16693.2,49.21543338,821926.79995846,green,44.222564151621626,4.800852863030741,-7.1001199364396115,11.900972799470352,16699.040920826454,16707.181841652906,16687.459079173546,16718.763683305813,16679.318158347094,16726.904604132265,16667.736316694187,16689.35070334912,16706.145,16722.939296650882,0.2010553200739217,0.32895979154633553,43.87490483273769
2023-01-02,14:15:00,16701.75569061984,16696.7,16704.6,16689.0,39.0973922,652931.731410007,red,44.08769120552632,3.073657792472659,-7.061852005598155,10.135509798070814,16700.100000000002,16707.000000000004,16693.500000000004,16713.600000000002,16686.600000000002,16720.500000000004,16680.000000000004,16688.251253223763,16702.065,16715.878746776234,0.16541363928634392,0.30580938369205857,41.87480849768302
2023-01-02,14:30:00,16699.22784530992,16689.35,16699.4,16669.6,79.36189147,1324176.636037145,green,44.99215787897436,1.0990900557953864,-7.229135793820342,8.328225849615729,16696.766666666666,16704.533333333333,16688.933333333334,16712.366666666665,16681.166666666668,16720.13333333333,16673.333333333336,16687.794301336784,16696.954999999998,16706.115698663212,0.10972897349503709,0.08491157281822086,38.153939251741896
2023-01-02,14:45:00,16694.28892265496,16697.85,16699.4,16694.28892265496,21.96002684,366677.577015284,red,44.416354603,0.21760148653993383,-6.488499490460637,6.70610097700057,16686.116666666665,16702.63333333333,16672.83333333333,16715.916666666668,16656.316666666662,16732.433333333334,16643.033333333326,16688.62320722065,16695.98,16703.336792779348,0.0881265164350739,0.6270934261767143,44.31615706077113
2023-01-02,15:00:00,16696.06946132748,16701.85,16708.3,16693.8,46.6419247,778916.2899551919,green,44.4706368004878,-0.15641493081784574,-5.490012726254733,5.333597795436887,16697.179640884988,16700.070359115016,16694.959281769974,16702.29071823003,16692.068563539946,16705.181436460058,16689.848204424932,16688.551152150303,16697.23,16705.908847849696,0.10395554052614077,0.7661643619066648,46.99277168885603
2023-01-02,15:15:00,16698.959730663737,16714.050000000003,16721.7,16698.959730663737,57.05609601,953690.976639827,green,44.77029059119048,0.5255541431179154,-3.8464349218551774,4.371989064973093,16701.316666666666,16708.833333333332,16694.333333333332,16715.816666666666,16686.816666666666,16723.333333333332,16679.833333333332,16683.71802967623,16699.96,16716.201970323767,0.1945150805602927,0.9337527935075902,54.22064942331125
2023-01-02,15:30:00,16706.50486533187,16731.525,16748.8,16706.50486533187,53.73109392,899160.8957657539,green,44.97868136627907,2.4478882706353033,-1.5392806354702318,3.987168906105535,16711.56991022125,16724.18008977876,16701.439820442498,16734.310179557513,16688.829640884986,16746.920359115025,16678.699551106234,16677.627662237024,16706.925,16736.222337762974,0.3507208868535063,0.9198333684620789,62.17639154933533
2023-01-02,15:45:00,16719.014932665938,16735.6,16741.1,16719.014932665938,71.56216322,1197489.599484681,red,45.58285140840909,4.2511655697380775,0.21119733090603354,4.039968238832044,16728.943288443956,16751.38171155604,16709.086576887912,16771.238423112085,16686.648153775826,16793.67684622417,16666.791442219783,16685.731872696826,16716.175,16746.618127303173,0.3642355658896039,0.819037525392053,63.75806756315395
2023-01-02,16:00:00,16727.307466332968,16730.65,16736.2,16720.6,40.01126778,669325.507598322,red,45.45903843888889,5.220671538325405,0.9445626395946887,4.276108898730716,16731.90497755531,16744.795022444683,16722.709955110622,16753.99004488937,16709.81991022125,16766.880089778744,16700.62488777656,16697.168897442185,16722.735,16748.301102557816,0.30576460797609495,0.6547948104741769,60.451164170685395
2023-01-02,16:15:00,16728.978733166485,16731.9,16732.2,16728.978733166485,8.18925545,137022.747181087,red,44.6488257652174,6.020476254016103,1.3954938842283084,4.624982369787794,16729.15,16737.700000000004,16722.100000000002,16744.750000000004,16713.55,16753.300000000007,16706.5,16713.665331568754,16728.745000000003,16743.82466843125,0.18028451544031707,0.6046110534320845,61.00124511558251
