time,open,close,high,low,volume,turnover,color,avg_vol_last_100,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,PP,R1,S1,R2,S2,R3,S3,BBL_5_2.0,BBM_5_2.0,BBU_5_2.0,BBB_5_2.0,BBP_5_2.0,RSI,SMA_5,SMA_10,SMA_20,EMA_5,EMA_10,EMA_20,STOCHk_14_3_3,STOCHd_14_3_3,ATR,ROC,CCI
1672635600,16629.1,16626.15,16631.5,16614.9,23.62087047,392688.89683013,green,23.62087047,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672637400,16627.625,16641.449999999997,16658.8,16627.3,81.95003455999999,1363912.968664133,green,52.785452515,,,,16624.183333333334,16633.466666666667,16616.86666666667,16640.783333333333,16607.583333333336,16650.066666666666,16600.26666666667,,,,,,,,,,,,,,,,,
1672639200,16634.5375,16651.5,16658.9,16634.5375,52.80575371,879488.434473739,green,52.79221958,,,,16642.516666666666,16657.733333333334,16626.233333333334,16674.016666666666,16611.016666666666,16689.233333333334,16594.733333333334,,,,,,,,,,,,,,,,,
1672641000,16643.01875,16644.375,16650.8,16636.8,30.16642004,501991.097216667,red,47.135769695,,,,16648.3125,16662.0875,16637.725,16672.675000000003,16623.949999999997,16686.450000000004,16613.362499999996,,,,,,,,,,,,,,,,,
1672642800,16643.696875,16694.2,16763.5,16638.9,484.0718636,8090354.689911289,green,134.522988476,,,,16643.991666666665,16651.18333333333,16637.18333333333,16657.991666666665,16629.991666666665,16665.18333333333,16623.18333333333,16605.77322992934,16651.535,16697.29677007066,0.5496402592393007,0.9661642232601712,,16651.535,,,16651.535,,,,,,,
1672644600,16668.948437500003,16732.050000000003,16757.9,16668.948437500003,73.76242552,1234422.191292259,red,124.39622798333332,,,,16698.86666666667,16758.833333333336,16634.233333333337,16823.466666666667,16574.26666666667,16883.433333333334,16509.63333333334,16602.214052488634,16672.715,16743.215947511366,0.8457044639864073,0.9208099472027464,,16672.715,,,16678.373333333337,,,,,,,
1672646400,16700.499218750003,16731.149999999998,16766.3,16700.499218750003,186.01600485,3112859.325087204,green,133.19905325,,,,16719.632812500004,16770.317187500004,16681.365625000006,16808.584375000002,16630.681250000005,16859.268750000003,16592.414062500007,16615.60349501842,16690.655,16765.70650498158,0.8993236632304769,0.7697813988536109,,16690.655,,,16695.96555555556,,,,,,,
1672648200,16715.824609375,16736.699999999997,16751.8,16715.824609375,63.56588928,1064068.630482936,red,124.49490775375,,,,16732.649739583332,16764.80026041666,16698.999479166665,16798.45052083333,16666.848958333336,16830.601041666658,16633.19869791667,16637.403432938223,16707.695,16777.986567061776,0.8414274627562537,0.7063192016654425,,16707.695,,,16709.543703703705,,,,,,,
1672650000,16726.262304687498,16729.875,16742.8,16720.1,49.22743033,823613.079495558,red,116.13185470666669,,,,16734.774869791665,16753.72513020833,16717.74973958333,16770.750260416666,16698.799479166664,16789.700520833332,16681.77434895833,16693.854922430608,16724.795000000002,16755.735077569396,0.3699905149138617,0.5820941703944413,,16724.795000000002,,,16716.320802469138,,,,,,,
1672651800,16728.068652343747,16720.975,16731.6,16713.9,48.05634855,803532.989778429,red,109.324304091,,,,16730.925,16741.75,16719.05,16753.625,16708.225,16764.45,16696.35,16719.88281927694,16730.15,16740.417180723063,0.1227386571317263,0.0531879564857386,,16730.15,16690.8425,,16717.872201646092,16690.842500000002,,,,,,
1672653600,16724.521826171873,16727.0,16755.0,16708.7,133.93556746,2241219.74238606,green,111.56169167,,,,16722.158333333333,16730.416666666664,16712.716666666667,16739.85833333333,16704.458333333336,16748.11666666666,16695.01666666667,16718.825708943405,16729.139999999996,16739.454291056587,0.1233092801732925,0.3962604415439562,,16729.139999999996,16700.927499999998,,16720.914801097395,16697.41659090909,,,,,0.6065745828108042,
