time,open,close,high,low,volume,turnover,color,avg_vol_last_100
1672664760,16632.95,16630.025,16639.3,16614.9,56.53353671,940049.937038626,green,56.53353671
1672666800,16631.487500000003,16649.074999999997,16658.9,16631.487500000003,65.59579753999999,1092301.463210672,green,61.064667125
1672668840,16640.28125,16649.0,16658.9,16636.8,59.00805009,982500.730366976,red,60.37912811333333
1672670880,16644.640625,16696.75,16763.5,16638.9,448.56885746,7495825.881131289,green,157.42656045
1672672920,16670.6953125,16734.475,16757.9,16670.6953125,105.95214494,1772888.696854316,red,147.13167734799998
1672674960,16702.58515625,16732.575,16766.3,16702.58515625,196.73498601,3292150.894873542,green,155.39889545833333
1672677000,16717.580078125,16734.125,16751.8,16717.580078125,70.80480132,1185193.76741031,red,143.31402486714285
1672679040,16725.8525390625,16729.625,16742.8,16716.1,53.54052365,895656.916318103,green,132.092337215
1672681080,16727.73876953125,16733.0,16755.0,16708.7,137.12580323,2294194.6922651893,green,132.65161121666668
1672683120,16730.369384765625,16729.625,16738.4,16721.6,56.55505395,946236.108266403,red,125.04195549
1672685160,16729.997192382812,16722.675000000003,16729.997192382812,16720.3,40.12565127,671111.07518643,red,117.32229147
1672687200,16726.336096191408,16724.699999999997,16737.1,16706.0,69.45365925,1161295.449433363,green,113.333238785
1672689240,16725.518048095702,16735.800000000003,16740.4,16725.518048095702,50.94528558,852620.394602322,red,108.53416546153844
1672691280,16730.659024047854,16727.725,16735.0,16720.5,43.30577162,724475.3370056141,red,103.87499447285714
1672693320,16729.192012023927,16715.199999999997,16729.192012023927,16709.8,32.52236326,543597.021552225,red,99.118152392
1672695360,16722.19600601196,16701.825,16722.19600601196,16688.2,137.25054978,2291674.571733274,red,101.50142722875
1672697400,16712.01050300598,16693.225,16712.01050300598,16669.6,128.98056169,2152811.344787216,green,103.11784690294115
1672699440,16702.61775150299,16708.125,16721.7,16693.8,100.15094507,1672943.080735368,green,102.95301902333333
1672701480,16705.371375751492,16727.074999999997,16748.8,16705.371375751492,120.08239064,2009002.761366027,green,103.85456489789472
1672703520,16716.223187875745,16730.275,16736.3,16716.223187875745,79.95452292,1337617.590787401,red,102.659562799
1672705560,16723.249093937873,16721.300000000003,16734.4,16709.5,56.11296151,938331.057432634,red,100.4430579757143
1672707600,16722.27454696894,16712.8,16722.27454696894,16709.0,41.41444749,692116.876137914,green,97.75993931727272
1672709640,16717.53727348447,16712.0,16717.53727348447,16709.2,28.33180557,473492.958607001,red,94.74132480652176
1672711680,16714.768636742236,16709.899999999998,16714.768636742236,16708.3,29.1313161,486787.717598046,red,92.00757444375
1672713720,16712.33431837112,16717.7,16729.4,16708.6,43.74281387,731437.6033169,green,90.0769840208
1672715760,16715.01715918556,16724.65,16731.5,16715.01715918556,52.69276121,881208.477825392,green,88.63912929730769
1672717800,16719.83357959278,16722.7,16735.4,16710.1,67.90401273,1135564.656609866,red,87.87116201703704
1672719840,16721.26678979639,16723.075,16729.2,16718.2,52.03443901,870219.706904794,green,86.5912790525
1672721880,16722.170894898198,16726.625,16731.6,16722.170894898198,49.25453979,823927.161969841,red,85.30380528482758
1672723920,16724.3979474491,16747.699999999997,16792.0,16724.3979474491,195.13618453,3269589.488455762,green,88.96488459300001
1672725960,16736.048973724548,16726.049999999996,16751.8,16693.7,138.0800074,2310210.076260951,red,90.5492433932258
1672728000,16731.04948686227,16707.800000000003,16731.04948686227,16687.4,130.98616458,2188115.540565326,red,91.8128971803125
1672730040,16719.424743431136,16701.075,16719.424743431136,16691.0,64.06893477,1070240.54442224,red,90.97217104666667
1672732080,16710.24987171557,16680.55,16710.24987171557,16652.2,124.77900407,2080152.060668997,red,91.966489665
1672734120,16695.399935857786,16689.3,16701.9,16678.4,108.26133833,1807053.793738996,green,92.4320567697143
1672736160,16692.349967928894,16673.875,16695.2,16653.1,76.68883157,1278356.664241921,red,91.99474495861112
1672738200,16683.112483964447,16667.8,16683.112483964447,16656.6,61.59020518,1026536.219134204,green,91.17300064027026
1672740240,16675.456241982225,16679.625,16683.7,16675.456241982225,25.72874228,429152.234727694,green,89.450783315
1672742280,16677.540620991113,16676.925,16681.5,16669.0,44.42801649,740882.776161803,red,88.29635339641025
1672744320,16677.232810495556,16682.875,16696.2,16669.8,34.88824811,582157.114486379,green,86.96115076425
1672746360,16680.053905247776,16691.574999999997,16694.5,16680.053905247776,29.06580156,485144.05476872,green,85.54906907634147
1672748400,16685.814452623887,16690.5,16694.5,16684.7,27.60725311,460801.08247726,red,84.16950202952381
1672750440,16688.157226311945,16692.149999999998,16700.8,16684.8,58.5906123,977998.855313027,green,83.5746441288372
1672752480,16690.15361315597,16716.375,16738.1,16690.15361315597,92.61907437,1548346.681545218,green,83.7801993615909
1672754520,16703.264306577985,16749.275,16773.6,16703.264306577985,106.57637439,1785190.829226669,green,84.2867810288889
1672756560,16726.269653288993,16735.3,16749.3,16721.3,24.00125562,401567.319552416,red,82.97622612869566
1672758600,16730.784826644496,16719.625,16730.784826644496,16710.1,38.41431543,642213.379052345,red,82.02810036914893
1672760640,16725.204913322246,16718.525,16735.5,16709.7,56.34829881,942454.479297598,red,81.49310450333333
1672762680,16721.864956661124,16706.475,16721.864956661124,16699.8,59.17307519,988615.947935553,red,81.03759370102041
1672764720,16714.16997833056,16716.4,16732.1,16700.9,42.83309871,716236.381617106,green,80.27350380120001
1672766760,16715.28498916528,16738.3,16756.1,16715.28498916528,64.16123423,1074152.57592508,green,79.95757694686274
1672768800,16726.792494582638,16737.775,16747.9,16726.792494582638,34.36975269,575271.595765469,red,79.08088801884615
1672770840,16732.28374729132,16730.25,16737.7,16724.9,22.39922412,374802.940630106,red,78.01142266226414
1672772880,16731.26687364566,16730.125,16736.1,16724.3,21.90670889,366450.844198567,green,76.97244648129629
1672774920,16730.69593682283,16725.125,16735.2,16711.5,107.66331605,1800344.8582248162,red,77.53046229163637
1672776960,16727.910468411414,16716.875,16727.910468411414,16712.3,65.23693531,1090699.326713668,red,77.31093502410714
1672779000,16722.392734205707,16719.550000000003,16731.2,16704.1,51.07490072,853955.569721346,green,76.85065372052631
1672781040,16720.971367102855,16727.2,16735.9,16718.3,46.06737092,770470.361036113,red,76.31990746534483
