date,time,open,close,high,low,volume,turnover,color,avg_vol_last_100
2023-01-02,05:06:00,16637.85,16637.35,16658.8,16614.9,103.88446945,1728524.895812269,green,103.88446945
2023-01-02,05:57:00,16637.6,16646.525,16658.9,16636.8,77.25291489,1286327.234804005,red,90.56869217
2023-01-02,06:48:00,16642.0625,16697.875,16763.5,16638.9,508.75227298,8502673.65777475,green,229.96321910666663
2023-01-02,07:39:00,16669.96875,16738.625,16766.3,16669.96875,242.50371543,4058191.815084397,red,233.0983431875
2023-01-02,08:30:00,16704.296875,16734.574999999997,16751.8,16704.296875,99.19405479,1660176.363729226,red,206.317485508
2023-01-02,09:21:00,16719.4359375,16732.575,16755.0,16708.7,162.27707341,2714869.012264376,green,198.977416825
2023-01-02,10:12:00,16726.00546875,16731.3,16738.4,16721.6,82.48992165,1380004.609853671,red,182.33634608571427
2023-01-02,11:03:00,16728.652734375,16726.699999999997,16737.1,16706.0,83.64444282,1398638.023032525,green,169.9998581775
2023-01-02,11:54:00,16727.676367187498,16731.3,16740.4,16724.6,79.49185413000001,1330271.480475056,red,159.94341328333334
2023-01-02,12:45:00,16729.48818359375,16717.275,16729.48818359375,16709.8,47.28156633,790421.272685105,red,148.677228588
2023-01-02,13:36:00,16723.381591796875,16700.75,16723.381591796875,16688.2,184.94489307,3088205.191534813,red,151.97428899545454
2023-01-02,14:27:00,16712.065795898438,16700.975,16721.7,16669.6,181.43716347,3029223.805721045,green,154.429528535
2023-01-02,15:18:00,16706.520397949218,16724.15,16748.8,16706.520397949218,179.30234097,2999776.034561439,green,156.34282179923076
2023-01-02,16:09:00,16715.335198974608,16718.6,16734.4,16709.5,76.8475341,1285175.375024623,red,150.66458696357145
2023-01-02,17:00:00,16716.967599487303,16712.4,16718.5,16709.0,60.33902132,1008394.785415671,green,144.6428825873333
2023-01-02,17:51:00,16714.683799743652,16710.524999999998,16714.683799743652,16708.3,38.53854784,644002.76692729,red,138.011361665625
2023-01-02,18:42:00,16712.604399871823,16716.125,16729.4,16708.6,62.062128130000005,1037775.381379342,green,133.5437596929412
2023-01-02,19:33:00,16714.36469993591,16720.425,16735.4,16710.1,102.27745968,1710435.356372816,green,131.80674302555556
2023-01-02,20:24:00,16717.394849967954,16723.975,16731.6,16717.394849967954,91.04261462,1522751.717134906,green,129.66126258315788
2023-01-02,21:15:00,16720.684924983976,16748.175000000003,16792.0,16720.684924983976,205.38254871,3440984.640195491,green,133.4473268895
2023-01-02,22:06:00,16734.429962491988,16722.149999999998,16751.8,16687.4,195.71702333,3272861.24759239,red,136.4125505295238
2023-01-02,22:57:00,16728.289981245995,16700.975,16728.289981245995,16688.3,137.41808342,2295704.913656127,red,136.45825657
2023-01-02,23:48:00,16714.632490622997,16686.7,16714.632490622997,16652.2,209.50149648,3494133.694456372,green,139.6340496095652
2023-01-03,00:39:00,16700.6662453115,16678.825,16701.9,16653.1,100.22767749,1671428.824193542,red,137.99211743791668
2023-01-03,01:30:00,16689.745622655748,16669.65,16689.745622655748,16656.6,72.50384295,1208590.049446056,green,135.3725864584
2023-01-03,02:21:00,16679.697811327875,16676.8,16681.5,16669.0,59.243121,987981.180577645,red,132.44453009461537
2023-01-03,03:12:00,16678.24890566394,16683.475,16696.2,16669.8,50.20981824,837869.866564309,green,129.39880002592594
2023-01-03,04:03:00,16680.86195283197,16689.699999999997,16694.5,16680.86195283197,41.35148454,690232.38516805,red,126.25425304428572
2023-01-03,04:54:00,16685.280976415983,16698.55,16711.1,16684.8,94.64466927,1580251.78686798,green,125.16426739689656
2023-01-03,05:45:00,16691.91548820799,16735.75,16773.6,16691.91548820799,163.14139179,2731284.579216934,green,126.43017154333332
2023-01-03,06:36:00,16713.832744103995,16731.525,16749.3,16712.6,44.67940656,747367.782455964,red,123.79305009225806
2023-01-03,07:27:00,16722.678872051998,16717.45,16735.5,16709.7,74.0844633,1238867.395446395,red,122.239656755
2023-01-03,08:18:00,16720.064436025998,16714.125,16724.8,16699.8,80.51505365,1345329.237324817,green,120.97527484272727
2023-01-03,09:09:00,16717.094718013,16734.8,16756.1,16717.094718013,85.65235448,1433675.668152922,green,119.93636542029412
2023-01-03,10:00:00,16725.9473590065,16738.825,16747.9,16725.9473590065,43.46862552,727541.057929435,red,117.75157285171429
2023-01-03,10:51:00,16732.38617950325,16733.725,16737.7,16724.3,35.20706018,588984.322664707,red,115.45866972194445
2023-01-03,11:42:00,16733.055589751624,16725.35,16735.2,16711.5,141.82427635,2371493.925859779,red,116.17125368486488
2023-01-03,12:33:00,16729.20279487581,16721.35,16731.2,16704.1,82.15087573,1373505.828800051,green,115.27598058078948
2023-01-03,13:24:00,16725.276397437905,16734.0,16744.6,16718.3,83.47714999,1396570.756725575,green,114.4606259502564
2023-01-03,14:15:00,16729.638198718952,16706.025,16770.0,16643.0,467.01704461,7806384.46334019,red,123.27453641675
2023-01-03,15:06:00,16717.831599359477,16658.65,16717.831599359477,16621.6,221.98566763,3696168.180612304,red,125.68212498292684
2023-01-03,15:57:00,16688.24079967974,16657.3,16688.24079967974,16632.4,260.26690386,4336033.097505969,red,128.88652448
2023-01-03,16:48:00,16672.770399839872,16636.15,16672.770399839872,16616.4,105.00042312,1746132.983076222,red,128.33103375069769
2023-01-03,17:39:00,16654.460199919937,16635.2,16654.460199919937,16606.9,82.63862279,1374312.500402888,green,127.29256986522728
2023-01-03,18:30:00,16644.830099959967,16641.15,16649.5,16624.9,58.21373654,968732.171217778,red,125.75748468022222
2023-01-03,19:21:00,16642.990049979984,16646.6,16662.0,16627.3,107.97318638,1796947.360180147,green,125.3708694997826
2023-01-03,20:12:00,16644.79502498999,16659.675,16669.0,16644.79502498999,120.84709722,2013391.200588954,green,125.27461902574468
2023-01-03,21:03:00,16652.235012494995,16666.775,16672.8,16652.235012494995,92.65017139,1544278.936782634,green,124.59494303333334
2023-01-03,21:54:00,16659.5050062475,16661.3,16671.3,16646.5,88.8693153,1480516.405045031,red,123.86584858979592
2023-01-03,22:45:00,16660.402503123747,16668.65,16691.7,16656.1,100.03273007,1668389.837153449,green,123.3891862194
2023-01-03,23:36:00,16664.526251561874,16671.25,16676.5,16664.526251561874,57.93907149,965904.47248776,green,122.1058506364706
2023-01-04,00:27:00,16667.888125780937,16686.425,16720.0,16654.0,112.02795649,1869056.488358478,green,121.91204497980767
2023-01-04,01:18:00,16677.15656289047,16713.25,16733.0,16677.15656289047,110.68144517,1849818.833236626,green,121.70014687018868
2023-01-04,02:09:00,16695.203281445232,16731.800000000003,16754.3,16695.203281445232,186.20459668,3115880.279195618,green,122.89467371851852
2023-01-04,03:00:00,16713.501640722618,16785.25,16845.8,16713.501640722618,466.46391616,7840166.91988145,green,129.14138721745454
2023-01-04,03:51:00,16749.37582036131,16854.800000000003,16906.4,16749.37582036131,245.11613252,4134473.616030463,green,131.21236481214285
2023-01-04,04:42:00,16802.087910180657,16860.025,16875.7,16802.087910180657,69.47751345,1171175.437612757,red,130.12929724438595
2023-01-04,05:33:00,16831.05645509033,16855.449999999997,16864.7,16831.05645509033,67.01918761,1129451.920889512,green,129.04119190586206
2023-01-04,06:24:00,16843.253227545163,16868.675,16889.2,16843.253227545163,110.28471562,1860024.724276334,green,128.7232855281356
2023-01-04,07:15:00,16855.96411377258,16868.55,16876.3,16853.2,92.71916541,1563777.490575155,red,128.1232168595
2023-01-04,08:06:00,16862.25705688629,16871.4,16912.7,16833.2,184.4493692,3112474.448769647,red,129.0465964060656
2023-01-04,08:57:00,16866.828528443148,16863.024999999998,16872.6,16850.8,71.24404200000001,1201043.813057876,red,128.11429714145163
2023-01-04,09:48:00,16864.92676422157,16849.625,16864.92676422157,16835.7,71.99319643,1212659.369209242,red,127.2234860190476
2023-01-04,10:39:00,16857.275882110785,16843.825,16857.275882110785,16836.2,57.44932913,967623.7782319,green,126.13326481765624
2023-01-04,11:30:00,16850.55044105539,16838.975,16850.55044105539,16824.8,92.78075139,1562461.312946848,red,125.62014922646154
2023-01-04,12:21:00,16844.762720527695,16827.15,16844.762720527695,16808.4,125.44417741,2110229.53610866,red,125.6174829868182
2023-01-04,13:12:00,16835.95636026385,16823.7,16835.95636026385,16818.7,86.83253838,1460995.860798842,red,125.03860321656718
2023-01-04,14:03:00,16829.828180131924,16823.525,16856.3,16796.5,219.04435451,3684848.931918172,green,126.42104073558824
2023-01-04,14:54:00,16826.676590065963,16816.85,16846.0,16767.0,356.75182325,5995011.179910017,green,129.7591680184058
2023-01-04,15:45:00,16821.76329503298,16856.875,16893.9,16821.76329503298,171.78464333,2897161.755564379,green,130.35953195142858
2023-01-04,16:36:00,16839.31914751649,16865.625,16874.5,16839.31914751649,110.96455062,1870438.992434625,green,130.08636320028168
2023-01-04,17:27:00,16852.472073758247,16899.800000000003,16936.0,16852.472073758247,310.35000969,5246830.250323872,green,132.59002495708333
2023-01-04,18:18:00,16876.136036879125,16920.775,16989.0,16876.136036879125,443.22785256,7506611.134110985,red,136.8453376639726
2023-01-04,19:09:00,16898.455518439565,16859.0,16905.0,16789.7,223.10187011,3758300.067614498,red,138.01096648081082
2023-01-04,20:00:00,16878.727759219782,16820.475,16878.727759219782,16781.9,151.08195634,2540699.995398846,red,138.1852463456
2023-01-04,20:51:00,16849.601379609892,16809.5,16849.601379609892,16781.6,83.77602905,1408265.856814547,green,137.46933559171052
2023-01-04,21:42:00,16829.550689804946,16824.45,16837.9,16816.4,57.19644075,962232.105089284,green,136.4268304638961
2023-01-04,22:33:00,16827.000344902473,16835.025,16849.3,16817.2,73.76970975,1241995.222496015,green,135.62353404448717
2023-01-04,23:24:00,16831.012672451237,16854.1,16865.2,16831.012672451237,82.85386261000001,1396438.843046763,green,134.95556352
2023-01-05,00:15:00,16842.556336225618,16848.725,16875.1,16825.8,133.67574756,2252391.266959208,red,134.9395658205
2023-01-05,01:06:00,16845.640668112806,16832.0,16849.0,16808.9,81.74873903,1375976.693505497,green,134.2828889465432
2023-01-05,01:57:00,16838.820334056403,16833.550000000003,16838.820334056403,16826.4,35.6166786,599446.122828784,red,133.07964247890246
2023-01-05,02:48:00,16836.185167028205,16831.4,16840.3,16822.5,59.80826356,1006639.072109424,red,132.19685478108434
2023-01-05,03:39:00,16833.792583514103,16828.3,16833.792583514103,16819.7,59.28777836,997592.299949835,green,131.32888958559525
2023-01-05,04:30:00,16831.04629175705,16838.5,16844.7,16831.04629175705,59.5567708,1002846.907653483,green,130.4845117175294
2023-01-05,05:21:00,16834.773145878527,16835.050000000003,16847.2,16811.2,93.25342425,1570046.531658022,red,130.05159209581396
2023-01-05,06:12:00,16834.911572939265,16826.25,16837.1,16814.7,74.81929398,1258708.80510806,red,129.41673809448275
2023-01-05,07:03:00,16830.580786469633,16813.149999999998,16830.580786469633,16792.9,86.83924052,1459808.713756304,green,128.93290289477272
2023-01-05,07:54:00,16821.865393234817,16811.15,16826.1,16793.8,70.07917488,1178412.242022765,red,128.27162505191012
2023-01-05,08:45:00,16816.50769661741,16803.25,16816.50769661741,16790.4,98.37890065,1653142.053009086,green,127.93948366966666
2023-01-05,09:36:00,16809.878848308705,16810.875,16828.7,16786.0,119.02065642,2000089.536094215,green,127.841474579011
2023-01-05,10:27:00,16810.376924154352,16825.675,16832.8,16810.376924154352,48.0041782,807724.078589449,green,126.97367787923912
2023-01-05,11:18:00,16818.025962077176,16827.125,16836.3,16816.9,83.43254621,1404052.671406835,green,126.50549366774192
2023-01-05,12:09:00,16822.575481038588,16824.574999999997,16831.1,16817.1,69.85425411,1175244.789972125,red,125.90282090648935
2023-01-05,13:00:00,16823.57524051929,16806.449999999997,16829.9,16780.2,182.54911098,3067715.5830384013,red,126.49909764410526
2023-01-05,13:51:00,16815.012620259644,16790.15,16817.4,16760.0,166.46228913,2795414.406858902,red,126.91538088875
2023-01-05,14:42:00,16802.581310129823,16818.275,16873.7,16764.7,268.0638908,4511187.274835357,green,128.37052016618554
2023-01-05,15:33:00,16810.42815506491,16847.6,16877.3,16810.42815506491,110.7657165,1866770.164432058,red,128.19087931244897
2023-01-05,16:24:00,16829.014077532454,16835.55,16844.1,16826.2,69.59371338,1171603.153874103,green,127.59898874747476
2023-01-05,17:15:00,16832.28203876623,16822.0,16840.7,16802.8,77.33630159,1300909.234474204,red,127.0963618759
2023-01-05,18:06:00,16827.141019383114,16824.525,16846.2,16806.1,107.26396215,1805447.377480015,green,127.1301568029
2023-01-05,18:57:00,16825.83300969156,16841.825,16849.7,16825.83300969156,80.63165933,1357870.937911609,green,127.1639442473
2023-01-05,19:48:00,16833.82900484578,16856.65,16872.5,16833.82900484578,164.75685578,2777798.550879459,green,123.7239900753
2023-01-05,20:39:00,16845.23950242289,16850.0,16859.2,16840.1,69.94899339,1178906.1056468391,red,121.9984428549
2023-01-05,21:30:00,16847.619751211445,16846.875,16853.9,16837.4,67.55506344,1137908.659627511,green,121.6820529414
2023-01-05,22:21:00,16847.247375605722,16840.4,16853.9,16824.0,71.25112472,1199836.688187812,red,120.7717934545
2023-01-05,23:12:00,16843.823687802862,16829.050000000003,16843.823687802862,16818.3,63.11147708,1061994.917989917,green,120.5780090088
2023-01-06,00:03:00,16836.436843901432,16847.125,16868.8,16827.6,135.32992975000002,2280561.992994597,green,121.0948638781
2023-01-06,00:54:00,16841.780921950718,16855.774999999998,16861.6,16841.780921950718,24.08724449,405993.529682559,red,120.5408177817
2023-01-06,01:45:00,16848.777960975356,16831.65,16850.2,16802.2,87.23269759,1467260.45251209,red,120.9403290943
2023-01-06,02:36:00,16840.21398048768,16830.15,16840.21398048768,16822.0,48.46418521,815655.742159102,green,119.5755220157
2023-01-06,03:27:00,16835.18199024384,16825.9,16837.8,16813.8,47.92789509,806678.631222925,red,118.2404293319
2023-01-06,04:18:00,16830.54099512192,16815.975,16830.54099512192,16806.7,53.55414998,900551.673123385,green,116.982947422
2023-01-06,05:09:00,16823.25799756096,16810.575,16823.25799756096,16796.2,62.52009909,1050720.093419688,red,116.8396730719
2023-01-06,06:00:00,16816.91649878048,16799.9,16816.91649878048,16782.0,79.33828417,1332804.719042532,red,117.0296657004
2023-01-06,06:51:00,16808.40824939024,16793.775,16808.40824939024,16780.0,89.69106292,1505928.906682057,green,117.5411908512
2023-01-06,07:42:00,16801.09162469512,16802.675,16815.1,16788.5,195.78148954,3288882.396871,green,118.8783844653
2023-01-06,08:33:00,16801.88331234756,16788.0,16809.3,16765.1,73.86364704,1240046.281669454,red,118.5942463389
2023-01-06,09:24:00,16794.94165617378,16778.699999999997,16794.94165617378,16768.5,90.63703358,1520938.673148554,green,118.5901905285
2023-01-06,10:15:00,16786.82082808689,16776.0,16799.3,16759.2,101.41491792,1702120.142452361,red,117.5505142206
2023-01-06,11:06:00,16781.410414043443,16744.125,16781.410414043443,16717.0,249.70877167,4180207.529002312,red,118.090431704
2023-01-06,11:57:00,16762.76770702172,16735.875,16762.76770702172,16722.0,108.71851884,1819230.315851023,red,117.8034360582
2023-01-06,12:48:00,16749.32135351086,16740.0,16786.6,16681.6,762.43882289,12763178.425640697,green,123.3328093223
2023-01-06,13:39:00,16744.66067675543,16770.65,16812.1,16744.66067675543,144.07117235,2416616.264692678,green,123.7712442709
2023-01-06,14:30:00,16757.655338377714,16765.574999999997,16788.3,16722.4,200.23798381,3356689.587188162,green,125.0485856795
2023-01-06,15:21:00,16761.615169188855,16807.325,16849.9,16761.615169188855,215.01462944,3616552.318450131,green,126.6063007639
2023-01-06,16:12:00,16784.470084594428,16828.975,16842.9,16784.470084594428,103.21433093,1736418.296877648,green,127.1363458908
2023-01-06,17:03:00,16806.72254229721,16825.25,16835.0,16806.72254229721,65.51692649,1102076.245014007,red,127.3780003103
