accuracy,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time
0.5400645001240387,0.2647817134857178,True,,,1,38f5b_00009,02aa0feaf60e4326a47453db25d7d28f,2023-04-22_02-08-35,1682154515,0.2647817134857178,26484,Tentacle,127.0.0.1,0.2647817134857178,0,1,0.004258155822753906
