accuracy,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time
0.5400645001240387,0.0688621997833252,True,,,1,38f5b_00001,6f099a2df5c547fe8a68f14283d59e25,2023-04-22_02-08-29,1682154509,0.0688621997833252,7352,Tentacle,127.0.0.1,0.0688621997833252,0,1,0.005001068115234375
